"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU12","SRR15146548","SRR3000884","SRR14766335","NDSU4","SRR14766329","SRR6502082","SRR14766451","SRR2994394","SRR10037243","SRR5928610","SRR5877168","SRR3000893","SRR1363292","SRR19431269"
"srlR_3","","Glucitol operon repressor",580,580,1,1,3165,NA,NA,"",773,773,773,"KMJDPIGG_01363","EGKOAKEK_00892","EFNNPMIA_00148","EMDCPPMA_00691","MLOHFGPA_02938","LGNMAAMO_03530","NAFOOFAA_01863","JKFJINKE_00307","NNGIMOCL_00148","OAJCOHFM_01266","FCBEKDAD_00681","ABGDGJIO_00521","NNFNPJIH_02564","HECGGPDK_01255","KFNBBHOJ_01266"
"gutQ","","Arabinose 5-phosphate isomerase GutQ",580,580,1,1,3166,NA,NA,"",965,965,965,"KMJDPIGG_01362","EGKOAKEK_00893","EFNNPMIA_00149","EMDCPPMA_00690","MLOHFGPA_02937","LGNMAAMO_03531","NAFOOFAA_01864","JKFJINKE_00306","NNGIMOCL_00149","OAJCOHFM_01265","FCBEKDAD_00682","ABGDGJIO_00520","NNFNPJIH_02563","HECGGPDK_01254","KFNBBHOJ_01265"
"hypF","","Carbamoyltransferase HypF",580,580,1,1,3172,NA,NA,"",2240,2240,2240,"KMJDPIGG_01358","EGKOAKEK_00897","EFNNPMIA_00153","EMDCPPMA_00686","MLOHFGPA_02933","LGNMAAMO_03535","NAFOOFAA_01868","JKFJINKE_00302","NNGIMOCL_00153","OAJCOHFM_01261","FCBEKDAD_00686","ABGDGJIO_00516","NNFNPJIH_02559","HECGGPDK_01250","KFNBBHOJ_01261"
"group_2112","hyfA_2","Hydrogenase-4 component A",580,580,1,1,3173,NA,NA,"",545,545,545,"KMJDPIGG_01357","EGKOAKEK_00898","EFNNPMIA_00154","EMDCPPMA_00685","MLOHFGPA_02932","LGNMAAMO_03536","NAFOOFAA_01869","JKFJINKE_00301","NNGIMOCL_00154","OAJCOHFM_01260","FCBEKDAD_00687","ABGDGJIO_00515","NNFNPJIH_02558","HECGGPDK_01249","KFNBBHOJ_01260"
"group_2113","","hypothetical protein",580,580,1,1,3174,NA,NA,"",809,809,809,"KMJDPIGG_01356","EGKOAKEK_00899","EFNNPMIA_00155","EMDCPPMA_00684","MLOHFGPA_02931","LGNMAAMO_03537","NAFOOFAA_01870","JKFJINKE_00300","NNGIMOCL_00155","OAJCOHFM_01259","FCBEKDAD_00688","ABGDGJIO_00514","NNFNPJIH_02557","HECGGPDK_01248","KFNBBHOJ_01259"
"hycI","","Hydrogenase 3 maturation protease",580,580,1,1,3175,NA,NA,"",470,470,470,"KMJDPIGG_01355","EGKOAKEK_00900","EFNNPMIA_00156","EMDCPPMA_00683","MLOHFGPA_02930","LGNMAAMO_03538","NAFOOFAA_01871","JKFJINKE_00299","NNGIMOCL_00156","OAJCOHFM_01258","FCBEKDAD_00689","ABGDGJIO_00513","NNFNPJIH_02556","HECGGPDK_01247","KFNBBHOJ_01258"
"group_2115","","hypothetical protein",580,580,1,1,3176,NA,NA,"",410,410,410,"KMJDPIGG_01354","EGKOAKEK_00901","EFNNPMIA_00157","EMDCPPMA_00682","MLOHFGPA_02929","LGNMAAMO_03539","NAFOOFAA_01872","JKFJINKE_00298","NNGIMOCL_00157","OAJCOHFM_01257","FCBEKDAD_00690","ABGDGJIO_00512","NNFNPJIH_02555","HECGGPDK_01246","KFNBBHOJ_01257"
"hycG","","Formate hydrogenlyase subunit 7",580,580,1,1,3177,NA,NA,"",767,767,767,"KMJDPIGG_01353","EGKOAKEK_00902","EFNNPMIA_00158","EMDCPPMA_00681","MLOHFGPA_02928","LGNMAAMO_03540","NAFOOFAA_01873","JKFJINKE_00297","NNGIMOCL_00158","OAJCOHFM_01256","FCBEKDAD_00691","ABGDGJIO_00511","NNFNPJIH_02554","HECGGPDK_01245","KFNBBHOJ_01256"
"ndhI","","NAD(P)H-quinone oxidoreductase subunit I, chloroplastic",580,580,1,1,3178,NA,NA,"",542,542,542,"KMJDPIGG_01352","EGKOAKEK_00903","EFNNPMIA_00159","EMDCPPMA_00680","MLOHFGPA_02927","LGNMAAMO_03541","NAFOOFAA_01874","JKFJINKE_00296","NNGIMOCL_00159","OAJCOHFM_01255","FCBEKDAD_00692","ABGDGJIO_00510","NNFNPJIH_02553","HECGGPDK_01244","KFNBBHOJ_01255"
"hycD","","Formate hydrogenlyase subunit 4",580,580,1,1,3180,NA,NA,"",923,923,923,"KMJDPIGG_01350","EGKOAKEK_00905","EFNNPMIA_00161","EMDCPPMA_00678","MLOHFGPA_02925","LGNMAAMO_03543","NAFOOFAA_01876","JKFJINKE_00294","NNGIMOCL_00161","OAJCOHFM_01253","FCBEKDAD_00694","ABGDGJIO_00508","NNFNPJIH_02551","HECGGPDK_01242","KFNBBHOJ_01253"
"hyfB","","Hydrogenase-4 component B",580,580,1,1,3181,NA,NA,"",1826,1826,1826,"KMJDPIGG_01349","EGKOAKEK_00906","EFNNPMIA_00162","EMDCPPMA_00677","MLOHFGPA_02924","LGNMAAMO_03544","NAFOOFAA_01877","JKFJINKE_00293","NNGIMOCL_00162","OAJCOHFM_01252","FCBEKDAD_00695","ABGDGJIO_00507","NNFNPJIH_02550","HECGGPDK_01241","KFNBBHOJ_01252"
"hyfA_2","","Hydrogenase-4 component A",580,580,1,1,3182,NA,NA,"",599,608,607,"KMJDPIGG_01348","EGKOAKEK_00907","EFNNPMIA_00163","EMDCPPMA_00676","MLOHFGPA_02923","LGNMAAMO_03545","NAFOOFAA_01878","JKFJINKE_00292","NNGIMOCL_00163","OAJCOHFM_01251","FCBEKDAD_00696","ABGDGJIO_00506","NNFNPJIH_02549","HECGGPDK_01240","KFNBBHOJ_01251"
"hycA","","Formate hydrogenlyase regulatory protein HycA",580,580,1,1,3183,NA,NA,"",461,461,461,"KMJDPIGG_01347","EGKOAKEK_00908","EFNNPMIA_00164","EMDCPPMA_00675","MLOHFGPA_02922","LGNMAAMO_03546","NAFOOFAA_01879","JKFJINKE_00291","NNGIMOCL_00164","OAJCOHFM_01250","FCBEKDAD_00697","ABGDGJIO_00505","NNFNPJIH_02548","HECGGPDK_01239","KFNBBHOJ_01250"
"hypA","","Hydrogenase maturation factor HypA",580,580,1,1,3184,NA,NA,"",356,356,356,"KMJDPIGG_01346","EGKOAKEK_00909","EFNNPMIA_00165","EMDCPPMA_00674","MLOHFGPA_02921","LGNMAAMO_03547","NAFOOFAA_01880","JKFJINKE_00290","NNGIMOCL_00165","OAJCOHFM_01249","FCBEKDAD_00698","ABGDGJIO_00504","NNFNPJIH_02547","HECGGPDK_01238","KFNBBHOJ_01249"
"hypB","","Hydrogenase maturation factor HypB",580,580,1,1,3185,NA,NA,"",872,872,872,"KMJDPIGG_01345","EGKOAKEK_00910","EFNNPMIA_00166","EMDCPPMA_00673","MLOHFGPA_02920","LGNMAAMO_03548","NAFOOFAA_01881","JKFJINKE_00289","NNGIMOCL_00166","OAJCOHFM_01248","FCBEKDAD_00699","ABGDGJIO_00503","NNFNPJIH_02546","HECGGPDK_01237","KFNBBHOJ_01248"
"hypC","","Hydrogenase maturation factor HypC",580,580,1,1,3186,NA,NA,"",272,272,272,"KMJDPIGG_01344","EGKOAKEK_00911","EFNNPMIA_00167","EMDCPPMA_00672","MLOHFGPA_02919","LGNMAAMO_03549","NAFOOFAA_01882","JKFJINKE_00288","NNGIMOCL_00167","OAJCOHFM_01247","FCBEKDAD_00700","ABGDGJIO_00502","NNFNPJIH_02545","HECGGPDK_01236","KFNBBHOJ_01247"
"hypD","","Hydrogenase maturation factor HypD",580,580,1,1,3187,NA,NA,"",1121,1121,1121,"KMJDPIGG_01343","EGKOAKEK_00912","EFNNPMIA_00168","EMDCPPMA_00671","MLOHFGPA_02918","LGNMAAMO_03550","NAFOOFAA_01883","JKFJINKE_00287","NNGIMOCL_00168","OAJCOHFM_01246","FCBEKDAD_00701","ABGDGJIO_00501","NNFNPJIH_02544","HECGGPDK_01235","KFNBBHOJ_01246"
"hypE","","Carbamoyl dehydratase HypE",580,580,1,1,3188,NA,NA,"",1010,1010,1010,"KMJDPIGG_01342","EGKOAKEK_00913","EFNNPMIA_00169","EMDCPPMA_00670","MLOHFGPA_02917","LGNMAAMO_03551","NAFOOFAA_01884","JKFJINKE_00286","NNGIMOCL_00169","OAJCOHFM_01245","FCBEKDAD_00702","ABGDGJIO_00500","NNFNPJIH_02543","HECGGPDK_01234","KFNBBHOJ_01245"
"fhlA","","Formate hydrogenlyase transcriptional activator",580,580,1,1,3189,NA,NA,"",2078,2078,2078,"KMJDPIGG_01341","EGKOAKEK_00914","EFNNPMIA_00170","EMDCPPMA_00669","MLOHFGPA_02916","LGNMAAMO_03552","NAFOOFAA_01885","JKFJINKE_00285","NNGIMOCL_00170","OAJCOHFM_01244","FCBEKDAD_00703","ABGDGJIO_00499","NNFNPJIH_02542","HECGGPDK_01233","KFNBBHOJ_01244"
"group_2128","","hypothetical protein",580,580,1,1,3190,NA,NA,"",344,344,344,"KMJDPIGG_01340","EGKOAKEK_00915","EFNNPMIA_00171","EMDCPPMA_00668","MLOHFGPA_02915","LGNMAAMO_03553","NAFOOFAA_01886","JKFJINKE_00284","NNGIMOCL_00171","OAJCOHFM_01243","FCBEKDAD_00704","ABGDGJIO_00498","NNFNPJIH_02541","HECGGPDK_01232","KFNBBHOJ_01243"
"group_2129","","putative periplasmic iron-binding protein",580,580,1,1,3191,NA,NA,"",917,917,917,"KMJDPIGG_01339","EGKOAKEK_00916","EFNNPMIA_00172","EMDCPPMA_00667","MLOHFGPA_02914","LGNMAAMO_03554","NAFOOFAA_01887","JKFJINKE_00283","NNGIMOCL_00172","OAJCOHFM_01242","FCBEKDAD_00705","ABGDGJIO_00497","NNFNPJIH_02540","HECGGPDK_01231","KFNBBHOJ_01242"
"mntB_3","","Manganese transport system ATP-binding protein MntB",580,580,1,1,3192,NA,NA,"",821,821,821,"KMJDPIGG_01338","EGKOAKEK_00917","EFNNPMIA_00173","EMDCPPMA_00666","MLOHFGPA_02913","LGNMAAMO_03555","NAFOOFAA_01888","JKFJINKE_00282","NNGIMOCL_00173","OAJCOHFM_01241","FCBEKDAD_00706","ABGDGJIO_00496","NNFNPJIH_02539","HECGGPDK_01230","KFNBBHOJ_01241"
"mntB_2","","Manganese transport system membrane protein MntB",580,580,1,1,3193,NA,NA,"",860,860,860,"KMJDPIGG_01337","EGKOAKEK_00918","EFNNPMIA_00174","EMDCPPMA_00665","MLOHFGPA_02912","LGNMAAMO_03556","NAFOOFAA_01889","JKFJINKE_00281","NNGIMOCL_00174","OAJCOHFM_01240","FCBEKDAD_00707","ABGDGJIO_00495","NNFNPJIH_02538","HECGGPDK_01229","KFNBBHOJ_01240"
"mntB_1","","Manganese transport system membrane protein MntB",580,580,1,1,3194,NA,NA,"",848,848,848,"KMJDPIGG_01336","EGKOAKEK_00919","EFNNPMIA_00175","EMDCPPMA_00664","MLOHFGPA_02911","LGNMAAMO_03557","NAFOOFAA_01890","JKFJINKE_00280","NNGIMOCL_00175","OAJCOHFM_01239","FCBEKDAD_00708","ABGDGJIO_00494","NNFNPJIH_02537","HECGGPDK_01228","KFNBBHOJ_01239"
"yopJ","","Effector protein YopJ",580,580,1,1,3195,NA,NA,"",836,836,836,"KMJDPIGG_01335","EGKOAKEK_00920","EFNNPMIA_00176","EMDCPPMA_00663","MLOHFGPA_02910","LGNMAAMO_03558","NAFOOFAA_01891","JKFJINKE_00279","NNGIMOCL_00176","OAJCOHFM_01238","FCBEKDAD_00709","ABGDGJIO_00493","NNFNPJIH_02536","HECGGPDK_01227","KFNBBHOJ_01238"
"group_2134","","hypothetical protein",580,580,1,1,3198,NA,NA,"",452,452,452,"KMJDPIGG_01332","EGKOAKEK_00923","EFNNPMIA_00179","EMDCPPMA_00660","MLOHFGPA_02907","LGNMAAMO_02428","NAFOOFAA_02896","JKFJINKE_00276","NNGIMOCL_00179","OAJCOHFM_01235","FCBEKDAD_00712","ABGDGJIO_00490","NNFNPJIH_02533","HECGGPDK_01224","KFNBBHOJ_01235"
"orgB","","Oxygen-regulated invasion protein OrgB",580,580,1,1,3199,NA,NA,"",680,680,680,"KMJDPIGG_01331","EGKOAKEK_00924","EFNNPMIA_00180","EMDCPPMA_00659","MLOHFGPA_02906","LGNMAAMO_02429","NAFOOFAA_02895","JKFJINKE_00275","NNGIMOCL_00180","OAJCOHFM_01234","FCBEKDAD_00713","ABGDGJIO_00489","NNFNPJIH_02532","HECGGPDK_01223","KFNBBHOJ_01234"
"orgA","","Oxygen-regulated invasion protein OrgA",580,580,1,1,3200,NA,NA,"",578,578,578,"KMJDPIGG_01330","EGKOAKEK_00925","EFNNPMIA_00181","EMDCPPMA_00658","MLOHFGPA_02905","LGNMAAMO_02430","NAFOOFAA_02894","JKFJINKE_00274","NNGIMOCL_00181","OAJCOHFM_01233","FCBEKDAD_00714","ABGDGJIO_00488","NNFNPJIH_02531","HECGGPDK_01222","KFNBBHOJ_01233"
"prgK","","Lipoprotein PrgK",580,580,1,1,3201,NA,NA,"",758,758,758,"KMJDPIGG_01329","EGKOAKEK_00926","EFNNPMIA_00182","EMDCPPMA_00657","MLOHFGPA_02904","LGNMAAMO_02431","NAFOOFAA_02893","JKFJINKE_00273","NNGIMOCL_00182","OAJCOHFM_01232","FCBEKDAD_00715","ABGDGJIO_00487","NNFNPJIH_02530","HECGGPDK_01221","KFNBBHOJ_01232"
"group_2138","","hypothetical protein",580,580,1,1,3202,NA,NA,"",305,305,305,"KMJDPIGG_01328","EGKOAKEK_00927","EFNNPMIA_00183","EMDCPPMA_00656","MLOHFGPA_02903","LGNMAAMO_02432","NAFOOFAA_02892","JKFJINKE_00272","NNGIMOCL_00183","OAJCOHFM_01231","FCBEKDAD_00716","ABGDGJIO_00486","NNFNPJIH_02529","HECGGPDK_01220","KFNBBHOJ_01231"
"prgI","","Protein PrgI",580,580,1,1,3203,NA,NA,"",242,242,242,"KMJDPIGG_01327","EGKOAKEK_00928","EFNNPMIA_00184","EMDCPPMA_00655","MLOHFGPA_02902","LGNMAAMO_02433","NAFOOFAA_02891","JKFJINKE_00271","NNGIMOCL_00184","OAJCOHFM_01230","FCBEKDAD_00717","ABGDGJIO_00485","NNFNPJIH_02528","HECGGPDK_01219","KFNBBHOJ_01230"
"prgH","","Protein PrgH",580,580,1,1,3204,NA,NA,"",1235,1235,1235,"KMJDPIGG_01326","EGKOAKEK_00929","EFNNPMIA_00185","EMDCPPMA_00654","MLOHFGPA_02901","LGNMAAMO_02434","NAFOOFAA_02890","JKFJINKE_00270","NNGIMOCL_00185","OAJCOHFM_01229","FCBEKDAD_00718","ABGDGJIO_00484","NNFNPJIH_02527","HECGGPDK_01218","KFNBBHOJ_01229"
"hilA","","Transcriptional regulator HilA",580,580,1,1,3206,NA,NA,"",1661,1661,1661,"KMJDPIGG_01324","EGKOAKEK_00931","EFNNPMIA_00187","EMDCPPMA_00652","MLOHFGPA_02899","LGNMAAMO_02436","NAFOOFAA_02888","JKFJINKE_00268","NNGIMOCL_00187","OAJCOHFM_01227","FCBEKDAD_00720","ABGDGJIO_00482","NNFNPJIH_02525","HECGGPDK_01216","KFNBBHOJ_01227"
"group_2143","","hypothetical protein",580,580,1,1,3207,NA,NA,"",482,482,482,"KMJDPIGG_01323","EGKOAKEK_00932","EFNNPMIA_00188","EMDCPPMA_00651","MLOHFGPA_02898","LGNMAAMO_02437","NAFOOFAA_02887","JKFJINKE_00267","NNGIMOCL_00188","OAJCOHFM_01226","FCBEKDAD_00721","ABGDGJIO_00481","NNFNPJIH_02524","HECGGPDK_01215","KFNBBHOJ_01226"
"mxiC","","Protein MxiC",580,580,1,1,3228,NA,NA,"",1118,1118,1118,"KMJDPIGG_01303","EGKOAKEK_00952","EFNNPMIA_00208","EMDCPPMA_00631","MLOHFGPA_02878","LGNMAAMO_02457","NAFOOFAA_02867","JKFJINKE_00247","NNGIMOCL_00208","OAJCOHFM_01206","FCBEKDAD_00741","ABGDGJIO_00461","NNFNPJIH_02504","HECGGPDK_01195","KFNBBHOJ_01206"
"sctC_1","","Type 3 secretion system secretin",580,580,1,1,3229,NA,NA,"",1688,1688,1688,"KMJDPIGG_01302","EGKOAKEK_00953","EFNNPMIA_00209","EMDCPPMA_00630","MLOHFGPA_02877","LGNMAAMO_02458","NAFOOFAA_02866","JKFJINKE_00246","NNGIMOCL_00209","OAJCOHFM_01205","FCBEKDAD_00742","ABGDGJIO_00460","NNFNPJIH_02503","HECGGPDK_01194","KFNBBHOJ_01205"
"invF","","Invasion protein InvF",580,580,1,1,3230,NA,NA,"",749,749,749,"KMJDPIGG_01301","EGKOAKEK_00954","EFNNPMIA_00210","EMDCPPMA_00629","MLOHFGPA_02876","LGNMAAMO_02459","NAFOOFAA_02865","JKFJINKE_00245","NNGIMOCL_00210","OAJCOHFM_01204","FCBEKDAD_00743","ABGDGJIO_00459","NNFNPJIH_02502","HECGGPDK_01193","KFNBBHOJ_01204"
"invH","","Type 3 secretion system pilotin",580,580,1,1,3231,NA,NA,"",443,443,443,"KMJDPIGG_01300","EGKOAKEK_00955","EFNNPMIA_00211","EMDCPPMA_00628","MLOHFGPA_02875","LGNMAAMO_02460","NAFOOFAA_02864","JKFJINKE_00244","NNGIMOCL_00211","OAJCOHFM_01203","FCBEKDAD_00744","ABGDGJIO_00458","NNFNPJIH_02501","HECGGPDK_01192","KFNBBHOJ_01203"
"group_2164","","hypothetical protein",580,580,1,1,3232,NA,NA,"",281,281,281,"KMJDPIGG_01299","EGKOAKEK_00956","EFNNPMIA_00212","EMDCPPMA_00627","MLOHFGPA_03350","LGNMAAMO_02461","NAFOOFAA_02863","JKFJINKE_00243","NNGIMOCL_00212","OAJCOHFM_01202","FCBEKDAD_00745","ABGDGJIO_00457","NNFNPJIH_02500","HECGGPDK_01191","KFNBBHOJ_01202"
"group_2165","","hypothetical protein",580,580,1,1,3233,NA,NA,"",527,527,527,"KMJDPIGG_01298","EGKOAKEK_00957","EFNNPMIA_00213","EMDCPPMA_00626","MLOHFGPA_03349","LGNMAAMO_02462","NAFOOFAA_02862","JKFJINKE_00242","NNGIMOCL_00213","OAJCOHFM_01201","FCBEKDAD_00746","ABGDGJIO_00456","NNFNPJIH_02499","HECGGPDK_01190","KFNBBHOJ_01201"
"group_2166","","hypothetical protein",580,580,1,1,3234,NA,NA,"",140,140,140,"KMJDPIGG_01297","EGKOAKEK_00958","EFNNPMIA_00214","EMDCPPMA_00625","MLOHFGPA_03348","LGNMAAMO_02463","NAFOOFAA_02861","JKFJINKE_00241","NNGIMOCL_00214","OAJCOHFM_01200","FCBEKDAD_00747","ABGDGJIO_00455","NNFNPJIH_02498","HECGGPDK_01189","KFNBBHOJ_01200"
"otnC","","3-oxo-tetronate 4-phosphate decarboxylase",580,580,1,1,3246,NA,NA,"",638,638,638,"KMJDPIGG_01286","EGKOAKEK_00969","EFNNPMIA_00225","EMDCPPMA_00614","MLOHFGPA_03337","LGNMAAMO_02474","NAFOOFAA_02850","JKFJINKE_00230","NNGIMOCL_00225","OAJCOHFM_01189","FCBEKDAD_00758","ABGDGJIO_00444","NNFNPJIH_02487","HECGGPDK_01178","KFNBBHOJ_01189"
"otnK","","3-oxo-tetronate kinase",580,580,1,1,3247,NA,NA,"",1262,1262,1262,"KMJDPIGG_01285","EGKOAKEK_00970","EFNNPMIA_00226","EMDCPPMA_00613","MLOHFGPA_03336","LGNMAAMO_02475","NAFOOFAA_02849","JKFJINKE_00229","NNGIMOCL_00226","OAJCOHFM_01188","FCBEKDAD_00759","ABGDGJIO_00443","NNFNPJIH_02486","HECGGPDK_01177","KFNBBHOJ_01188"
"ltnD","","L-threonate dehydrogenase",580,580,1,1,3248,NA,NA,"",923,923,923,"KMJDPIGG_01284","EGKOAKEK_00971","EFNNPMIA_00227","EMDCPPMA_00612","MLOHFGPA_03335","LGNMAAMO_02476","NAFOOFAA_02848","JKFJINKE_00228","NNGIMOCL_00227","OAJCOHFM_01187","FCBEKDAD_00760","ABGDGJIO_00442","NNFNPJIH_02485","HECGGPDK_01176","KFNBBHOJ_01187"
"glcR_1","","HTH-type transcriptional repressor GlcR",580,580,1,1,3249,NA,NA,"",764,764,764,"KMJDPIGG_01283","EGKOAKEK_00972","EFNNPMIA_00228","EMDCPPMA_00611","MLOHFGPA_03334","LGNMAAMO_02477","NAFOOFAA_02847","JKFJINKE_00227","NNGIMOCL_00228","OAJCOHFM_01186","FCBEKDAD_00761","ABGDGJIO_00441","NNFNPJIH_02484","HECGGPDK_01175","KFNBBHOJ_01186"
"hosA","","Transcriptional regulator HosA",580,580,1,1,3250,NA,NA,"",404,404,404,"KMJDPIGG_01282","EGKOAKEK_00973","EFNNPMIA_00229","EMDCPPMA_00610","MLOHFGPA_03333","LGNMAAMO_02478","NAFOOFAA_02846","JKFJINKE_00226","NNGIMOCL_00229","OAJCOHFM_01185","FCBEKDAD_00762","ABGDGJIO_00440","NNFNPJIH_02483","HECGGPDK_01174","KFNBBHOJ_01185"
"ecdB","","putative UbiX-like flavin prenyltransferase",580,580,1,1,3251,NA,NA,"",593,593,593,"KMJDPIGG_01281","EGKOAKEK_00974","EFNNPMIA_00230","EMDCPPMA_00609","MLOHFGPA_03332","LGNMAAMO_02479","NAFOOFAA_02845","JKFJINKE_00225","NNGIMOCL_00230","OAJCOHFM_01184","FCBEKDAD_00763","ABGDGJIO_00439","NNFNPJIH_02482","HECGGPDK_01173","KFNBBHOJ_01184"
"edcC","","Phenolic acid decarboxylase",580,580,1,1,3252,NA,NA,"",1427,1427,1427,"KMJDPIGG_01280","EGKOAKEK_00975","EFNNPMIA_00231","EMDCPPMA_00608","MLOHFGPA_03331","LGNMAAMO_02480","NAFOOFAA_02844","JKFJINKE_00224","NNGIMOCL_00231","OAJCOHFM_01183","FCBEKDAD_00764","ABGDGJIO_00438","NNFNPJIH_02481","HECGGPDK_01172","KFNBBHOJ_01183"
"vdcD","","Protein VdcD",580,580,1,1,3253,NA,NA,"",236,236,236,"KMJDPIGG_01279","EGKOAKEK_00976","EFNNPMIA_00232","EMDCPPMA_00607","MLOHFGPA_03330","LGNMAAMO_02481","NAFOOFAA_02843","JKFJINKE_00223","NNGIMOCL_00232","OAJCOHFM_01182","FCBEKDAD_00765","ABGDGJIO_00437","NNFNPJIH_02480","HECGGPDK_01171","KFNBBHOJ_01182"
"truD","","tRNA pseudouridine synthase D",580,580,1,1,2987,NA,NA,"",1049,1049,1049,"KMJDPIGG_01274","EGKOAKEK_00981","EFNNPMIA_00237","EMDCPPMA_00602","MLOHFGPA_03325","LGNMAAMO_02486","NAFOOFAA_02838","JKFJINKE_00218","NNGIMOCL_00237","OAJCOHFM_01177","FCBEKDAD_00770","ABGDGJIO_00432","NNFNPJIH_02475","HECGGPDK_01166","KFNBBHOJ_01177"
"group_2181","","hypothetical protein",580,580,1,1,2909,NA,NA,"",407,407,407,"KMJDPIGG_01196","EGKOAKEK_01059","EFNNPMIA_00315","EMDCPPMA_03427","MLOHFGPA_03125","LGNMAAMO_01922","NAFOOFAA_02615","JKFJINKE_00840","NNGIMOCL_00315","OAJCOHFM_01098","FCBEKDAD_01905","ABGDGJIO_00354","NNFNPJIH_03772","HECGGPDK_01088","KFNBBHOJ_01099"
"kduI","","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase",580,580,1,1,2889,NA,NA,"",836,836,836,"KMJDPIGG_01176","EGKOAKEK_01079","EFNNPMIA_00335","EMDCPPMA_03447","MLOHFGPA_03145","LGNMAAMO_01902","NAFOOFAA_02635","JKFJINKE_00820","NNGIMOCL_00335","OAJCOHFM_01078","FCBEKDAD_01925","ABGDGJIO_00334","NNFNPJIH_03792","HECGGPDK_01068","KFNBBHOJ_01079"
"group_2292","","hypothetical protein",580,580,1,1,2732,NA,NA,"",2159,2171,2170,"KMJDPIGG_01023","EGKOAKEK_01232","EFNNPMIA_00488","EMDCPPMA_04285","MLOHFGPA_01458","LGNMAAMO_01772","NAFOOFAA_04004","JKFJINKE_01971","NNGIMOCL_00488","OAJCOHFM_00925","FCBEKDAD_00408","ABGDGJIO_00181","NNFNPJIH_01175","HECGGPDK_00915","KFNBBHOJ_00926"
"yqiD","","Protein YqiD",580,580,1,1,2706,NA,NA,"",176,176,176,"KMJDPIGG_01000","EGKOAKEK_01255","EFNNPMIA_00511","EMDCPPMA_04308","MLOHFGPA_01435","LGNMAAMO_01795","NAFOOFAA_03981","JKFJINKE_01994","NNGIMOCL_00511","OAJCOHFM_00902","FCBEKDAD_00385","ABGDGJIO_00158","NNFNPJIH_01152","HECGGPDK_00892","KFNBBHOJ_00903"
"group_2294","","hypothetical protein",580,580,1,1,2694,NA,NA,"",614,614,614,"KMJDPIGG_00988","EGKOAKEK_01267","EFNNPMIA_00523","EMDCPPMA_01916","MLOHFGPA_01423","LGNMAAMO_04356","NAFOOFAA_01730","JKFJINKE_02496","NNGIMOCL_00523","OAJCOHFM_00890","FCBEKDAD_00373","ABGDGJIO_00146","NNFNPJIH_01140","HECGGPDK_00880","KFNBBHOJ_00891"
"mzrA","","Modulator protein MzrA",580,580,1,1,2671,NA,NA,"",383,383,383,"KMJDPIGG_00964","EGKOAKEK_01291","EFNNPMIA_00547","EMDCPPMA_01940","MLOHFGPA_01399","LGNMAAMO_00667","NAFOOFAA_01706","JKFJINKE_02472","NNGIMOCL_00547","OAJCOHFM_00866","FCBEKDAD_00349","ABGDGJIO_00122","NNFNPJIH_01116","HECGGPDK_00856","KFNBBHOJ_00867"
"yqjD","","putative protein YqjD",580,580,1,1,2668,NA,NA,"",305,305,305,"KMJDPIGG_00962","EGKOAKEK_01293","EFNNPMIA_00549","EMDCPPMA_01942","MLOHFGPA_01397","LGNMAAMO_00669","NAFOOFAA_01704","JKFJINKE_02470","NNGIMOCL_00549","OAJCOHFM_00864","FCBEKDAD_00347","ABGDGJIO_00120","NNFNPJIH_01114","HECGGPDK_00854","KFNBBHOJ_00865"
"yqjE","","Inner membrane protein YqjE",580,580,1,1,2667,NA,NA,"",398,398,398,"KMJDPIGG_00961","EGKOAKEK_01294","EFNNPMIA_00550","EMDCPPMA_01943","MLOHFGPA_01396","LGNMAAMO_00670","NAFOOFAA_01703","JKFJINKE_02469","NNGIMOCL_00550","OAJCOHFM_00863","FCBEKDAD_00346","ABGDGJIO_00119","NNFNPJIH_01113","HECGGPDK_00853","KFNBBHOJ_00864"
"group_2299","","hypothetical protein",580,580,1,1,2666,NA,NA,"",299,299,299,"KMJDPIGG_00960","EGKOAKEK_01295","EFNNPMIA_00551","EMDCPPMA_01944","MLOHFGPA_01395","LGNMAAMO_00671","NAFOOFAA_01702","JKFJINKE_02468","NNGIMOCL_00551","OAJCOHFM_00862","FCBEKDAD_00345","ABGDGJIO_00118","NNFNPJIH_01112","HECGGPDK_00852","KFNBBHOJ_00863"
"yqjG","","Glutathionyl-hydroquinone reductase YqjG",580,580,1,1,2664,NA,NA,"",524,524,524,"KMJDPIGG_00958","EGKOAKEK_01297","EFNNPMIA_00553","EMDCPPMA_01946","MLOHFGPA_01393","LGNMAAMO_00673","NAFOOFAA_01700","JKFJINKE_02466","NNGIMOCL_00553","OAJCOHFM_00860","FCBEKDAD_00343","ABGDGJIO_00116","NNFNPJIH_01110","HECGGPDK_00850","KFNBBHOJ_00861"
