"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14272156","SRR14272154","SRR28323368","NDSU24","SRR19513358","SRR10037239","SRR28323382","SRR7041622","SRR27779120","SRR16506855","NDSU8","SRR5666360","SRR25926991","SRR4292607","SRR5905016"
"psd","","Phosphatidylserine decarboxylase proenzyme",580,580,1,1,5993,NA,NA,"",968,968,968,"HKKILDPC_01296","HAANCNKA_01761","FCMCIBEK_01999","DFEIMHLH_02217","NAFJMCME_01541","OOMIMPCI_02202","KOLBENFC_02195","KJAFDFOC_03919","BONMFOJB_02040","MMJAGEHG_01295","CDDPGOFG_02400","KHAGAGIB_02341","MAFDEBPG_02243","MKNEJKNF_01893","BIBHBEME_01622"
"epmA","","Elongation factor P--(R)-beta-lysine ligase",580,580,1,1,5989,NA,NA,"",977,977,977,"HKKILDPC_01292","HAANCNKA_01757","FCMCIBEK_01995","DFEIMHLH_02213","NAFJMCME_01545","OOMIMPCI_02206","KOLBENFC_02199","KJAFDFOC_03915","BONMFOJB_02036","MMJAGEHG_01291","CDDPGOFG_04358","KHAGAGIB_02337","MAFDEBPG_02247","MKNEJKNF_01897","BIBHBEME_01626"
"frdA","","Fumarate reductase flavoprotein subunit",580,580,1,1,5988,NA,NA,"",1790,1790,1790,"HKKILDPC_01291","HAANCNKA_01756","FCMCIBEK_01994","DFEIMHLH_02212","NAFJMCME_01546","OOMIMPCI_02207","KOLBENFC_02200","KJAFDFOC_03914","BONMFOJB_02035","MMJAGEHG_01290","CDDPGOFG_04359","KHAGAGIB_02336","MAFDEBPG_02248","MKNEJKNF_01898","BIBHBEME_01627"
"frdB","","Fumarate reductase iron-sulfur subunit",580,580,1,1,5987,NA,NA,"",734,734,734,"HKKILDPC_01290","HAANCNKA_01755","FCMCIBEK_01993","DFEIMHLH_02211","NAFJMCME_01547","OOMIMPCI_02208","KOLBENFC_02201","KJAFDFOC_03913","BONMFOJB_02034","MMJAGEHG_01289","CDDPGOFG_04360","KHAGAGIB_02335","MAFDEBPG_02249","MKNEJKNF_01899","BIBHBEME_01628"
"frdC","","Fumarate reductase subunit C",580,580,1,1,5986,NA,NA,"",395,395,395,"HKKILDPC_01289","HAANCNKA_01754","FCMCIBEK_01992","DFEIMHLH_02210","NAFJMCME_01548","OOMIMPCI_02209","KOLBENFC_02202","KJAFDFOC_03912","BONMFOJB_02033","MMJAGEHG_01288","CDDPGOFG_04361","KHAGAGIB_02334","MAFDEBPG_02250","MKNEJKNF_01900","BIBHBEME_01629"
"frdD","","Fumarate reductase subunit D",580,580,1,1,5985,NA,NA,"",359,359,359,"HKKILDPC_01288","HAANCNKA_01753","FCMCIBEK_01991","DFEIMHLH_02209","NAFJMCME_01549","OOMIMPCI_02210","KOLBENFC_02203","KJAFDFOC_03911","BONMFOJB_02032","MMJAGEHG_01287","CDDPGOFG_04362","KHAGAGIB_02333","MAFDEBPG_02251","MKNEJKNF_01901","BIBHBEME_01630"
"gdx","","Guanidinium exporter",580,580,1,1,5982,NA,NA,"",317,317,317,"HKKILDPC_01286","HAANCNKA_01751","FCMCIBEK_01989","DFEIMHLH_02207","NAFJMCME_01551","OOMIMPCI_02212","KOLBENFC_02205","KJAFDFOC_03909","BONMFOJB_02030","MMJAGEHG_01285","CDDPGOFG_04364","KHAGAGIB_02331","MAFDEBPG_02253","MKNEJKNF_01903","BIBHBEME_01632"
"rcsA_1","","Transcriptional regulatory protein RcsA",580,580,1,1,5981,NA,NA,"",587,587,587,"HKKILDPC_01285","HAANCNKA_01750","FCMCIBEK_01988","DFEIMHLH_02206","NAFJMCME_01552","OOMIMPCI_02213","KOLBENFC_02206","KJAFDFOC_03908","BONMFOJB_02029","MMJAGEHG_01284","CDDPGOFG_04365","KHAGAGIB_02330","MAFDEBPG_02254","MKNEJKNF_01904","BIBHBEME_01633"
"efp","","Elongation factor P",580,580,1,1,5979,NA,NA,"",566,566,566,"HKKILDPC_01283","HAANCNKA_01748","FCMCIBEK_01986","DFEIMHLH_02204","NAFJMCME_01554","OOMIMPCI_02215","KOLBENFC_02208","KJAFDFOC_03906","BONMFOJB_02027","MMJAGEHG_01282","CDDPGOFG_04367","KHAGAGIB_02328","MAFDEBPG_02255","MKNEJKNF_01906","BIBHBEME_01634"
"epmB","","L-lysine 2,3-aminomutase",580,580,1,1,5978,NA,NA,"",1028,1028,1028,"HKKILDPC_01282","HAANCNKA_01747","FCMCIBEK_01985","DFEIMHLH_02203","NAFJMCME_01555","OOMIMPCI_02216","KOLBENFC_02209","KJAFDFOC_03905","BONMFOJB_02026","MMJAGEHG_01281","CDDPGOFG_04368","KHAGAGIB_02327","MAFDEBPG_02256","MKNEJKNF_01907","BIBHBEME_01635"
"group_2629","","hypothetical protein",580,580,1,1,5976,NA,NA,"",353,353,353,"HKKILDPC_01280","HAANCNKA_01745","FCMCIBEK_01983","DFEIMHLH_02201","NAFJMCME_01557","OOMIMPCI_02218","KOLBENFC_02211","KJAFDFOC_03903","BONMFOJB_02024","MMJAGEHG_01279","CDDPGOFG_04370","KHAGAGIB_02325","MAFDEBPG_02258","MKNEJKNF_01909","BIBHBEME_01637"
"groS","","10 kDa chaperonin",580,580,1,1,5974,NA,NA,"",293,293,293,"HKKILDPC_01278","HAANCNKA_01743","FCMCIBEK_01981","DFEIMHLH_02199","NAFJMCME_01559","OOMIMPCI_02220","KOLBENFC_02213","KJAFDFOC_03901","BONMFOJB_02022","MMJAGEHG_01277","CDDPGOFG_04372","KHAGAGIB_02323","MAFDEBPG_02260","MKNEJKNF_01911","BIBHBEME_01639"
"group_2660","","hypothetical protein",580,580,1,1,2089,NA,NA,"",2222,2222,2222,"HKKILDPC_01232","HAANCNKA_01697","FCMCIBEK_01935","DFEIMHLH_02153","NAFJMCME_01605","OOMIMPCI_02267","KOLBENFC_02259","KJAFDFOC_03747","BONMFOJB_01975","MMJAGEHG_01231","CDDPGOFG_04247","KHAGAGIB_02277","MAFDEBPG_03844","MKNEJKNF_03698","BIBHBEME_03227"
"group_2661","","hypothetical protein",580,580,1,1,2088,NA,NA,"",956,956,956,"HKKILDPC_01231","HAANCNKA_01696","FCMCIBEK_01934","DFEIMHLH_02152","NAFJMCME_01606","OOMIMPCI_02268","KOLBENFC_02260","KJAFDFOC_03748","BONMFOJB_01974","MMJAGEHG_01230","CDDPGOFG_04246","KHAGAGIB_02276","MAFDEBPG_03845","MKNEJKNF_03699","BIBHBEME_03228"
"nrfB","","Cytochrome c-type protein NrfB",580,580,1,1,2086,NA,NA,"",566,566,566,"HKKILDPC_01229","HAANCNKA_01694","FCMCIBEK_01932","DFEIMHLH_02150","NAFJMCME_01608","OOMIMPCI_02270","KOLBENFC_02262","KJAFDFOC_03750","BONMFOJB_01972","MMJAGEHG_01228","CDDPGOFG_04244","KHAGAGIB_02274","MAFDEBPG_03847","MKNEJKNF_03701","BIBHBEME_03230"
"yjcH","","Inner membrane protein YjcH",580,580,1,1,2082,NA,NA,"",314,314,314,"HKKILDPC_01226","HAANCNKA_01691","FCMCIBEK_01929","DFEIMHLH_02147","NAFJMCME_01611","OOMIMPCI_02273","KOLBENFC_02265","KJAFDFOC_03753","BONMFOJB_01969","MMJAGEHG_01225","CDDPGOFG_04241","KHAGAGIB_02271","MAFDEBPG_03850","MKNEJKNF_03704","BIBHBEME_03233"
"yohK_1","","Inner membrane protein YohK",580,580,1,1,2079,NA,NA,"",689,689,689,"HKKILDPC_01224","HAANCNKA_01689","FCMCIBEK_01927","DFEIMHLH_02145","NAFJMCME_01613","OOMIMPCI_02275","KOLBENFC_02267","KJAFDFOC_03755","BONMFOJB_01967","MMJAGEHG_01223","CDDPGOFG_04239","KHAGAGIB_02269","MAFDEBPG_03852","MKNEJKNF_03706","BIBHBEME_03235"
"oxyR_1","","Hydrogen peroxide-inducible genes activator",580,580,1,1,2077,NA,NA,"",887,887,887,"HKKILDPC_01222","HAANCNKA_01687","FCMCIBEK_01925","DFEIMHLH_02143","NAFJMCME_01615","OOMIMPCI_02277","KOLBENFC_02269","KJAFDFOC_03757","BONMFOJB_01965","MMJAGEHG_01221","CDDPGOFG_04237","KHAGAGIB_02267","MAFDEBPG_03854","MKNEJKNF_03708","BIBHBEME_03237"
"ghxP","","Guanine/hypoxanthine permease GhxP",580,580,1,1,2074,NA,NA,"",1349,1349,1349,"HKKILDPC_01220","HAANCNKA_01685","FCMCIBEK_01923","DFEIMHLH_02141","NAFJMCME_01617","OOMIMPCI_02279","KOLBENFC_02271","KJAFDFOC_03759","BONMFOJB_01963","MMJAGEHG_01219","CDDPGOFG_04235","KHAGAGIB_02265","MAFDEBPG_03856","MKNEJKNF_03710","BIBHBEME_03239"
"group_2671","","hypothetical protein",580,580,1,1,1459,NA,NA,"",1013,1013,1013,"HKKILDPC_01991","HAANCNKA_02084","FCMCIBEK_02646","DFEIMHLH_02864","NAFJMCME_02075","OOMIMPCI_02367","KOLBENFC_02684","KJAFDFOC_02765","BONMFOJB_02364","MMJAGEHG_02025","CDDPGOFG_03132","KHAGAGIB_00511","MAFDEBPG_02740","MKNEJKNF_03746","BIBHBEME_03522"
"yidZ_1","","HTH-type transcriptional regulator YidZ",580,580,1,1,1916,NA,NA,"",902,902,902,"HKKILDPC_01939","HAANCNKA_02136","FCMCIBEK_02594","DFEIMHLH_02812","NAFJMCME_02023","OOMIMPCI_02419","KOLBENFC_02632","KJAFDFOC_02817","BONMFOJB_02416","MMJAGEHG_02077","CDDPGOFG_03184","KHAGAGIB_00563","MAFDEBPG_02688","MKNEJKNF_00349","BIBHBEME_03708"
"rph","","Ribonuclease PH",580,580,1,1,1913,NA,NA,"",716,716,716,"HKKILDPC_01937","HAANCNKA_02138","FCMCIBEK_02592","DFEIMHLH_02810","NAFJMCME_02021","OOMIMPCI_02421","KOLBENFC_02630","KJAFDFOC_02819","BONMFOJB_02418","MMJAGEHG_02079","CDDPGOFG_03186","KHAGAGIB_00565","MAFDEBPG_02686","MKNEJKNF_00351","BIBHBEME_03706"
"slmA","","Nucleoid occlusion factor SlmA",580,580,1,1,1911,NA,NA,"",596,596,596,"HKKILDPC_01935","HAANCNKA_02140","FCMCIBEK_02590","DFEIMHLH_02808","NAFJMCME_02019","OOMIMPCI_02423","KOLBENFC_02628","KJAFDFOC_02821","BONMFOJB_02420","MMJAGEHG_02081","CDDPGOFG_03037","KHAGAGIB_00567","MAFDEBPG_02684","MKNEJKNF_00353","BIBHBEME_03704"
"dut","","Deoxyuridine 5'-triphosphate nucleotidohydrolase",580,580,1,1,1910,NA,NA,"",458,458,458,"HKKILDPC_01934","HAANCNKA_02141","FCMCIBEK_02589","DFEIMHLH_02807","NAFJMCME_02018","OOMIMPCI_02424","KOLBENFC_02627","KJAFDFOC_02822","BONMFOJB_02421","MMJAGEHG_02082","CDDPGOFG_03038","KHAGAGIB_00568","MAFDEBPG_02683","MKNEJKNF_00354","BIBHBEME_03703"
"coaBC","","Coenzyme A biosynthesis bifunctional protein CoaBC",580,580,1,1,1909,NA,NA,"",1223,1223,1223,"HKKILDPC_01933","HAANCNKA_02142","FCMCIBEK_02588","DFEIMHLH_02806","NAFJMCME_02017","OOMIMPCI_02425","KOLBENFC_02626","KJAFDFOC_02823","BONMFOJB_02422","MMJAGEHG_02083","CDDPGOFG_03039","KHAGAGIB_00569","MAFDEBPG_02682","MKNEJKNF_00355","BIBHBEME_03702"
"group_2681","","hypothetical protein",580,580,1,1,1908,NA,NA,"",665,665,665,"HKKILDPC_01932","HAANCNKA_02143","FCMCIBEK_02587","DFEIMHLH_02805","NAFJMCME_02016","OOMIMPCI_02426","KOLBENFC_02625","KJAFDFOC_02824","BONMFOJB_02423","MMJAGEHG_02084","CDDPGOFG_03040","KHAGAGIB_00570","MAFDEBPG_02681","MKNEJKNF_00356","BIBHBEME_03701"
"rpmB","","50S ribosomal protein L28",580,580,1,1,1907,NA,NA,"",236,236,236,"HKKILDPC_01931","HAANCNKA_02144","FCMCIBEK_02586","DFEIMHLH_02804","NAFJMCME_02015","OOMIMPCI_02427","KOLBENFC_02624","KJAFDFOC_02825","BONMFOJB_02424","MMJAGEHG_02085","CDDPGOFG_03041","KHAGAGIB_00571","MAFDEBPG_02680","MKNEJKNF_00357","BIBHBEME_03700"
"rpmG","","50S ribosomal protein L33",580,580,1,1,1906,NA,NA,"",167,167,167,"HKKILDPC_01930","HAANCNKA_02145","FCMCIBEK_02585","DFEIMHLH_02803","NAFJMCME_02014","OOMIMPCI_02428","KOLBENFC_02623","KJAFDFOC_02826","BONMFOJB_02425","MMJAGEHG_02086","CDDPGOFG_03042","KHAGAGIB_00572","MAFDEBPG_02679","MKNEJKNF_00358","BIBHBEME_03699"
"mutM","","Formamidopyrimidine-DNA glycosylase",580,580,1,1,1905,NA,NA,"",809,809,809,"HKKILDPC_01929","HAANCNKA_02146","FCMCIBEK_02584","DFEIMHLH_02802","NAFJMCME_02013","OOMIMPCI_02429","KOLBENFC_02622","KJAFDFOC_02827","BONMFOJB_02426","MMJAGEHG_02087","CDDPGOFG_03043","KHAGAGIB_00573","MAFDEBPG_02678","MKNEJKNF_00359","BIBHBEME_03698"
"coaD","","Phosphopantetheine adenylyltransferase",580,580,1,1,1904,NA,NA,"",479,479,479,"HKKILDPC_01928","HAANCNKA_02147","FCMCIBEK_02583","DFEIMHLH_02801","NAFJMCME_02012","OOMIMPCI_02430","KOLBENFC_02621","KJAFDFOC_02828","BONMFOJB_02427","MMJAGEHG_02088","CDDPGOFG_03044","KHAGAGIB_00574","MAFDEBPG_02677","MKNEJKNF_00360","BIBHBEME_03697"
"waaA","","3-deoxy-D-manno-octulosonic acid transferase",580,580,1,1,1903,NA,NA,"",1277,1277,1277,"HKKILDPC_01927","HAANCNKA_02148","FCMCIBEK_02582","DFEIMHLH_02800","NAFJMCME_02011","OOMIMPCI_02431","KOLBENFC_02620","KJAFDFOC_02829","BONMFOJB_02428","MMJAGEHG_02089","CDDPGOFG_03045","KHAGAGIB_00575","MAFDEBPG_02676","MKNEJKNF_00361","BIBHBEME_03696"
"rfaQ","","Lipopolysaccharide core heptosyltransferase RfaQ",580,580,1,1,1902,NA,NA,"",1070,1070,1070,"HKKILDPC_01926","HAANCNKA_02149","FCMCIBEK_02581","DFEIMHLH_02799","NAFJMCME_02010","OOMIMPCI_02432","KOLBENFC_02619","KJAFDFOC_02830","BONMFOJB_02429","MMJAGEHG_02090","CDDPGOFG_03046","KHAGAGIB_00576","MAFDEBPG_02675","MKNEJKNF_00362","BIBHBEME_03695"
"rfaG","","Lipopolysaccharide core biosynthesis protein RfaG",580,580,1,1,1901,NA,NA,"",1124,1124,1124,"HKKILDPC_01925","HAANCNKA_02150","FCMCIBEK_02580","DFEIMHLH_02798","NAFJMCME_02009","OOMIMPCI_02433","KOLBENFC_02618","KJAFDFOC_02831","BONMFOJB_02430","MMJAGEHG_02091","CDDPGOFG_03047","KHAGAGIB_00577","MAFDEBPG_02674","MKNEJKNF_00363","BIBHBEME_03694"
"group_2694","","hypothetical protein",580,580,1,1,1835,NA,NA,"",824,824,824,"HKKILDPC_01865","HAANCNKA_02210","FCMCIBEK_02520","DFEIMHLH_02738","NAFJMCME_01949","OOMIMPCI_02493","KOLBENFC_02558","KJAFDFOC_00267","BONMFOJB_02490","MMJAGEHG_02151","CDDPGOFG_03107","KHAGAGIB_00637","MAFDEBPG_03325","MKNEJKNF_00423","BIBHBEME_00248"
"xylR","","Xylose operon regulatory protein",580,580,1,1,1834,NA,NA,"",1178,1178,1178,"HKKILDPC_01864","HAANCNKA_02211","FCMCIBEK_02519","DFEIMHLH_02737","NAFJMCME_01948","OOMIMPCI_02494","KOLBENFC_02557","KJAFDFOC_00266","BONMFOJB_02491","MMJAGEHG_02152","CDDPGOFG_03108","KHAGAGIB_00638","MAFDEBPG_03326","MKNEJKNF_00424","BIBHBEME_00249"
"group_2697","","hypothetical protein",580,580,1,1,1829,NA,NA,"",302,302,302,"HKKILDPC_01859","HAANCNKA_02216","FCMCIBEK_02514","DFEIMHLH_02732","NAFJMCME_01943","OOMIMPCI_02499","KOLBENFC_02552","KJAFDFOC_00261","BONMFOJB_02497","MMJAGEHG_02157","CDDPGOFG_02509","KHAGAGIB_00643","MAFDEBPG_03331","MKNEJKNF_00429","BIBHBEME_00254"
"glyQ","","Glycine--tRNA ligase alpha subunit",580,580,1,1,1828,NA,NA,"",911,911,911,"HKKILDPC_01858","HAANCNKA_02217","FCMCIBEK_02513","DFEIMHLH_02731","NAFJMCME_01942","OOMIMPCI_02500","KOLBENFC_02551","KJAFDFOC_00260","BONMFOJB_02498","MMJAGEHG_02158","CDDPGOFG_02510","KHAGAGIB_00644","MAFDEBPG_03332","MKNEJKNF_00430","BIBHBEME_00255"
"yafP","","putative N-acetyltransferase YafP",580,580,1,1,1826,NA,NA,"",467,467,467,"HKKILDPC_01856","HAANCNKA_02219","FCMCIBEK_02511","DFEIMHLH_02729","NAFJMCME_01940","OOMIMPCI_02502","KOLBENFC_02549","KJAFDFOC_00258","BONMFOJB_02500","MMJAGEHG_02160","CDDPGOFG_02512","KHAGAGIB_00646","MAFDEBPG_03334","MKNEJKNF_00432","BIBHBEME_00257"
"group_2701","","hypothetical protein",580,580,1,1,1825,NA,NA,"",266,266,266,"HKKILDPC_01855","HAANCNKA_02220","FCMCIBEK_02510","DFEIMHLH_02728","NAFJMCME_01939","OOMIMPCI_02503","KOLBENFC_02548","KJAFDFOC_00257","BONMFOJB_02501","MMJAGEHG_02161","CDDPGOFG_02513","KHAGAGIB_00647","MAFDEBPG_03335","MKNEJKNF_00433","BIBHBEME_00258"
"group_2702","","hypothetical protein",580,580,1,1,1824,NA,NA,"",485,485,485,"HKKILDPC_01854","HAANCNKA_02221","FCMCIBEK_02509","DFEIMHLH_02727","NAFJMCME_01938","OOMIMPCI_02504","KOLBENFC_02547","KJAFDFOC_00256","BONMFOJB_02502","MMJAGEHG_02162","CDDPGOFG_02514","KHAGAGIB_00648","MAFDEBPG_03336","MKNEJKNF_00434","BIBHBEME_00259"
"group_2704","","hypothetical protein",580,580,1,1,1823,NA,NA,"",539,539,539,"HKKILDPC_01852","HAANCNKA_02223","FCMCIBEK_02508","DFEIMHLH_02725","NAFJMCME_01936","OOMIMPCI_02506","KOLBENFC_02545","KJAFDFOC_00254","BONMFOJB_02503","MMJAGEHG_02164","CDDPGOFG_02515","KHAGAGIB_00650","MAFDEBPG_03337","MKNEJKNF_00436","BIBHBEME_00260"
"cspA","","Cold shock protein CspA",580,580,1,1,1821,NA,NA,"",212,212,212,"HKKILDPC_01851","HAANCNKA_02224","FCMCIBEK_02507","DFEIMHLH_02724","NAFJMCME_01935","OOMIMPCI_02507","KOLBENFC_02544","KJAFDFOC_00253","BONMFOJB_02504","MMJAGEHG_02165","CDDPGOFG_02516","KHAGAGIB_00651","MAFDEBPG_03338","MKNEJKNF_00437","BIBHBEME_00261"
"ghrB","","Glyoxylate/hydroxypyruvate reductase B",580,580,1,1,1818,NA,NA,"",974,974,974,"HKKILDPC_01848","HAANCNKA_02227","FCMCIBEK_02504","DFEIMHLH_02721","NAFJMCME_01932","OOMIMPCI_02510","KOLBENFC_02541","KJAFDFOC_00250","BONMFOJB_02507","MMJAGEHG_02168","CDDPGOFG_02519","KHAGAGIB_00654","MAFDEBPG_03341","MKNEJKNF_00440","BIBHBEME_00264"
"yiaD","","putative lipoprotein YiaD",580,580,1,1,1817,NA,NA,"",662,662,662,"HKKILDPC_01847","HAANCNKA_02228","FCMCIBEK_02503","DFEIMHLH_02720","NAFJMCME_01931","OOMIMPCI_02511","KOLBENFC_02540","KJAFDFOC_00249","BONMFOJB_02508","MMJAGEHG_02169","CDDPGOFG_02520","KHAGAGIB_00655","MAFDEBPG_03342","MKNEJKNF_00441","BIBHBEME_00265"
"yiaC","","Peptidyl-lysine N-acetyltransferase YiaC",580,580,1,1,1815,NA,NA,"",440,440,440,"HKKILDPC_01845","HAANCNKA_02230","FCMCIBEK_02501","DFEIMHLH_02718","NAFJMCME_01929","OOMIMPCI_02513","KOLBENFC_02538","KJAFDFOC_00247","BONMFOJB_02510","MMJAGEHG_02171","CDDPGOFG_02522","KHAGAGIB_00657","MAFDEBPG_03344","MKNEJKNF_00443","BIBHBEME_00267"
"tag","","DNA-3-methyladenine glycosylase 1",580,580,1,1,1813,NA,NA,"",581,581,581,"HKKILDPC_01844","HAANCNKA_02231","FCMCIBEK_02500","DFEIMHLH_02717","NAFJMCME_01928","OOMIMPCI_02514","KOLBENFC_02537","KJAFDFOC_00246","BONMFOJB_02511","MMJAGEHG_02172","CDDPGOFG_02523","KHAGAGIB_00658","MAFDEBPG_03345","MKNEJKNF_00444","BIBHBEME_00268"
"group_2710","","hypothetical protein",580,580,1,1,1812,NA,NA,"",704,704,704,"HKKILDPC_01843","HAANCNKA_02232","FCMCIBEK_02499","DFEIMHLH_02716","NAFJMCME_01927","OOMIMPCI_02515","KOLBENFC_02536","KJAFDFOC_00245","BONMFOJB_02512","MMJAGEHG_02173","CDDPGOFG_02524","KHAGAGIB_00659","MAFDEBPG_03346","MKNEJKNF_00445","BIBHBEME_00269"
"lpfA","","putative major fimbrial subunit LpfA",580,580,1,1,1810,NA,NA,"",524,524,524,"HKKILDPC_01841","HAANCNKA_02234","FCMCIBEK_02497","DFEIMHLH_02714","NAFJMCME_01925","OOMIMPCI_02517","KOLBENFC_02534","KJAFDFOC_00243","BONMFOJB_02514","MMJAGEHG_02175","CDDPGOFG_02526","KHAGAGIB_00661","MAFDEBPG_01212","MKNEJKNF_00447","BIBHBEME_00271"
"lpfB_1","","putative fimbrial chaperone LpfB",580,580,1,1,1809,NA,NA,"",698,698,698,"HKKILDPC_01840","HAANCNKA_02235","FCMCIBEK_02496","DFEIMHLH_02713","NAFJMCME_01924","OOMIMPCI_02518","KOLBENFC_02533","KJAFDFOC_00242","BONMFOJB_02515","MMJAGEHG_02176","CDDPGOFG_02527","KHAGAGIB_00662","MAFDEBPG_01213","MKNEJKNF_00448","BIBHBEME_00272"
"lpfE","","putative fimbrial subunit LpfE",580,580,1,1,1804,NA,NA,"",527,527,527,"HKKILDPC_01835","HAANCNKA_02239","FCMCIBEK_02492","DFEIMHLH_02709","NAFJMCME_01920","OOMIMPCI_02522","KOLBENFC_02529","KJAFDFOC_00238","BONMFOJB_02519","MMJAGEHG_02180","CDDPGOFG_02531","KHAGAGIB_00666","MAFDEBPG_01217","MKNEJKNF_00452","BIBHBEME_00276"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase",580,580,1,1,1803,NA,NA,"",1691,1691,1691,"HKKILDPC_01834","HAANCNKA_02240","FCMCIBEK_02491","DFEIMHLH_02708","NAFJMCME_01919","OOMIMPCI_02523","KOLBENFC_02528","KJAFDFOC_00237","BONMFOJB_02520","MMJAGEHG_02181","CDDPGOFG_02532","KHAGAGIB_00667","MAFDEBPG_01218","MKNEJKNF_00453","BIBHBEME_00277"
"malR","","HTH-type transcriptional regulator MalR",580,580,1,1,1802,NA,NA,"",1007,1007,1007,"HKKILDPC_01832","HAANCNKA_02242","FCMCIBEK_02489","DFEIMHLH_02706","NAFJMCME_01917","OOMIMPCI_02525","KOLBENFC_02526","KJAFDFOC_00235","BONMFOJB_02522","MMJAGEHG_02183","CDDPGOFG_02534","KHAGAGIB_00669","MAFDEBPG_01220","MKNEJKNF_00455","BIBHBEME_00279"
"group_2718","","hypothetical protein",580,580,1,1,1801,NA,NA,"",1124,1124,1124,"HKKILDPC_01831","HAANCNKA_02243","FCMCIBEK_02488","DFEIMHLH_02705","NAFJMCME_01916","OOMIMPCI_02526","KOLBENFC_02525","KJAFDFOC_00234","BONMFOJB_02523","MMJAGEHG_02184","CDDPGOFG_02535","KHAGAGIB_00670","MAFDEBPG_01221","MKNEJKNF_00456","BIBHBEME_00280"
"dppA","","Periplasmic dipeptide transport protein",580,580,1,1,1798,NA,NA,"",1607,1607,1607,"HKKILDPC_01829","HAANCNKA_02245","FCMCIBEK_02486","DFEIMHLH_02703","NAFJMCME_01914","OOMIMPCI_02528","KOLBENFC_02523","KJAFDFOC_00232","BONMFOJB_02525","MMJAGEHG_02186","CDDPGOFG_02537","KHAGAGIB_00672","MAFDEBPG_01223","MKNEJKNF_00458","BIBHBEME_00282"
"dppB_1","","Dipeptide transport system permease protein DppB",580,580,1,1,1797,NA,NA,"",1019,1019,1019,"HKKILDPC_01828","HAANCNKA_02246","FCMCIBEK_02485","DFEIMHLH_02702","NAFJMCME_01913","OOMIMPCI_02529","KOLBENFC_02522","KJAFDFOC_00231","BONMFOJB_02526","MMJAGEHG_02187","CDDPGOFG_02538","KHAGAGIB_00673","MAFDEBPG_01224","MKNEJKNF_00459","BIBHBEME_00283"
"dppC_1","","Dipeptide transport system permease protein DppC",580,580,1,1,1796,NA,NA,"",902,902,902,"HKKILDPC_01827","HAANCNKA_02247","FCMCIBEK_02484","DFEIMHLH_02701","NAFJMCME_01912","OOMIMPCI_02530","KOLBENFC_02521","KJAFDFOC_00230","BONMFOJB_02527","MMJAGEHG_02188","CDDPGOFG_02539","KHAGAGIB_00674","MAFDEBPG_01225","MKNEJKNF_00460","BIBHBEME_00284"
"dppD","","Dipeptide transport ATP-binding protein DppD",580,580,1,1,1795,NA,NA,"",983,983,983,"HKKILDPC_01826","HAANCNKA_02248","FCMCIBEK_02483","DFEIMHLH_02700","NAFJMCME_01911","OOMIMPCI_02531","KOLBENFC_02520","KJAFDFOC_00229","BONMFOJB_02528","MMJAGEHG_02189","CDDPGOFG_02540","KHAGAGIB_00675","MAFDEBPG_01226","MKNEJKNF_00461","BIBHBEME_00285"
"ldrD","","Small toxic polypeptide LdrD",580,580,1,1,1791,NA,NA,"",107,107,107,"HKKILDPC_01823","HAANCNKA_02251","FCMCIBEK_02480","DFEIMHLH_02697","NAFJMCME_01908","OOMIMPCI_02534","KOLBENFC_02517","KJAFDFOC_00226","BONMFOJB_02531","MMJAGEHG_02192","CDDPGOFG_02543","KHAGAGIB_00678","MAFDEBPG_01229","MKNEJKNF_00464","BIBHBEME_00288"
"bcsG","","Cellulose biosynthesis protein BcsG",580,580,1,1,1790,NA,NA,"",1676,1679,1678,"HKKILDPC_01822","HAANCNKA_02252","FCMCIBEK_02479","DFEIMHLH_02696","NAFJMCME_01907","OOMIMPCI_02535","KOLBENFC_02516","KJAFDFOC_00225","BONMFOJB_02532","MMJAGEHG_02193","CDDPGOFG_02544","KHAGAGIB_00679","MAFDEBPG_01230","MKNEJKNF_00465","BIBHBEME_00289"
"group_2725","","hypothetical protein",580,580,1,1,1789,NA,NA,"",191,191,191,"HKKILDPC_01821","HAANCNKA_02253","FCMCIBEK_02478","DFEIMHLH_02695","NAFJMCME_01906","OOMIMPCI_02536","KOLBENFC_02515","KJAFDFOC_00224","BONMFOJB_02533","MMJAGEHG_02194","CDDPGOFG_02545","KHAGAGIB_00680","MAFDEBPG_01231","MKNEJKNF_00466","BIBHBEME_00290"
"yhjR","","Protein YhjR",580,580,1,1,1787,NA,NA,"",203,203,203,"HKKILDPC_01819","HAANCNKA_02255","FCMCIBEK_02476","DFEIMHLH_02693","NAFJMCME_01904","OOMIMPCI_02538","KOLBENFC_02513","KJAFDFOC_00222","BONMFOJB_02535","MMJAGEHG_02196","CDDPGOFG_02547","KHAGAGIB_00682","MAFDEBPG_01233","MKNEJKNF_00468","BIBHBEME_00292"
