"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR11068404","SRR7041896","SRR1411125","SRR14766396","SRR14272159","NDSU28","SRR9301046","SRR1556977","SRR5666360","SRR13001984","SRR14766435","SRR5928137","SRR14766343","SRR2994392","SRR18233394"
"mdtC","","Multidrug resistance protein MdtC",581,581,1,1,5800,NA,NA,"",3080,3080,3080,"NHHFDHOA_03467","LNFOPOPD_03416","LNNOOKGB_01579","OHGNPAHP_03614","GLJEHEMI_03090","KBLPGKMM_01876","FIBKOHBH_02790","KLKGDDID_03388","KHAGAGIB_03391","DLEBNIDD_01614","IJNFKBKA_01472","FHJCNOBE_02951","CLBIFFHN_02266","FBFFAOJI_02525","BCOIPCNK_03014"
"mdoG","","Glucans biosynthesis protein G",581,581,1,1,5512,NA,NA,"",1553,1553,1553,"NHHFDHOA_01403","LNFOPOPD_01913","LNNOOKGB_03641","OHGNPAHP_03485","GLJEHEMI_00727","KBLPGKMM_01518","FIBKOHBH_01309","KLKGDDID_00021","KHAGAGIB_02690","DLEBNIDD_00640","IJNFKBKA_02221","FHJCNOBE_03812","CLBIFFHN_02776","FBFFAOJI_03543","BCOIPCNK_03194"
"dmsC_4","","Anaerobic dimethyl sulfoxide reductase chain C",581,581,1,1,4131,NA,NA,"",809,809,809,"NHHFDHOA_03638","LNFOPOPD_01498","LNNOOKGB_03420","OHGNPAHP_02555","GLJEHEMI_02369","KBLPGKMM_00077","FIBKOHBH_03573","KLKGDDID_02875","KHAGAGIB_03841","DLEBNIDD_02988","IJNFKBKA_04413","FHJCNOBE_01099","CLBIFFHN_01609","FBFFAOJI_00850","BCOIPCNK_00942"
"ftsH","","ATP-dependent zinc metalloprotease FtsH",581,581,1,1,2603,NA,NA,"",1934,1943,1942,"NHHFDHOA_03044","LNFOPOPD_02291","LNNOOKGB_00613","OHGNPAHP_01009","GLJEHEMI_01383","KBLPGKMM_00743","FIBKOHBH_03039","KLKGDDID_01355","KHAGAGIB_01262","DLEBNIDD_01897","IJNFKBKA_02687","FHJCNOBE_00761","CLBIFFHN_01554","FBFFAOJI_01859","BCOIPCNK_00611"
"rne","","Ribonuclease E",581,581,1,1,5473,NA,NA,"",3206,3206,3206,"NHHFDHOA_01368","LNFOPOPD_01948","LNNOOKGB_03606","OHGNPAHP_03450","GLJEHEMI_00692","KBLPGKMM_01483","FIBKOHBH_01274","KLKGDDID_00056","KHAGAGIB_02655","DLEBNIDD_00605","IJNFKBKA_02186","FHJCNOBE_03847","CLBIFFHN_02741","FBFFAOJI_03508","BCOIPCNK_03229"
"nagK_2","","Fumarylpyruvate hydrolase",581,581,1,1,5901,NA,NA,"",701,701,701,"NHHFDHOA_03419","LNFOPOPD_03368","LNNOOKGB_01627","OHGNPAHP_03566","GLJEHEMI_03042","KBLPGKMM_01924","FIBKOHBH_02742","KLKGDDID_03340","KHAGAGIB_03439","DLEBNIDD_01566","IJNFKBKA_01424","FHJCNOBE_02903","CLBIFFHN_00829","FBFFAOJI_02477","BCOIPCNK_02966"
"creC","","Sensor protein CreC",581,581,1,1,74,NA,NA,"",1424,1424,1424,"NHHFDHOA_00067","LNFOPOPD_01150","LNNOOKGB_02346","OHGNPAHP_01687","GLJEHEMI_03659","KBLPGKMM_03131","FIBKOHBH_01832","KLKGDDID_01790","KHAGAGIB_03711","DLEBNIDD_02381","IJNFKBKA_02302","FHJCNOBE_01570","CLBIFFHN_03895","FBFFAOJI_03219","BCOIPCNK_02930"
"yqiK","","Inner membrane protein YqiK",581,581,1,1,2698,NA,NA,"",1679,1679,1679,"NHHFDHOA_02952","LNFOPOPD_02383","LNNOOKGB_00521","OHGNPAHP_01101","GLJEHEMI_01291","KBLPGKMM_00835","FIBKOHBH_03740","KLKGDDID_01262","KHAGAGIB_01169","DLEBNIDD_01805","IJNFKBKA_03445","FHJCNOBE_00669","CLBIFFHN_04078","FBFFAOJI_01951","BCOIPCNK_00519"
"gltI","","Glutamate/aspartate import solute-binding protein",581,581,1,1,332,NA,NA,"",908,908,908,"NHHFDHOA_02559","LNFOPOPD_03198","LNNOOKGB_02865","OHGNPAHP_03986","GLJEHEMI_03834","KBLPGKMM_02682","FIBKOHBH_02133","KLKGDDID_03877","KHAGAGIB_03270","DLEBNIDD_01402","IJNFKBKA_01858","FHJCNOBE_03520","CLBIFFHN_00696","FBFFAOJI_03743","BCOIPCNK_02783"
"aas","","Bifunctional protein Aas",581,581,1,1,2897,NA,NA,"",2159,2159,2159,"NHHFDHOA_04056","LNFOPOPD_02779","LNNOOKGB_00329","OHGNPAHP_01293","GLJEHEMI_01099","KBLPGKMM_02600","FIBKOHBH_02304","KLKGDDID_01070","KHAGAGIB_00976","DLEBNIDD_03309","IJNFKBKA_03525","FHJCNOBE_00477","CLBIFFHN_01337","FBFFAOJI_01458","BCOIPCNK_00327"
"degS","","Serine endoprotease DegS",581,581,1,1,2545,NA,NA,"",1070,1070,1070,"NHHFDHOA_03099","LNFOPOPD_02236","LNNOOKGB_00668","OHGNPAHP_00954","GLJEHEMI_01437","KBLPGKMM_00688","FIBKOHBH_02984","KLKGDDID_01410","KHAGAGIB_01317","DLEBNIDD_01952","IJNFKBKA_02632","FHJCNOBE_00815","CLBIFFHN_01499","FBFFAOJI_01804","BCOIPCNK_00666"
"group_6475","","hypothetical protein",581,581,1,1,779,NA,NA,"",527,527,527,"NHHFDHOA_02431","LNFOPOPD_02879","LNNOOKGB_02758","OHGNPAHP_02933","GLJEHEMI_02882","KBLPGKMM_01055","FIBKOHBH_00890","KLKGDDID_03181","KHAGAGIB_01735","DLEBNIDD_01166","IJNFKBKA_02394","FHJCNOBE_01273","CLBIFFHN_01839","FBFFAOJI_01570","BCOIPCNK_01181"
"rlmG","","Ribosomal RNA large subunit methyltransferase G",581,581,1,1,2678,NA,NA,"",1136,1136,1136,"NHHFDHOA_02973","LNFOPOPD_02362","LNNOOKGB_00542","OHGNPAHP_01080","GLJEHEMI_01312","KBLPGKMM_00814","FIBKOHBH_03110","KLKGDDID_01283","KHAGAGIB_01190","DLEBNIDD_01826","IJNFKBKA_02758","FHJCNOBE_00690","CLBIFFHN_03709","FBFFAOJI_01930","BCOIPCNK_00540"
"dgcQ","","putative diguanylate cyclase DgcQ",581,581,1,1,4608,NA,NA,"",1712,1712,1712,"NHHFDHOA_00961","LNFOPOPD_00523","LNNOOKGB_03669","OHGNPAHP_00377","GLJEHEMI_01815","KBLPGKMM_04215","FIBKOHBH_03387","KLKGDDID_04489","KHAGAGIB_00305","DLEBNIDD_02111","IJNFKBKA_03094","FHJCNOBE_00110","CLBIFFHN_04241","FBFFAOJI_04089","BCOIPCNK_03167"
"mreB","","Cell shape-determining protein MreB",581,581,1,1,1962,NA,NA,"",1043,1043,1043,"NHHFDHOA_04334","LNFOPOPD_04461","LNNOOKGB_04371","OHGNPAHP_04571","GLJEHEMI_04526","KBLPGKMM_04294","FIBKOHBH_04415","KLKGDDID_04454","KHAGAGIB_04398","DLEBNIDD_04022","IJNFKBKA_04256","FHJCNOBE_04513","CLBIFFHN_03274","FBFFAOJI_04400","BCOIPCNK_04364"
"amiA","","N-acetylmuramoyl-L-alanine amidase AmiA",581,581,1,1,4018,NA,NA,"",869,869,869,"NHHFDHOA_01752","LNFOPOPD_01419","LNNOOKGB_02097","OHGNPAHP_02633","GLJEHEMI_02447","KBLPGKMM_00155","FIBKOHBH_01757","KLKGDDID_02796","KHAGAGIB_01994","DLEBNIDD_00850","IJNFKBKA_01282","FHJCNOBE_01021","CLBIFFHN_01238","FBFFAOJI_00928","BCOIPCNK_00864"
"yrbL","","putative protein YrbL",581,581,1,1,2571,NA,NA,"",632,632,632,"NHHFDHOA_03075","LNFOPOPD_02260","LNNOOKGB_00644","OHGNPAHP_00978","GLJEHEMI_01413","KBLPGKMM_00712","FIBKOHBH_03008","KLKGDDID_01386","KHAGAGIB_01293","DLEBNIDD_01928","IJNFKBKA_02656","FHJCNOBE_00791","CLBIFFHN_01523","FBFFAOJI_01828","BCOIPCNK_00642"
"group_6481","","hypothetical protein",581,581,1,1,143,NA,NA,"",494,494,494,"NHHFDHOA_03909","LNFOPOPD_04425","LNNOOKGB_03949","OHGNPAHP_02851","GLJEHEMI_02965","KBLPGKMM_04050","FIBKOHBH_00973","KLKGDDID_03263","KHAGAGIB_01653","DLEBNIDD_04219","IJNFKBKA_02476","FHJCNOBE_01191","CLBIFFHN_03665","FBFFAOJI_01487","BCOIPCNK_01264"
"group_6482","","hypothetical protein",581,581,1,1,4007,NA,NA,"",539,539,539,"NHHFDHOA_01763","LNFOPOPD_01408","LNNOOKGB_02086","OHGNPAHP_02644","GLJEHEMI_02458","KBLPGKMM_00166","FIBKOHBH_01746","KLKGDDID_02785","KHAGAGIB_02005","DLEBNIDD_00839","IJNFKBKA_01293","FHJCNOBE_01010","CLBIFFHN_01227","FBFFAOJI_00939","BCOIPCNK_00853"
"acs_2","","Acetyl-coenzyme A synthetase",581,581,1,1,753,NA,NA,"",1796,1796,1796,"NHHFDHOA_02407","LNFOPOPD_02903","LNNOOKGB_02734","OHGNPAHP_02957","GLJEHEMI_02858","KBLPGKMM_01079","FIBKOHBH_00866","KLKGDDID_03157","KHAGAGIB_01759","DLEBNIDD_01190","IJNFKBKA_02370","FHJCNOBE_01297","CLBIFFHN_01863","FBFFAOJI_01594","BCOIPCNK_01157"
"yhjB","","Putative HTH-type transcriptional regulator YhjB",581,581,1,1,1771,NA,NA,"",602,602,602,"NHHFDHOA_01570","LNFOPOPD_00207","LNNOOKGB_00877","OHGNPAHP_02272","GLJEHEMI_02084","KBLPGKMM_01693","FIBKOHBH_00207","KLKGDDID_02063","KHAGAGIB_00697","DLEBNIDD_01064","IJNFKBKA_00160","FHJCNOBE_02039","CLBIFFHN_00160","FBFFAOJI_00614","BCOIPCNK_01690"
"mog","","Molybdopterin adenylyltransferase",581,581,1,1,56,NA,NA,"",590,590,590,"NHHFDHOA_00049","LNFOPOPD_01168","LNNOOKGB_02364","OHGNPAHP_01669","GLJEHEMI_03677","KBLPGKMM_03113","FIBKOHBH_04171","KLKGDDID_01808","KHAGAGIB_03693","DLEBNIDD_02399","IJNFKBKA_02320","FHJCNOBE_01552","CLBIFFHN_03877","FBFFAOJI_03201","BCOIPCNK_02948"
"gltD","","Glutamate synthase [NADPH] small chain",581,581,1,1,2565,NA,NA,"",1418,1418,1418,"NHHFDHOA_03081","LNFOPOPD_02254","LNNOOKGB_00650","OHGNPAHP_00972","GLJEHEMI_01419","KBLPGKMM_00706","FIBKOHBH_03002","KLKGDDID_01392","KHAGAGIB_01299","DLEBNIDD_01934","IJNFKBKA_02650","FHJCNOBE_00797","CLBIFFHN_01517","FBFFAOJI_01822","BCOIPCNK_00648"
"ribF","","Bifunctional riboflavin kinase/FMN adenylyltransferase",581,581,1,1,16,NA,NA,"",938,938,938,"NHHFDHOA_00010","LNFOPOPD_01207","LNNOOKGB_04480","OHGNPAHP_01630","GLJEHEMI_03716","KBLPGKMM_03074","FIBKOHBH_04132","KLKGDDID_01847","KHAGAGIB_03654","DLEBNIDD_04279","IJNFKBKA_02359","FHJCNOBE_01513","CLBIFFHN_04206","FBFFAOJI_03162","BCOIPCNK_04315"
"rarA","","Replication-associated recombination protein A",581,581,1,1,4365,NA,NA,"",1343,1343,1343,"NHHFDHOA_02717","LNFOPOPD_00743","LNNOOKGB_01776","OHGNPAHP_00158","GLJEHEMI_01597","KBLPGKMM_04562","FIBKOHBH_01528","KLKGDDID_02427","KHAGAGIB_00087","DLEBNIDD_02521","IJNFKBKA_02798","FHJCNOBE_00328","CLBIFFHN_02851","FBFFAOJI_02329","BCOIPCNK_01936"
"asrC","","Anaerobic sulfite reductase subunit C",581,581,1,1,4105,NA,NA,"",1013,1013,1013,"NHHFDHOA_03663","LNFOPOPD_01523","LNNOOKGB_03395","OHGNPAHP_02530","GLJEHEMI_02344","KBLPGKMM_00052","FIBKOHBH_03548","KLKGDDID_02900","KHAGAGIB_03816","DLEBNIDD_03013","IJNFKBKA_03968","FHJCNOBE_01124","CLBIFFHN_01634","FBFFAOJI_00825","BCOIPCNK_00967"
"bamA","","Outer membrane protein assembly factor BamA",581,581,1,1,2365,NA,NA,"",2414,2414,2414,"NHHFDHOA_04286","LNFOPOPD_04315","LNNOOKGB_02558","OHGNPAHP_04172","GLJEHEMI_04045","KBLPGKMM_02237","FIBKOHBH_04259","KLKGDDID_03750","KHAGAGIB_04113","DLEBNIDD_03711","IJNFKBKA_03892","FHJCNOBE_04418","CLBIFFHN_02808","FBFFAOJI_02982","BCOIPCNK_04122"
"oppC","","Oligopeptide transport system permease protein OppC",581,581,1,1,4852,NA,NA,"",908,908,908,"NHHFDHOA_00724","LNFOPOPD_01854","LNNOOKGB_03234","OHGNPAHP_00672","GLJEHEMI_00127","KBLPGKMM_00477","FIBKOHBH_00404","KLKGDDID_00616","KHAGAGIB_01358","DLEBNIDD_00040","IJNFKBKA_00494","FHJCNOBE_02428","CLBIFFHN_01101","FBFFAOJI_00280","BCOIPCNK_01298"
"nanT_1","","Sialic acid transporter NanT",581,581,1,1,2558,NA,NA,"",1490,1490,1490,"NHHFDHOA_03088","LNFOPOPD_02247","LNNOOKGB_00657","OHGNPAHP_00965","GLJEHEMI_01426","KBLPGKMM_00699","FIBKOHBH_02995","KLKGDDID_01399","KHAGAGIB_01306","DLEBNIDD_01941","IJNFKBKA_02643","FHJCNOBE_00804","CLBIFFHN_01510","FBFFAOJI_01815","BCOIPCNK_00655"
"dnaE","","DNA polymerase III subunit alpha",581,581,1,1,2358,NA,NA,"",3482,3482,3482,"NHHFDHOA_04279","LNFOPOPD_04322","LNNOOKGB_02565","OHGNPAHP_04179","GLJEHEMI_04052","KBLPGKMM_02230","FIBKOHBH_04252","KLKGDDID_03757","KHAGAGIB_04106","DLEBNIDD_03704","IJNFKBKA_03899","FHJCNOBE_04425","CLBIFFHN_02801","FBFFAOJI_02975","BCOIPCNK_04129"
"yibN","","putative protein YibN",581,581,1,1,1879,NA,NA,"",431,431,431,"NHHFDHOA_01670","LNFOPOPD_00306","LNNOOKGB_00778","OHGNPAHP_02173","GLJEHEMI_02185","KBLPGKMM_03028","FIBKOHBH_00108","KLKGDDID_01964","KHAGAGIB_00597","DLEBNIDD_03383","IJNFKBKA_00259","FHJCNOBE_03571","CLBIFFHN_00259","FBFFAOJI_00515","BCOIPCNK_01591"
"group_6495","","hypothetical protein",581,581,1,1,5491,NA,NA,"",647,647,647,"NHHFDHOA_01385","LNFOPOPD_01931","LNNOOKGB_03623","OHGNPAHP_03467","GLJEHEMI_00709","KBLPGKMM_01500","FIBKOHBH_01291","KLKGDDID_00039","KHAGAGIB_02672","DLEBNIDD_00622","IJNFKBKA_02203","FHJCNOBE_03830","CLBIFFHN_02758","FBFFAOJI_03525","BCOIPCNK_03212"
"fhuF","","Ferric iron reductase protein FhuF",581,581,1,1,6205,NA,NA,"",788,788,788,"NHHFDHOA_00103","LNFOPOPD_01114","LNNOOKGB_02310","OHGNPAHP_01723","GLJEHEMI_03624","KBLPGKMM_03953","FIBKOHBH_01868","KLKGDDID_01754","KHAGAGIB_03747","DLEBNIDD_02345","IJNFKBKA_02266","FHJCNOBE_01604","CLBIFFHN_02914","FBFFAOJI_03255","BCOIPCNK_02894"
"dcd","","dCTP deaminase",581,581,1,1,5790,NA,NA,"",581,581,581,"NHHFDHOA_03477","LNFOPOPD_03426","LNNOOKGB_01569","OHGNPAHP_03624","GLJEHEMI_03100","KBLPGKMM_01866","FIBKOHBH_02800","KLKGDDID_03398","KHAGAGIB_03381","DLEBNIDD_01624","IJNFKBKA_01482","FHJCNOBE_02961","CLBIFFHN_02276","FBFFAOJI_02535","BCOIPCNK_03024"
"citF_1","","Citrate lyase alpha chain",581,581,1,1,2535,NA,NA,"",1520,1520,1520,"NHHFDHOA_02939","LNFOPOPD_04578","LNNOOKGB_02393","OHGNPAHP_04202","GLJEHEMI_04462","KBLPGKMM_02403","FIBKOHBH_02559","KLKGDDID_03585","KHAGAGIB_03084","DLEBNIDD_01664","IJNFKBKA_01972","FHJCNOBE_03150","CLBIFFHN_03246","FBFFAOJI_03147","BCOIPCNK_02381"
"group_6499","","hypothetical protein",581,581,1,1,4631,NA,NA,"",413,413,413,"NHHFDHOA_00939","LNFOPOPD_00501","LNNOOKGB_03690","OHGNPAHP_00399","GLJEHEMI_01837","KBLPGKMM_04193","FIBKOHBH_03409","KLKGDDID_04511","KHAGAGIB_00327","DLEBNIDD_02133","IJNFKBKA_03072","FHJCNOBE_00088","CLBIFFHN_03987","FBFFAOJI_04067","BCOIPCNK_03145"
"oleD","","2-alkyl-3-oxoalkanoate reductase",581,581,1,1,4334,NA,NA,"",1013,1013,1013,"NHHFDHOA_02690","LNFOPOPD_00770","LNNOOKGB_01803","OHGNPAHP_00131","GLJEHEMI_01570","KBLPGKMM_03329","FIBKOHBH_01555","KLKGDDID_02400","KHAGAGIB_00060","DLEBNIDD_02548","IJNFKBKA_02825","FHJCNOBE_00355","CLBIFFHN_02878","FBFFAOJI_02356","BCOIPCNK_01909"
"grxD","","Glutaredoxin 4",581,581,1,1,5205,NA,NA,"",347,347,347,"NHHFDHOA_01112","LNFOPOPD_02204","LNNOOKGB_01233","OHGNPAHP_03194","GLJEHEMI_00436","KBLPGKMM_04135","FIBKOHBH_01018","KLKGDDID_00312","KHAGAGIB_04186","DLEBNIDD_00349","IJNFKBKA_01056","FHJCNOBE_02812","CLBIFFHN_00629","FBFFAOJI_03881","BCOIPCNK_02346"
"cysW","","Sulfate transport system permease protein CysW",581,581,1,1,4010,NA,NA,"",875,878,875,"NHHFDHOA_01760","LNFOPOPD_01411","LNNOOKGB_02089","OHGNPAHP_02641","GLJEHEMI_02455","KBLPGKMM_00163","FIBKOHBH_01749","KLKGDDID_02788","KHAGAGIB_02002","DLEBNIDD_00842","IJNFKBKA_01290","FHJCNOBE_01013","CLBIFFHN_01230","FBFFAOJI_00936","BCOIPCNK_00856"
"group_6503","","hypothetical protein",581,581,1,1,769,NA,NA,"",1958,1958,1958,"NHHFDHOA_02422","LNFOPOPD_02888","LNNOOKGB_02749","OHGNPAHP_02942","GLJEHEMI_02873","KBLPGKMM_01064","FIBKOHBH_00881","KLKGDDID_03172","KHAGAGIB_01744","DLEBNIDD_01175","IJNFKBKA_02385","FHJCNOBE_01282","CLBIFFHN_01848","FBFFAOJI_01579","BCOIPCNK_01172"
"gsiA","","Glutathione import ATP-binding protein GsiA",581,581,1,1,4282,NA,NA,"",1871,1871,1871,"NHHFDHOA_04577","LNFOPOPD_00819","LNNOOKGB_01852","OHGNPAHP_00082","GLJEHEMI_01521","KBLPGKMM_03378","FIBKOHBH_01604","KLKGDDID_02351","KHAGAGIB_00011","DLEBNIDD_03942","IJNFKBKA_03294","FHJCNOBE_00404","CLBIFFHN_04370","FBFFAOJI_02405","BCOIPCNK_01860"
"lptC","","Lipopolysaccharide export system protein LptC",581,581,1,1,2580,NA,NA,"",575,575,575,"NHHFDHOA_03066","LNFOPOPD_02269","LNNOOKGB_00635","OHGNPAHP_00987","GLJEHEMI_01405","KBLPGKMM_00721","FIBKOHBH_03017","KLKGDDID_01377","KHAGAGIB_01284","DLEBNIDD_01919","IJNFKBKA_02665","FHJCNOBE_00783","CLBIFFHN_01532","FBFFAOJI_01837","BCOIPCNK_00633"
"group_6506","","hypothetical protein",581,581,1,1,5881,NA,NA,"",530,530,530,"NHHFDHOA_03439","LNFOPOPD_03388","LNNOOKGB_01607","OHGNPAHP_03586","GLJEHEMI_03062","KBLPGKMM_01904","FIBKOHBH_02762","KLKGDDID_03360","KHAGAGIB_03419","DLEBNIDD_01586","IJNFKBKA_01444","FHJCNOBE_02923","CLBIFFHN_00809","FBFFAOJI_02497","BCOIPCNK_02986"
"glaH_1","","Glutarate 2-hydroxylase",581,581,1,1,3117,NA,NA,"",590,590,590,"NHHFDHOA_02102","LNFOPOPD_02549","LNNOOKGB_00098","OHGNPAHP_01523","GLJEHEMI_00870","KBLPGKMM_03918","FIBKOHBH_03282","KLKGDDID_00841","KHAGAGIB_02854","DLEBNIDD_02935","IJNFKBKA_03773","FHJCNOBE_02291","CLBIFFHN_00314","FBFFAOJI_01229","BCOIPCNK_00098"
"lysA_2","","Diaminopimelate decarboxylase",581,581,1,1,3918,NA,NA,"",1397,1397,1397,"NHHFDHOA_01851","LNFOPOPD_01321","LNNOOKGB_01998","OHGNPAHP_02731","GLJEHEMI_02546","KBLPGKMM_00251","FIBKOHBH_01658","KLKGDDID_02697","KHAGAGIB_02094","DLEBNIDD_00751","IJNFKBKA_03269","FHJCNOBE_00922","CLBIFFHN_03798","FBFFAOJI_01027","BCOIPCNK_00765"
"group_6513","","hypothetical protein",581,581,1,1,5780,NA,NA,"",746,746,746,"NHHFDHOA_03487","LNFOPOPD_03436","LNNOOKGB_01559","OHGNPAHP_03634","GLJEHEMI_03110","KBLPGKMM_01856","FIBKOHBH_02810","KLKGDDID_03408","KHAGAGIB_04525","DLEBNIDD_01634","IJNFKBKA_01492","FHJCNOBE_02971","CLBIFFHN_02286","FBFFAOJI_02545","BCOIPCNK_03034"
"tilS","","tRNA(Ile)-lysidine synthase",581,581,1,1,2352,NA,NA,"",1292,1292,1292,"NHHFDHOA_04274","LNFOPOPD_04327","LNNOOKGB_02570","OHGNPAHP_04184","GLJEHEMI_04057","KBLPGKMM_02225","FIBKOHBH_04247","KLKGDDID_03762","KHAGAGIB_04101","DLEBNIDD_03699","IJNFKBKA_03904","FHJCNOBE_04430","CLBIFFHN_02796","FBFFAOJI_02970","BCOIPCNK_04134"
"hscB","","Co-chaperone protein HscB",581,581,1,1,4115,NA,NA,"",515,515,515,"NHHFDHOA_03653","LNFOPOPD_01513","LNNOOKGB_03405","OHGNPAHP_02540","GLJEHEMI_02354","KBLPGKMM_00062","FIBKOHBH_03558","KLKGDDID_02890","KHAGAGIB_03826","DLEBNIDD_03003","IJNFKBKA_04398","FHJCNOBE_01114","CLBIFFHN_01624","FBFFAOJI_00835","BCOIPCNK_00957"
"yhhW","","Quercetin 2,3-dioxygenase",581,581,1,1,1707,NA,NA,"",695,695,695,"NHHFDHOA_01507","LNFOPOPD_00144","LNNOOKGB_00940","OHGNPAHP_02335","GLJEHEMI_02021","KBLPGKMM_01630","FIBKOHBH_00269","KLKGDDID_02126","KHAGAGIB_00760","DLEBNIDD_01001","IJNFKBKA_00097","FHJCNOBE_01976","CLBIFFHN_00097","FBFFAOJI_00677","BCOIPCNK_01753"
"soxS","","Regulatory protein SoxS",581,581,1,1,2071,NA,NA,"",323,323,323,"NHHFDHOA_00381","LNFOPOPD_00834","LNNOOKGB_03869","OHGNPAHP_02002","GLJEHEMI_03465","KBLPGKMM_01990","FIBKOHBH_04340","KLKGDDID_01476","KHAGAGIB_02262","DLEBNIDD_02100","IJNFKBKA_00616","FHJCNOBE_03362","CLBIFFHN_02453","FBFFAOJI_02779","BCOIPCNK_03800"
"oxyR_2","","Hydrogen peroxide-inducible genes activator",581,581,1,1,3992,NA,NA,"",926,926,926,"NHHFDHOA_01778","LNFOPOPD_01393","LNNOOKGB_02071","OHGNPAHP_02659","GLJEHEMI_02473","KBLPGKMM_00181","FIBKOHBH_01731","KLKGDDID_02770","KHAGAGIB_02020","DLEBNIDD_00824","IJNFKBKA_01308","FHJCNOBE_00995","CLBIFFHN_01212","FBFFAOJI_00954","BCOIPCNK_00838"
"gntR_2","","HTH-type transcriptional regulator GntR",581,581,1,1,1706,NA,NA,"",995,995,995,"NHHFDHOA_01506","LNFOPOPD_00143","LNNOOKGB_00941","OHGNPAHP_02336","GLJEHEMI_02020","KBLPGKMM_01629","FIBKOHBH_00270","KLKGDDID_02127","KHAGAGIB_00761","DLEBNIDD_01000","IJNFKBKA_00096","FHJCNOBE_01975","CLBIFFHN_00096","FBFFAOJI_00678","BCOIPCNK_01754"
"mlaC","","Intermembrane phospholipid transport system binding protein MlaC",581,581,1,1,2587,NA,NA,"",635,635,635,"NHHFDHOA_03059","LNFOPOPD_02276","LNNOOKGB_00628","OHGNPAHP_00994","GLJEHEMI_01398","KBLPGKMM_00728","FIBKOHBH_03024","KLKGDDID_01370","KHAGAGIB_01277","DLEBNIDD_01912","IJNFKBKA_02672","FHJCNOBE_00776","CLBIFFHN_01539","FBFFAOJI_01844","BCOIPCNK_00626"
"group_6521","","hypothetical protein",581,581,1,1,3993,NA,NA,"",998,998,998,"NHHFDHOA_01777","LNFOPOPD_01394","LNNOOKGB_02072","OHGNPAHP_02658","GLJEHEMI_02472","KBLPGKMM_00180","FIBKOHBH_01732","KLKGDDID_02771","KHAGAGIB_02019","DLEBNIDD_00825","IJNFKBKA_01307","FHJCNOBE_00996","CLBIFFHN_01213","FBFFAOJI_00953","BCOIPCNK_00839"
"ubiF","","3-demethoxyubiquinol 3-hydroxylase",581,581,1,1,326,NA,NA,"",1175,1175,1175,"NHHFDHOA_02565","LNFOPOPD_03192","LNNOOKGB_02859","OHGNPAHP_03980","GLJEHEMI_03840","KBLPGKMM_02676","FIBKOHBH_02127","KLKGDDID_03883","KHAGAGIB_03264","DLEBNIDD_01396","IJNFKBKA_01852","FHJCNOBE_03526","CLBIFFHN_00690","FBFFAOJI_03737","BCOIPCNK_02789"
"lacC","","Tagatose-6-phosphate kinase",581,581,1,1,5934,NA,NA,"",938,938,938,"NHHFDHOA_03389","LNFOPOPD_03338","LNNOOKGB_01657","OHGNPAHP_03536","GLJEHEMI_03012","KBLPGKMM_01954","FIBKOHBH_02712","KLKGDDID_03310","KHAGAGIB_03469","DLEBNIDD_01536","IJNFKBKA_01394","FHJCNOBE_02873","CLBIFFHN_00859","FBFFAOJI_02447","BCOIPCNK_04465"
"rbsD","","D-ribose pyranase",581,581,1,1,1369,NA,NA,"",419,419,419,"NHHFDHOA_04026","LNFOPOPD_04010","LNNOOKGB_04067","OHGNPAHP_04436","GLJEHEMI_04307","KBLPGKMM_03255","FIBKOHBH_03874","KLKGDDID_04203","KHAGAGIB_03959","DLEBNIDD_03404","IJNFKBKA_03591","FHJCNOBE_04218","CLBIFFHN_02169","FBFFAOJI_04249","BCOIPCNK_03816"
"osmY_3","","Osmotically-inducible protein Y",581,581,1,1,6213,NA,NA,"",617,617,617,"NHHFDHOA_00092","LNFOPOPD_01125","LNNOOKGB_02321","OHGNPAHP_01712","GLJEHEMI_03634","KBLPGKMM_03156","FIBKOHBH_01857","KLKGDDID_01765","KHAGAGIB_03736","DLEBNIDD_02356","IJNFKBKA_02277","FHJCNOBE_01595","CLBIFFHN_02925","FBFFAOJI_03244","BCOIPCNK_02905"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",581,581,1,1,5769,NA,NA,"",1220,1220,1220,"NHHFDHOA_03498","LNFOPOPD_03447","LNNOOKGB_01548","OHGNPAHP_03645","GLJEHEMI_03121","KBLPGKMM_01845","FIBKOHBH_02821","KLKGDDID_03419","KHAGAGIB_04514","DLEBNIDD_01645","IJNFKBKA_01503","FHJCNOBE_02982","CLBIFFHN_02297","FBFFAOJI_02556","BCOIPCNK_03045"
"yeeA","","Inner membrane protein YeeA",581,581,1,1,5724,NA,NA,"",1058,1058,1058,"NHHFDHOA_03538","LNFOPOPD_03600","LNNOOKGB_01507","OHGNPAHP_03686","GLJEHEMI_03162","KBLPGKMM_01804","FIBKOHBH_02862","KLKGDDID_03460","KHAGAGIB_03525","DLEBNIDD_03570","IJNFKBKA_03712","FHJCNOBE_03684","CLBIFFHN_03191","FBFFAOJI_02597","BCOIPCNK_03596"
