"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR1461785","SRR3097426","SRR5877170","SRR14766359","SRR8728065","SRR11068404","NDSU1","SRR14766419","SRR12075372","SRR14766452","SRR11101167","SRR1333873","SRR14766421","SRR14766430","SRR12418434"
"dnaJ","","Chaperone protein DnaJ",581,581,1,1,51,NA,NA,"",1139,1139,1139,"JAFODMFN_01556","PBDKJOHP_03233","GJPDLPPO_01195","PLKMKOCD_03689","OMPAEEHE_02586","NHHFDHOA_00044","GEPIEMCB_02020","JCGPGLCM_04433","OHGDDBEJ_00716","APEDILLO_03488","ELELPFCC_00044","DCMJPIDO_02096","HEDGDFAA_01162","GHDKDIHM_00800","FECNONKH_03210"
"lptG","","Lipopolysaccharide export system permease protein LptG",581,581,1,1,6110,NA,NA,"",1082,1082,1082,"JAFODMFN_01409","PBDKJOHP_02868","GJPDLPPO_01049","PLKMKOCD_04170","OMPAEEHE_02732","NHHFDHOA_00190","GEPIEMCB_02166","JCGPGLCM_02775","OHGDDBEJ_00863","APEDILLO_02107","ELELPFCC_00190","DCMJPIDO_01949","HEDGDFAA_03833","GHDKDIHM_00654","FECNONKH_03841"
"mfd","","Transcription-repair-coupling factor",581,581,1,1,5440,NA,NA,"",3446,3446,3446,"JAFODMFN_03915","PBDKJOHP_02246","GJPDLPPO_02347","PLKMKOCD_02196","OMPAEEHE_01485","NHHFDHOA_01336","GEPIEMCB_00660","JCGPGLCM_02598","OHGDDBEJ_02249","APEDILLO_03908","ELELPFCC_03891","DCMJPIDO_03689","HEDGDFAA_01056","GHDKDIHM_01605","FECNONKH_00975"
"proW","","Glycine betaine/proline betaine transport system permease protein ProW",581,581,1,1,3142,NA,NA,"",1064,1064,1064,"JAFODMFN_00550","PBDKJOHP_00653","GJPDLPPO_00330","PLKMKOCD_01331","OMPAEEHE_00367","NHHFDHOA_02080","GEPIEMCB_00863","JCGPGLCM_00811","OHGDDBEJ_00122","APEDILLO_00549","ELELPFCC_03255","DCMJPIDO_00549","HEDGDFAA_00120","GHDKDIHM_01303","FECNONKH_01193"
"rnz","","Ribonuclease Z",581,581,1,1,4529,NA,NA,"",938,938,938,"JAFODMFN_00850","PBDKJOHP_00012","GJPDLPPO_03581","PLKMKOCD_02919","OMPAEEHE_00721","NHHFDHOA_01032","GEPIEMCB_03670","JCGPGLCM_00641","OHGDDBEJ_01953","APEDILLO_00947","ELELPFCC_01860","DCMJPIDO_01512","HEDGDFAA_01942","GHDKDIHM_00186","FECNONKH_00235"
"lpoA","","Penicillin-binding protein activator LpoA",581,581,1,1,2635,NA,NA,"",2042,2042,2042,"JAFODMFN_00091","PBDKJOHP_01708","GJPDLPPO_03063","PLKMKOCD_00456","OMPAEEHE_02836","NHHFDHOA_03012","GEPIEMCB_01322","JCGPGLCM_00315","OHGDDBEJ_00583","APEDILLO_00090","ELELPFCC_03099","DCMJPIDO_00090","HEDGDFAA_01256","GHDKDIHM_02488","FECNONKH_02148"
"dgaF_2","","2-dehydro-3-deoxy-phosphogluconate aldolase",581,581,1,1,1477,NA,NA,"",743,743,743,"JAFODMFN_02039","PBDKJOHP_01245","GJPDLPPO_03233","PLKMKOCD_03339","OMPAEEHE_03056","NHHFDHOA_03767","GEPIEMCB_02459","JCGPGLCM_03874","OHGDDBEJ_01850","APEDILLO_01167","ELELPFCC_04170","DCMJPIDO_02179","HEDGDFAA_01567","GHDKDIHM_00883","FECNONKH_04235"
"group_6577","","hypothetical protein",581,581,1,1,4657,NA,NA,"",335,335,335,"JAFODMFN_00730","PBDKJOHP_00125","GJPDLPPO_03467","PLKMKOCD_00950","OMPAEEHE_00841","NHHFDHOA_00912","GEPIEMCB_03790","JCGPGLCM_00520","OHGDDBEJ_03851","APEDILLO_01067","ELELPFCC_03811","DCMJPIDO_01633","HEDGDFAA_01652","GHDKDIHM_00306","FECNONKH_03070"
"ispB","","Octaprenyl diphosphate synthase",581,581,1,1,2592,NA,NA,"",1112,1112,1112,"JAFODMFN_00048","PBDKJOHP_01750","GJPDLPPO_03105","PLKMKOCD_00414","OMPAEEHE_02878","NHHFDHOA_03054","GEPIEMCB_01364","JCGPGLCM_00357","OHGDDBEJ_00625","APEDILLO_00048","ELELPFCC_03141","DCMJPIDO_00048","HEDGDFAA_01298","GHDKDIHM_02530","FECNONKH_02190"
"hypBA1","","Non-reducing end beta-L-arabinofuranosidase",581,581,1,1,1854,NA,NA,"",1955,1955,1955,"JAFODMFN_02131","PBDKJOHP_01337","GJPDLPPO_04217","PLKMKOCD_00177","OMPAEEHE_02964","NHHFDHOA_01646","GEPIEMCB_02551","JCGPGLCM_03704","OHGDDBEJ_01758","APEDILLO_01259","ELELPFCC_00909","DCMJPIDO_02271","HEDGDFAA_00458","GHDKDIHM_00975","FECNONKH_00310"
"group_6580","","hypothetical protein",581,581,1,1,5775,NA,NA,"",1223,1223,1223,"JAFODMFN_02904","PBDKJOHP_03365","GJPDLPPO_01886","PLKMKOCD_00233","OMPAEEHE_03230","NHHFDHOA_03492","GEPIEMCB_03486","JCGPGLCM_02068","OHGDDBEJ_03335","APEDILLO_02246","ELELPFCC_02216","DCMJPIDO_03030","HEDGDFAA_01837","GHDKDIHM_03294","FECNONKH_01947"
"rseA","","Anti-sigma-E factor RseA",581,581,1,1,4069,NA,NA,"",650,650,650,"JAFODMFN_02383","PBDKJOHP_01115","GJPDLPPO_03648","PLKMKOCD_01035","OMPAEEHE_03532","NHHFDHOA_03698","GEPIEMCB_03130","JCGPGLCM_03782","OHGDDBEJ_02805","APEDILLO_01510","ELELPFCC_03675","DCMJPIDO_02523","HEDGDFAA_02880","GHDKDIHM_03623","FECNONKH_02933"
"ulaG","","putative L-ascorbate-6-phosphate lactonase UlaG",581,581,1,1,6029,NA,NA,"",1064,1064,1064,"JAFODMFN_01331","PBDKJOHP_02946","GJPDLPPO_00971","PLKMKOCD_02231","OMPAEEHE_01908","NHHFDHOA_00268","GEPIEMCB_02244","JCGPGLCM_02697","OHGDDBEJ_00941","APEDILLO_02027","ELELPFCC_00268","DCMJPIDO_01871","HEDGDFAA_02479","GHDKDIHM_00576","FECNONKH_00616"
"rapZ","","RNase adapter protein RapZ",581,581,1,1,2574,NA,NA,"",854,854,854,"JAFODMFN_00030","PBDKJOHP_01768","GJPDLPPO_03123","PLKMKOCD_00396","OMPAEEHE_02896","NHHFDHOA_03072","GEPIEMCB_01382","JCGPGLCM_00375","OHGDDBEJ_00643","APEDILLO_00030","ELELPFCC_03159","DCMJPIDO_00030","HEDGDFAA_01316","GHDKDIHM_02548","FECNONKH_02208"
"rfbF","","Glucose-1-phosphate cytidylyltransferase",581,581,1,1,5761,NA,NA,"",773,773,773,"JAFODMFN_02890","PBDKJOHP_03379","GJPDLPPO_01900","PLKMKOCD_00219","OMPAEEHE_03244","NHHFDHOA_03506","GEPIEMCB_03472","JCGPGLCM_02082","OHGDDBEJ_03349","APEDILLO_02232","ELELPFCC_02202","DCMJPIDO_03016","HEDGDFAA_01851","GHDKDIHM_03280","FECNONKH_01933"
"mmgC","","Acyl-CoA dehydrogenase",581,581,1,1,4292,NA,NA,"",1163,1163,1163,"JAFODMFN_01063","PBDKJOHP_03793","GJPDLPPO_02998","PLKMKOCD_04031","OMPAEEHE_00507","NHHFDHOA_02651","GEPIEMCB_03302","JCGPGLCM_01741","OHGDDBEJ_02167","APEDILLO_00734","ELELPFCC_02073","DCMJPIDO_01298","HEDGDFAA_03890","GHDKDIHM_04336","FECNONKH_00021"
"gfcB","","putative lipoprotein GfcB",581,581,1,1,2028,NA,NA,"",638,638,638,"JAFODMFN_01177","PBDKJOHP_04097","GJPDLPPO_04118","PLKMKOCD_03585","OMPAEEHE_02062","NHHFDHOA_00422","GEPIEMCB_02397","JCGPGLCM_03417","OHGDDBEJ_01094","APEDILLO_01874","ELELPFCC_00422","DCMJPIDO_01716","HEDGDFAA_02068","GHDKDIHM_04025","FECNONKH_00770"
"group_6587","","hypothetical protein",581,581,1,1,44,NA,NA,"",2996,2996,2996,"JAFODMFN_01563","PBDKJOHP_03240","GJPDLPPO_01202","PLKMKOCD_03696","OMPAEEHE_02579","NHHFDHOA_00037","GEPIEMCB_02013","JCGPGLCM_03915","OHGDDBEJ_00709","APEDILLO_03495","ELELPFCC_00037","DCMJPIDO_02103","HEDGDFAA_01155","GHDKDIHM_00807","FECNONKH_03217"
"fliC","","Flagellin",581,581,1,1,4636,NA,NA,"",1517,1517,1517,"JAFODMFN_00752","PBDKJOHP_00103","GJPDLPPO_03445","PLKMKOCD_00928","OMPAEEHE_00819","NHHFDHOA_00934","GEPIEMCB_03768","JCGPGLCM_00542","OHGDDBEJ_03873","APEDILLO_01045","ELELPFCC_03833","DCMJPIDO_01611","HEDGDFAA_01674","GHDKDIHM_00284","FECNONKH_03092"
"folC","","Dihydrofolate synthase/folylpolyglutamate synthase",581,581,1,1,3923,NA,NA,"",1268,1268,1268,"JAFODMFN_02615","PBDKJOHP_02725","GJPDLPPO_01662","PLKMKOCD_01620","OMPAEEHE_01681","NHHFDHOA_01846","GEPIEMCB_02896","JCGPGLCM_02423","OHGDDBEJ_04302","APEDILLO_01742","ELELPFCC_02427","DCMJPIDO_02755","HEDGDFAA_02026","GHDKDIHM_02739","FECNONKH_02270"
"group_6590","","hypothetical protein",581,581,1,1,2243,NA,NA,"",941,941,941,"JAFODMFN_03650","PBDKJOHP_03494","GJPDLPPO_02714","PLKMKOCD_03296","OMPAEEHE_04360","NHHFDHOA_03209","GEPIEMCB_04108","JCGPGLCM_03531","OHGDDBEJ_03391","APEDILLO_03714","ELELPFCC_03482","DCMJPIDO_03918","HEDGDFAA_02920","GHDKDIHM_04213","FECNONKH_02415"
"mhbT","","3-hydroxybenzoate transporter MhbT",581,581,1,1,5903,NA,NA,"",1358,1358,1358,"JAFODMFN_02979","PBDKJOHP_03290","GJPDLPPO_01811","PLKMKOCD_00308","OMPAEEHE_03155","NHHFDHOA_03417","GEPIEMCB_03561","JCGPGLCM_01993","OHGDDBEJ_03260","APEDILLO_02321","ELELPFCC_02291","DCMJPIDO_03105","HEDGDFAA_02384","GHDKDIHM_03117","FECNONKH_02022"
"group_6592","","hypothetical protein",581,581,1,1,789,NA,NA,"",1325,1325,1325,"JAFODMFN_03125","PBDKJOHP_02573","GJPDLPPO_01454","PLKMKOCD_01923","OMPAEEHE_00990","NHHFDHOA_02441","GEPIEMCB_01498","JCGPGLCM_01427","OHGDDBEJ_02548","APEDILLO_03323","ELELPFCC_01407","DCMJPIDO_03251","HEDGDFAA_04436","GHDKDIHM_02100","FECNONKH_02704"
"ilvB","","Acetolactate synthase isozyme 1 large subunit",581,581,1,1,1454,NA,NA,"",1688,1688,1688,"JAFODMFN_02016","PBDKJOHP_01222","GJPDLPPO_03256","PLKMKOCD_03362","OMPAEEHE_03079","NHHFDHOA_03790","GEPIEMCB_02436","JCGPGLCM_03897","OHGDDBEJ_01873","APEDILLO_01144","ELELPFCC_04147","DCMJPIDO_02156","HEDGDFAA_01544","GHDKDIHM_00860","FECNONKH_04212"
"metN_2","","Methionine import ATP-binding protein MetN",581,581,1,1,2341,NA,NA,"",1031,1031,1031,"JAFODMFN_04345","PBDKJOHP_01992","GJPDLPPO_04205","PLKMKOCD_02730","OMPAEEHE_04270","NHHFDHOA_04263","GEPIEMCB_03852","JCGPGLCM_03494","OHGDDBEJ_03199","APEDILLO_02381","ELELPFCC_02585","DCMJPIDO_03601","HEDGDFAA_02534","GHDKDIHM_04049","FECNONKH_03967"
"nepI","","Purine ribonucleoside efflux pump NepI",581,581,1,1,1467,NA,NA,"",1193,1193,1193,"JAFODMFN_02029","PBDKJOHP_01235","GJPDLPPO_03243","PLKMKOCD_03349","OMPAEEHE_03066","NHHFDHOA_03777","GEPIEMCB_02449","JCGPGLCM_03884","OHGDDBEJ_01860","APEDILLO_01157","ELELPFCC_04160","DCMJPIDO_02169","HEDGDFAA_01557","GHDKDIHM_00873","FECNONKH_04225"
"group_6596","","hypothetical protein",581,581,1,1,1927,NA,NA,"",1709,1709,1709,"JAFODMFN_02062","PBDKJOHP_01268","GJPDLPPO_03210","PLKMKOCD_03551","OMPAEEHE_03033","NHHFDHOA_03744","GEPIEMCB_02482","JCGPGLCM_04052","OHGDDBEJ_01827","APEDILLO_01190","ELELPFCC_04193","DCMJPIDO_02202","HEDGDFAA_01590","GHDKDIHM_00906","FECNONKH_03627"
"prfC","","Peptide chain release factor RF3",581,581,1,1,6212,NA,NA,"",1589,1589,1589,"JAFODMFN_01507","PBDKJOHP_03184","GJPDLPPO_01146","PLKMKOCD_02470","OMPAEEHE_02635","NHHFDHOA_00093","GEPIEMCB_02069","JCGPGLCM_03277","OHGDDBEJ_00765","APEDILLO_03439","ELELPFCC_00093","DCMJPIDO_02047","HEDGDFAA_01211","GHDKDIHM_00751","FECNONKH_03161"
"glmS_1","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]",581,581,1,1,6194,NA,NA,"",1058,1058,1058,"JAFODMFN_01486","PBDKJOHP_03165","GJPDLPPO_01125","PLKMKOCD_02491","OMPAEEHE_02656","NHHFDHOA_00114","GEPIEMCB_02090","JCGPGLCM_03298","OHGDDBEJ_00786","APEDILLO_03418","ELELPFCC_00114","DCMJPIDO_02026","HEDGDFAA_01232","GHDKDIHM_00730","FECNONKH_03140"
"qseE","","Sensor histidine kinase QseE",581,581,1,1,4090,NA,NA,"",1385,1385,1385,"JAFODMFN_02404","PBDKJOHP_01094","GJPDLPPO_03669","PLKMKOCD_01056","OMPAEEHE_03553","NHHFDHOA_03677","GEPIEMCB_03109","JCGPGLCM_03803","OHGDDBEJ_02826","APEDILLO_01531","ELELPFCC_03696","DCMJPIDO_02544","HEDGDFAA_02901","GHDKDIHM_03644","FECNONKH_02954"
"pspD","","Phage shock protein D",581,581,1,1,4916,NA,NA,"",218,1232,219,"JAFODMFN_01785","PBDKJOHP_00377","GJPDLPPO_00670","PLKMKOCD_01159","OMPAEEHE_02426","NHHFDHOA_00665","GEPIEMCB_00186","JCGPGLCM_02837","OHGDDBEJ_01337","APEDILLO_02864","ELELPFCC_00664","DCMJPIDO_01021","HEDGDFAA_02311","GHDKDIHM_02260","FECNONKH_01352"
"qseC_1","","Sensor protein QseC",581,581,1,1,3110,NA,NA,"",1415,1415,1415,"JAFODMFN_00579","PBDKJOHP_00624","GJPDLPPO_00359","PLKMKOCD_01360","OMPAEEHE_00396","NHHFDHOA_02109","GEPIEMCB_00834","JCGPGLCM_00782","OHGDDBEJ_00093","APEDILLO_00578","ELELPFCC_03284","DCMJPIDO_00578","HEDGDFAA_00091","GHDKDIHM_01274","FECNONKH_01222"
"group_6601","","hypothetical protein",581,581,1,1,1713,NA,NA,"",971,971,971,"JAFODMFN_02264","PBDKJOHP_01469","GJPDLPPO_02111","PLKMKOCD_00045","OMPAEEHE_02234","NHHFDHOA_01513","GEPIEMCB_02684","JCGPGLCM_01050","OHGDDBEJ_01625","APEDILLO_01391","ELELPFCC_01041","DCMJPIDO_02404","HEDGDFAA_00325","GHDKDIHM_01107","FECNONKH_00442"
"kbl","","2-amino-3-ketobutyrate coenzyme A ligase",581,581,1,1,1885,NA,NA,"",1196,1196,1196,"JAFODMFN_02101","PBDKJOHP_01307","GJPDLPPO_03171","PLKMKOCD_00207","OMPAEEHE_02994","NHHFDHOA_01676","GEPIEMCB_02521","JCGPGLCM_04210","OHGDDBEJ_01788","APEDILLO_01229","ELELPFCC_00879","DCMJPIDO_02241","HEDGDFAA_03569","GHDKDIHM_00945","FECNONKH_03588"
"group_6603","","hypothetical protein",581,581,1,1,3064,NA,NA,"",377,377,377,"JAFODMFN_00621","PBDKJOHP_04538","GJPDLPPO_00401","PLKMKOCD_01402","OMPAEEHE_00438","NHHFDHOA_02151","GEPIEMCB_00792","JCGPGLCM_00740","OHGDDBEJ_00050","APEDILLO_00620","ELELPFCC_03326","DCMJPIDO_00620","HEDGDFAA_00049","GHDKDIHM_01232","FECNONKH_01264"
"wzc","","Tyrosine-protein kinase wzc",581,581,1,1,5785,NA,NA,"",2159,2159,2159,"JAFODMFN_02914","PBDKJOHP_03355","GJPDLPPO_01876","PLKMKOCD_00243","OMPAEEHE_03220","NHHFDHOA_03482","GEPIEMCB_03496","JCGPGLCM_02058","OHGDDBEJ_03325","APEDILLO_02256","ELELPFCC_02226","DCMJPIDO_03040","HEDGDFAA_01827","GHDKDIHM_03304","FECNONKH_01957"
"gcvA","","Glycine cleavage system transcriptional activator",581,581,1,1,2924,NA,NA,"",917,917,917,"JAFODMFN_00372","PBDKJOHP_00829","GJPDLPPO_00152","PLKMKOCD_01835","OMPAEEHE_00189","NHHFDHOA_04085","GEPIEMCB_01041","JCGPGLCM_00034","OHGDDBEJ_00301","APEDILLO_00371","ELELPFCC_01685","DCMJPIDO_00371","HEDGDFAA_01478","GHDKDIHM_01481","FECNONKH_01894"
"nrdF","","Ribonucleoside-diphosphate reductase 2 subunit beta",581,581,1,1,3140,NA,NA,"",959,959,959,"JAFODMFN_00552","PBDKJOHP_00651","GJPDLPPO_00332","PLKMKOCD_01333","OMPAEEHE_00369","NHHFDHOA_02082","GEPIEMCB_00861","JCGPGLCM_00809","OHGDDBEJ_00120","APEDILLO_00551","ELELPFCC_03257","DCMJPIDO_00551","HEDGDFAA_00118","GHDKDIHM_01301","FECNONKH_01195"
"gntT_2","","High-affinity gluconate transporter",581,581,1,1,1675,NA,NA,"",1316,1316,1316,"JAFODMFN_02301","PBDKJOHP_01506","GJPDLPPO_02148","PLKMKOCD_00008","OMPAEEHE_02197","NHHFDHOA_01476","GEPIEMCB_02721","JCGPGLCM_01087","OHGDDBEJ_01588","APEDILLO_01428","ELELPFCC_01078","DCMJPIDO_02441","HEDGDFAA_00288","GHDKDIHM_01144","FECNONKH_00479"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase",581,581,1,1,3019,NA,NA,"",767,767,767,"JAFODMFN_00657","PBDKJOHP_04285","GJPDLPPO_00437","PLKMKOCD_03919","OMPAEEHE_00474","NHHFDHOA_02187","GEPIEMCB_00756","JCGPGLCM_00704","OHGDDBEJ_00013","APEDILLO_04541","ELELPFCC_03362","DCMJPIDO_00656","HEDGDFAA_00013","GHDKDIHM_04591","FECNONKH_01300"
"plsB","","Glycerol-3-phosphate acyltransferase",581,581,1,1,2040,NA,NA,"",2420,2420,2420,"JAFODMFN_01189","PBDKJOHP_04085","GJPDLPPO_04130","PLKMKOCD_03597","OMPAEEHE_02050","NHHFDHOA_00410","GEPIEMCB_02385","JCGPGLCM_03405","OHGDDBEJ_01082","APEDILLO_01886","ELELPFCC_00410","DCMJPIDO_01728","HEDGDFAA_02080","GHDKDIHM_04013","FECNONKH_00758"
"emrB","","Multidrug export protein EmrB",581,581,1,1,3147,NA,NA,"",1538,1538,1538,"JAFODMFN_00545","PBDKJOHP_00658","GJPDLPPO_00325","PLKMKOCD_01326","OMPAEEHE_00362","NHHFDHOA_02075","GEPIEMCB_00868","JCGPGLCM_00816","OHGDDBEJ_00127","APEDILLO_00544","ELELPFCC_03250","DCMJPIDO_00544","HEDGDFAA_00125","GHDKDIHM_01308","FECNONKH_01188"
"pbpG","","D-alanyl-D-alanine endopeptidase",581,581,1,1,5893,NA,NA,"",908,908,908,"JAFODMFN_02969","PBDKJOHP_03300","GJPDLPPO_01821","PLKMKOCD_00298","OMPAEEHE_03165","NHHFDHOA_03427","GEPIEMCB_03551","JCGPGLCM_02003","OHGDDBEJ_03270","APEDILLO_02311","ELELPFCC_02281","DCMJPIDO_03095","HEDGDFAA_02374","GHDKDIHM_03127","FECNONKH_02012"
"group_6614","","Manganese catalase",581,581,1,1,4867,NA,NA,"",878,878,878,"JAFODMFN_01740","PBDKJOHP_00332","GJPDLPPO_00715","PLKMKOCD_01204","OMPAEEHE_02381","NHHFDHOA_00710","GEPIEMCB_00141","JCGPGLCM_03609","OHGDDBEJ_01382","APEDILLO_02909","ELELPFCC_00709","DCMJPIDO_01066","HEDGDFAA_02356","GHDKDIHM_02305","FECNONKH_01397"
"oppD","","Oligopeptide transport ATP-binding protein OppD",581,581,1,1,4853,NA,NA,"",1007,1007,1007,"JAFODMFN_01727","PBDKJOHP_00319","GJPDLPPO_00728","PLKMKOCD_01217","OMPAEEHE_02368","NHHFDHOA_00723","GEPIEMCB_00128","JCGPGLCM_03596","OHGDDBEJ_01395","APEDILLO_02922","ELELPFCC_00722","DCMJPIDO_01079","HEDGDFAA_04293","GHDKDIHM_02318","FECNONKH_01410"
"group_6616","","hypothetical protein",581,581,1,1,5854,NA,NA,"",716,716,716,"JAFODMFN_02935","PBDKJOHP_03334","GJPDLPPO_01855","PLKMKOCD_00264","OMPAEEHE_03199","NHHFDHOA_03461","GEPIEMCB_03517","JCGPGLCM_02037","OHGDDBEJ_03304","APEDILLO_02277","ELELPFCC_02247","DCMJPIDO_03061","HEDGDFAA_01806","GHDKDIHM_03161","FECNONKH_01978"
"yhjE","","Inner membrane metabolite transport protein YhjE",581,581,1,1,1774,NA,NA,"",1322,1322,1322,"JAFODMFN_02204","PBDKJOHP_01409","GJPDLPPO_02051","PLKMKOCD_00105","OMPAEEHE_02294","NHHFDHOA_01573","GEPIEMCB_02624","JCGPGLCM_00990","OHGDDBEJ_01685","APEDILLO_01331","ELELPFCC_00981","DCMJPIDO_02344","HEDGDFAA_00386","GHDKDIHM_01047","FECNONKH_00382"
"ybhF","","putative multidrug ABC transporter ATP-binding protein YbhF",581,581,1,1,4246,NA,NA,"",1736,1736,1736,"JAFODMFN_01105","PBDKJOHP_04012","GJPDLPPO_03985","PLKMKOCD_02577","OMPAEEHE_04255","NHHFDHOA_04240","GEPIEMCB_03344","JCGPGLCM_03193","OHGDDBEJ_04200","APEDILLO_00692","ELELPFCC_04342","DCMJPIDO_01256","HEDGDFAA_02245","GHDKDIHM_03943","FECNONKH_03730"
"uhpA","","Transcriptional regulatory protein UhpA",581,581,1,1,1460,NA,NA,"",590,590,590,"JAFODMFN_02022","PBDKJOHP_01228","GJPDLPPO_03250","PLKMKOCD_03356","OMPAEEHE_03073","NHHFDHOA_03784","GEPIEMCB_02442","JCGPGLCM_03891","OHGDDBEJ_01867","APEDILLO_01150","ELELPFCC_04153","DCMJPIDO_02162","HEDGDFAA_01550","GHDKDIHM_00866","FECNONKH_04218"
"fliG","","Flagellar motor switch protein FliG",581,581,1,1,4625,NA,NA,"",995,995,995,"JAFODMFN_00763","PBDKJOHP_00093","GJPDLPPO_03434","PLKMKOCD_00917","OMPAEEHE_00808","NHHFDHOA_00945","GEPIEMCB_03757","JCGPGLCM_00553","OHGDDBEJ_03884","APEDILLO_01034","ELELPFCC_03844","DCMJPIDO_01600","HEDGDFAA_01685","GHDKDIHM_00273","FECNONKH_03103"
"group_6621","","hypothetical protein",581,581,1,1,4102,NA,NA,"",1277,1277,1277,"JAFODMFN_02415","PBDKJOHP_01083","GJPDLPPO_03680","PLKMKOCD_01067","OMPAEEHE_03564","NHHFDHOA_03666","GEPIEMCB_03098","JCGPGLCM_04569","OHGDDBEJ_02837","APEDILLO_01542","ELELPFCC_03707","DCMJPIDO_02555","HEDGDFAA_03098","GHDKDIHM_03655","FECNONKH_02965"
"iaaA","","Isoaspartyl peptidase",581,581,1,1,4278,NA,NA,"",941,941,941,"JAFODMFN_01074","PBDKJOHP_03804","GJPDLPPO_03009","PLKMKOCD_04020","OMPAEEHE_00496","NHHFDHOA_04576","GEPIEMCB_03313","JCGPGLCM_01752","OHGDDBEJ_02178","APEDILLO_00723","ELELPFCC_02084","DCMJPIDO_01287","HEDGDFAA_03879","GHDKDIHM_04325","FECNONKH_00010"
"tyrR","","Transcriptional regulatory protein TyrR",581,581,1,1,4920,NA,NA,"",1541,1541,1541,"JAFODMFN_01789","PBDKJOHP_00381","GJPDLPPO_00666","PLKMKOCD_01155","OMPAEEHE_02430","NHHFDHOA_00661","GEPIEMCB_00190","JCGPGLCM_02833","OHGDDBEJ_01333","APEDILLO_02860","ELELPFCC_00660","DCMJPIDO_01017","HEDGDFAA_02307","GHDKDIHM_02256","FECNONKH_01348"
"sapB","","Peptide transport system permease protein SapB",581,581,1,1,4910,NA,NA,"",965,965,965,"JAFODMFN_01779","PBDKJOHP_00371","GJPDLPPO_00676","PLKMKOCD_01165","OMPAEEHE_02420","NHHFDHOA_00671","GEPIEMCB_00180","JCGPGLCM_02843","OHGDDBEJ_01343","APEDILLO_02870","ELELPFCC_00670","DCMJPIDO_01027","HEDGDFAA_02317","GHDKDIHM_02266","FECNONKH_01358"
"asnA","","Aspartate--ammonia ligase",581,581,1,1,1373,NA,NA,"",992,992,992,"JAFODMFN_04203","PBDKJOHP_01143","GJPDLPPO_03860","PLKMKOCD_04268","OMPAEEHE_04103","NHHFDHOA_04022","GEPIEMCB_04342","JCGPGLCM_03160","OHGDDBEJ_04096","APEDILLO_04143","ELELPFCC_04076","DCMJPIDO_04198","HEDGDFAA_01910","GHDKDIHM_03910","FECNONKH_03697"
"cfxP","","Phosphoribulokinase, plasmid",581,581,1,1,1623,NA,NA,"",869,869,869,"JAFODMFN_02349","PBDKJOHP_01554","GJPDLPPO_02196","PLKMKOCD_01761","OMPAEEHE_02149","NHHFDHOA_01428","GEPIEMCB_02769","JCGPGLCM_01135","OHGDDBEJ_01540","APEDILLO_01476","ELELPFCC_01126","DCMJPIDO_02489","HEDGDFAA_03595","GHDKDIHM_01192","FECNONKH_00527"
"group_6627","","hypothetical protein",581,581,1,1,4841,NA,NA,"",458,458,458,"JAFODMFN_01716","PBDKJOHP_00308","GJPDLPPO_00739","PLKMKOCD_04141","OMPAEEHE_02357","NHHFDHOA_00734","GEPIEMCB_00117","JCGPGLCM_03585","OHGDDBEJ_01406","APEDILLO_02933","ELELPFCC_00733","DCMJPIDO_01090","HEDGDFAA_04012","GHDKDIHM_02329","FECNONKH_01421"
"ygbT","","CRISPR-associated endonuclease Cas1",581,581,1,1,2976,NA,NA,"",920,920,920,"JAFODMFN_00423","PBDKJOHP_00778","GJPDLPPO_00203","PLKMKOCD_00773","OMPAEEHE_00240","NHHFDHOA_01953","GEPIEMCB_00990","JCGPGLCM_00939","OHGDDBEJ_00249","APEDILLO_00422","ELELPFCC_01736","DCMJPIDO_00422","HEDGDFAA_00247","GHDKDIHM_01430","FECNONKH_01066"
"group_6629","","hypothetical protein",581,581,1,1,4027,NA,NA,"",1403,1403,1403,"JAFODMFN_02512","PBDKJOHP_02623","GJPDLPPO_01559","PLKMKOCD_00562","OMPAEEHE_01784","NHHFDHOA_01743","GEPIEMCB_03000","JCGPGLCM_02148","OHGDDBEJ_02934","APEDILLO_01639","ELELPFCC_02530","DCMJPIDO_02652","HEDGDFAA_00881","GHDKDIHM_02636","FECNONKH_02845"
"group_6630","","hypothetical protein",581,581,1,1,5788,NA,NA,"",1580,1580,1580,"JAFODMFN_02917","PBDKJOHP_03352","GJPDLPPO_01873","PLKMKOCD_00246","OMPAEEHE_03217","NHHFDHOA_03479","GEPIEMCB_03499","JCGPGLCM_02055","OHGDDBEJ_03322","APEDILLO_02259","ELELPFCC_02229","DCMJPIDO_03043","HEDGDFAA_01824","GHDKDIHM_03179","FECNONKH_01960"
