"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU10","SRR6310053","SRR3037435","SRR3097528","SRR15146546","SRR980326","SRR15146530","SRR8137073","SRR14766361","SRR14766414","SRR17585407","SRR5905513","NDSU12","SRR14766337","SRR27708427"
"oxyR_2","","Hydrogen peroxide-inducible genes activator",581,581,1,1,3992,NA,NA,"",926,926,926,"PGKCJFEA_01453","DNOEEKHJ_02934","CKPEMOEN_02158","ALLEBCBP_02673","NAPOKNNJ_03288","ICDMIJBP_01665","MNLBAKIA_02547","JJPGFOPI_01566","MGNDMLEC_01825","CBFLKJKM_00953","MAIOMPIG_02547","JLGLOGEO_00617","KMJDPIGG_03069","FHGKKJNF_00290","LBMEENEJ_02180"
"gntR_2","","HTH-type transcriptional regulator GntR",581,581,1,1,1706,NA,NA,"",995,995,995,"PGKCJFEA_02554","DNOEEKHJ_00811","CKPEMOEN_01710","ALLEBCBP_00892","NAPOKNNJ_02103","ICDMIJBP_00939","MNLBAKIA_02274","JJPGFOPI_00175","MGNDMLEC_01552","CBFLKJKM_00677","MAIOMPIG_02275","JLGLOGEO_00200","KMJDPIGG_02617","FHGKKJNF_00101","LBMEENEJ_00797"
"mlaC","","Intermembrane phospholipid transport system binding protein MlaC",581,581,1,1,2587,NA,NA,"",635,635,635,"PGKCJFEA_00897","DNOEEKHJ_00042","CKPEMOEN_00864","ALLEBCBP_02768","NAPOKNNJ_01305","ICDMIJBP_00626","MNLBAKIA_00627","JJPGFOPI_00611","MGNDMLEC_02388","CBFLKJKM_02780","MAIOMPIG_00043","JLGLOGEO_03046","KMJDPIGG_00885","FHGKKJNF_00881","LBMEENEJ_00362"
"group_6521","","hypothetical protein",581,581,1,1,3993,NA,NA,"",998,998,998,"PGKCJFEA_01454","DNOEEKHJ_02933","CKPEMOEN_02159","ALLEBCBP_02674","NAPOKNNJ_03289","ICDMIJBP_01666","MNLBAKIA_02548","JJPGFOPI_01567","MGNDMLEC_01826","CBFLKJKM_00952","MAIOMPIG_02548","JLGLOGEO_00618","KMJDPIGG_03068","FHGKKJNF_00289","LBMEENEJ_02179"
"ubiF","","3-demethoxyubiquinol 3-hydroxylase",581,581,1,1,326,NA,NA,"",1175,1175,1175,"PGKCJFEA_03100","DNOEEKHJ_03524","CKPEMOEN_03757","ALLEBCBP_03695","NAPOKNNJ_03585","ICDMIJBP_03704","MNLBAKIA_03943","JJPGFOPI_01500","MGNDMLEC_03719","CBFLKJKM_03905","MAIOMPIG_03779","JLGLOGEO_02183","KMJDPIGG_01995","FHGKKJNF_02596","LBMEENEJ_01620"
"lacC","","Tagatose-6-phosphate kinase",581,581,1,1,5934,NA,NA,"",938,938,938,"PGKCJFEA_01083","DNOEEKHJ_03143","CKPEMOEN_03552","ALLEBCBP_02299","NAPOKNNJ_02846","ICDMIJBP_03130","MNLBAKIA_03425","JJPGFOPI_00827","MGNDMLEC_03033","CBFLKJKM_03152","MAIOMPIG_03428","JLGLOGEO_01724","KMJDPIGG_03443","FHGKKJNF_01107","LBMEENEJ_04179"
"rbsD","","D-ribose pyranase",581,581,1,1,1369,NA,NA,"",419,419,419,"PGKCJFEA_02689","DNOEEKHJ_04144","CKPEMOEN_04163","ALLEBCBP_04029","NAPOKNNJ_04219","ICDMIJBP_04392","MNLBAKIA_04346","JJPGFOPI_03255","MGNDMLEC_03931","CBFLKJKM_04195","MAIOMPIG_04371","JLGLOGEO_03364","KMJDPIGG_04319","FHGKKJNF_01393","LBMEENEJ_02951"
"osmY_3","","Osmotically-inducible protein Y",581,581,1,1,6213,NA,NA,"",617,617,617,"PGKCJFEA_03171","DNOEEKHJ_01579","CKPEMOEN_01523","ALLEBCBP_03318","NAPOKNNJ_03982","ICDMIJBP_03904","MNLBAKIA_01506","JJPGFOPI_02535","MGNDMLEC_01190","CBFLKJKM_01922","MAIOMPIG_01245","JLGLOGEO_01357","KMJDPIGG_02169","FHGKKJNF_01047","LBMEENEJ_01767"
"gtfA","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit",581,581,1,1,5769,NA,NA,"",1220,1220,1220,"PGKCJFEA_00974","DNOEEKHJ_03252","CKPEMOEN_03443","ALLEBCBP_02408","NAPOKNNJ_02955","ICDMIJBP_03021","MNLBAKIA_03534","JJPGFOPI_00936","MGNDMLEC_03142","CBFLKJKM_03262","MAIOMPIG_03537","JLGLOGEO_01615","KMJDPIGG_03334","FHGKKJNF_02275","LBMEENEJ_04056"
"yeeA","","Inner membrane protein YeeA",581,581,1,1,5724,NA,NA,"",1058,1058,1058,"PGKCJFEA_03999","DNOEEKHJ_04023","CKPEMOEN_03898","ALLEBCBP_02449","NAPOKNNJ_02996","ICDMIJBP_02980","MNLBAKIA_03575","JJPGFOPI_03121","MGNDMLEC_03183","CBFLKJKM_03303","MAIOMPIG_03578","JLGLOGEO_03650","KMJDPIGG_03293","FHGKKJNF_02904","LBMEENEJ_02650"
"eutD","","Ethanolamine utilization protein EutD",581,581,1,1,4034,NA,NA,"",1016,1016,1016,"PGKCJFEA_01495","DNOEEKHJ_02892","CKPEMOEN_02200","ALLEBCBP_02715","NAPOKNNJ_03330","ICDMIJBP_01707","MNLBAKIA_02589","JJPGFOPI_01608","MGNDMLEC_01867","CBFLKJKM_00911","MAIOMPIG_02589","JLGLOGEO_00659","KMJDPIGG_03027","FHGKKJNF_00248","LBMEENEJ_02138"
"group_6529","","hypothetical protein",581,581,1,1,2353,NA,NA,"",389,389,389,"PGKCJFEA_02570","DNOEEKHJ_03569","CKPEMOEN_03249","ALLEBCBP_03117","NAPOKNNJ_03267","ICDMIJBP_03609","MNLBAKIA_03678","JJPGFOPI_03583","MGNDMLEC_04169","CBFLKJKM_03436","MAIOMPIG_04119","JLGLOGEO_03786","KMJDPIGG_03717","FHGKKJNF_01915","LBMEENEJ_03437"
"eae","","Invasin",581,581,1,1,4831,NA,NA,"",734,1424,1422,"PGKCJFEA_01820","DNOEEKHJ_01187","CKPEMOEN_00106","ALLEBCBP_00347","NAPOKNNJ_00639","ICDMIJBP_01383","MNLBAKIA_01899","JJPGFOPI_01919","MGNDMLEC_00591","CBFLKJKM_00106","MAIOMPIG_01901","JLGLOGEO_00359","KMJDPIGG_00105","FHGKKJNF_02223","LBMEENEJ_04302"
"mdoB","","Phosphoglycerol transferase I",581,581,1,1,6196,NA,NA,"",2291,2291,2291,"PGKCJFEA_03024","DNOEEKHJ_01599","CKPEMOEN_01503","ALLEBCBP_03298","NAPOKNNJ_04306","ICDMIJBP_03884","MNLBAKIA_01487","JJPGFOPI_02515","MGNDMLEC_01170","CBFLKJKM_01942","MAIOMPIG_01265","JLGLOGEO_01377","KMJDPIGG_02189","FHGKKJNF_01027","LBMEENEJ_01747"
"cpxA","","Sensor histidine kinase CpxA",581,581,1,1,2277,NA,NA,"",1373,1373,1373,"PGKCJFEA_01999","DNOEEKHJ_03334","CKPEMOEN_03650","ALLEBCBP_03605","NAPOKNNJ_03902","ICDMIJBP_04063","MNLBAKIA_04133","JJPGFOPI_01315","MGNDMLEC_04202","CBFLKJKM_03685","MAIOMPIG_03955","JLGLOGEO_03194","KMJDPIGG_04149","FHGKKJNF_02789","LBMEENEJ_02392"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",581,581,1,1,260,NA,NA,"",1052,1052,1052,"PGKCJFEA_04598","DNOEEKHJ_04662","CKPEMOEN_04394","ALLEBCBP_04291","NAPOKNNJ_03660","ICDMIJBP_03629","MNLBAKIA_03868","JJPGFOPI_04399","MGNDMLEC_04285","CBFLKJKM_04422","MAIOMPIG_03704","JLGLOGEO_04054","KMJDPIGG_02071","FHGKKJNF_04097","LBMEENEJ_03800"
"hyaB_2","","Hydrogenase-1 large chain",581,581,1,1,4809,NA,NA,"",1793,1793,1793,"PGKCJFEA_01840","DNOEEKHJ_01167","CKPEMOEN_00086","ALLEBCBP_00327","NAPOKNNJ_00659","ICDMIJBP_01403","MNLBAKIA_01919","JJPGFOPI_01939","MGNDMLEC_00571","CBFLKJKM_00086","MAIOMPIG_01921","JLGLOGEO_04047","KMJDPIGG_00085","FHGKKJNF_02535","LBMEENEJ_02808"
"cbiE","","Cobalt-precorrin-7 C(5)-methyltransferase",581,581,1,1,5691,NA,NA,"",605,605,605,"PGKCJFEA_03969","DNOEEKHJ_03993","CKPEMOEN_03928","ALLEBCBP_02479","NAPOKNNJ_03026","ICDMIJBP_02950","MNLBAKIA_03605","JJPGFOPI_03091","MGNDMLEC_03213","CBFLKJKM_03333","MAIOMPIG_03608","JLGLOGEO_03680","KMJDPIGG_03263","FHGKKJNF_03180","LBMEENEJ_02680"
"dmlR_3","","HTH-type transcriptional regulator DmlR",581,581,1,1,1772,NA,NA,"",899,899,899,"PGKCJFEA_02936","DNOEEKHJ_00876","CKPEMOEN_01775","ALLEBCBP_00827","NAPOKNNJ_02038","ICDMIJBP_00874","MNLBAKIA_02209","JJPGFOPI_00110","MGNDMLEC_01487","CBFLKJKM_00613","MAIOMPIG_02211","JLGLOGEO_00135","KMJDPIGG_02682","FHGKKJNF_00036","LBMEENEJ_00732"
"carB","","Carbamoyl-phosphate synthase large chain",581,581,1,1,2530,NA,NA,"",3227,3227,3227,"PGKCJFEA_04451","DNOEEKHJ_03858","CKPEMOEN_03420","ALLEBCBP_02004","NAPOKNNJ_03096","ICDMIJBP_03438","MNLBAKIA_03851","JJPGFOPI_00958","MGNDMLEC_03559","CBFLKJKM_03607","MAIOMPIG_04143","JLGLOGEO_04125","KMJDPIGG_03888","FHGKKJNF_02954","LBMEENEJ_02442"
"chbR","","HTH-type transcriptional regulator ChbR",581,581,1,1,5331,NA,NA,"",839,839,839,"PGKCJFEA_02403","DNOEEKHJ_02693","CKPEMOEN_02533","ALLEBCBP_01631","NAPOKNNJ_00190","ICDMIJBP_02693","MNLBAKIA_03205","JJPGFOPI_01824","MGNDMLEC_02854","CBFLKJKM_02354","MAIOMPIG_03249","JLGLOGEO_01184","KMJDPIGG_00554","FHGKKJNF_00998","LBMEENEJ_01398"
"oprM","","Outer membrane protein OprM",581,581,1,1,777,NA,NA,"",1457,1457,1457,"PGKCJFEA_00269","DNOEEKHJ_01976","CKPEMOEN_02743","ALLEBCBP_02243","NAPOKNNJ_02428","ICDMIJBP_02400","MNLBAKIA_02957","JJPGFOPI_00341","MGNDMLEC_03402","CBFLKJKM_01730","MAIOMPIG_02827","JLGLOGEO_02314","KMJDPIGG_01610","FHGKKJNF_00594","LBMEENEJ_01124"
"casC","","CRISPR system Cascade subunit CasC",581,581,1,1,2972,NA,NA,"",1058,1058,1058,"PGKCJFEA_02426","DNOEEKHJ_00419","CKPEMOEN_03221","ALLEBCBP_01259","NAPOKNNJ_00929","ICDMIJBP_00250","MNLBAKIA_00250","JJPGFOPI_03880","MGNDMLEC_02255","CBFLKJKM_01228","MAIOMPIG_00419","JLGLOGEO_00896","KMJDPIGG_01261","FHGKKJNF_03068","LBMEENEJ_04509"
"group_654","","hypothetical protein",581,581,1,1,4849,NA,NA,"",632,686,647,"PGKCJFEA_00735","DNOEEKHJ_01206","CKPEMOEN_00125","ALLEBCBP_00366","NAPOKNNJ_00620","ICDMIJBP_01364","MNLBAKIA_01880","JJPGFOPI_01900","MGNDMLEC_00610","CBFLKJKM_00125","MAIOMPIG_01882","JLGLOGEO_00378","KMJDPIGG_00124","FHGKKJNF_02204","LBMEENEJ_04274"
"pduW","","putative propionate kinase",581,581,1,1,5721,NA,NA,"",1199,1199,1199,"PGKCJFEA_03996","DNOEEKHJ_04020","CKPEMOEN_03901","ALLEBCBP_02452","NAPOKNNJ_02999","ICDMIJBP_02977","MNLBAKIA_03578","JJPGFOPI_03118","MGNDMLEC_03186","CBFLKJKM_03306","MAIOMPIG_03581","JLGLOGEO_03653","KMJDPIGG_03290","FHGKKJNF_02907","LBMEENEJ_02653"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase",581,581,1,1,4820,NA,NA,"",851,851,851,"PGKCJFEA_01831","DNOEEKHJ_01176","CKPEMOEN_00095","ALLEBCBP_00336","NAPOKNNJ_00650","ICDMIJBP_01394","MNLBAKIA_01910","JJPGFOPI_01930","MGNDMLEC_00580","CBFLKJKM_00095","MAIOMPIG_01912","JLGLOGEO_00348","KMJDPIGG_00094","FHGKKJNF_02234","LBMEENEJ_04313"
"lysP","","Lysine-specific permease",581,581,1,1,5926,NA,NA,"",1469,1469,1469,"PGKCJFEA_01078","DNOEEKHJ_03148","CKPEMOEN_03547","ALLEBCBP_02304","NAPOKNNJ_02851","ICDMIJBP_03125","MNLBAKIA_03430","JJPGFOPI_00832","MGNDMLEC_03038","CBFLKJKM_03157","MAIOMPIG_03433","JLGLOGEO_01719","KMJDPIGG_03438","FHGKKJNF_01112","LBMEENEJ_04234"
"eutQ","","Ethanolamine utilization protein EutQ",581,581,1,1,4036,NA,NA,"",689,689,689,"PGKCJFEA_01497","DNOEEKHJ_02890","CKPEMOEN_02202","ALLEBCBP_02717","NAPOKNNJ_03332","ICDMIJBP_01709","MNLBAKIA_02591","JJPGFOPI_01610","MGNDMLEC_01869","CBFLKJKM_00909","MAIOMPIG_02591","JLGLOGEO_00661","KMJDPIGG_03025","FHGKKJNF_00246","LBMEENEJ_02136"
"secB","","Protein-export protein SecB",581,581,1,1,1876,NA,NA,"",467,467,467,"PGKCJFEA_01397","DNOEEKHJ_00973","CKPEMOEN_01871","ALLEBCBP_00731","NAPOKNNJ_01942","ICDMIJBP_00778","MNLBAKIA_02113","JJPGFOPI_00014","MGNDMLEC_01391","CBFLKJKM_00517","MAIOMPIG_02114","JLGLOGEO_00038","KMJDPIGG_02779","FHGKKJNF_03492","LBMEENEJ_04221"
"yihQ","","Sulfoquinovosidase",581,581,1,1,2233,NA,NA,"",2036,2036,2036,"PGKCJFEA_03815","DNOEEKHJ_03292","CKPEMOEN_03608","ALLEBCBP_03563","NAPOKNNJ_03860","ICDMIJBP_04021","MNLBAKIA_04175","JJPGFOPI_01273","MGNDMLEC_04317","CBFLKJKM_03643","MAIOMPIG_03913","JLGLOGEO_03863","KMJDPIGG_04107","FHGKKJNF_01992","LBMEENEJ_02350"
"mnmE","","tRNA modification GTPase MnmE",581,581,1,1,1406,NA,NA,"",1403,1403,1403,"PGKCJFEA_02653","DNOEEKHJ_04180","CKPEMOEN_04127","ALLEBCBP_03993","NAPOKNNJ_04183","ICDMIJBP_04428","MNLBAKIA_04310","JJPGFOPI_03219","MGNDMLEC_03967","CBFLKJKM_04159","MAIOMPIG_04335","JLGLOGEO_03400","KMJDPIGG_04355","FHGKKJNF_01357","LBMEENEJ_02915"
"group_6547","","hypothetical protein",581,581,1,1,4028,NA,NA,"",1226,1226,1226,"PGKCJFEA_01489","DNOEEKHJ_02898","CKPEMOEN_02194","ALLEBCBP_02709","NAPOKNNJ_03324","ICDMIJBP_01701","MNLBAKIA_02583","JJPGFOPI_01602","MGNDMLEC_01861","CBFLKJKM_00917","MAIOMPIG_02583","JLGLOGEO_00653","KMJDPIGG_03033","FHGKKJNF_00254","LBMEENEJ_02144"
"group_6548","","IS3 family transposase IS1351",581,581,1,1,3094,NA,NA,"",623,623,623,"PGKCJFEA_04767","DNOEEKHJ_00592","CKPEMOEN_03048","ALLEBCBP_01430","NAPOKNNJ_00756","ICDMIJBP_00077","MNLBAKIA_00077","JJPGFOPI_03044","MGNDMLEC_02082","CBFLKJKM_01401","MAIOMPIG_00592","JLGLOGEO_02753","KMJDPIGG_01434","FHGKKJNF_00772","LBMEENEJ_01489"
"astA","","Arginine N-succinyltransferase",581,581,1,1,5343,NA,NA,"",1034,1034,1034,"PGKCJFEA_01111","DNOEEKHJ_02681","CKPEMOEN_02521","ALLEBCBP_01619","NAPOKNNJ_00178","ICDMIJBP_02681","MNLBAKIA_03217","JJPGFOPI_01812","MGNDMLEC_02842","CBFLKJKM_02342","MAIOMPIG_03237","JLGLOGEO_01196","KMJDPIGG_00566","FHGKKJNF_01010","LBMEENEJ_01410"
"cdaR_1","","Carbohydrate diacid regulator",581,581,1,1,4169,NA,NA,"",1181,1181,1181,"PGKCJFEA_00434","DNOEEKHJ_02865","CKPEMOEN_02227","ALLEBCBP_03425","NAPOKNNJ_03357","ICDMIJBP_01734","MNLBAKIA_02616","JJPGFOPI_01635","MGNDMLEC_01894","CBFLKJKM_00884","MAIOMPIG_02616","JLGLOGEO_00686","KMJDPIGG_03000","FHGKKJNF_00221","LBMEENEJ_02111"
"ilvD_1","","Dihydroxy-acid dehydratase",581,581,1,1,1694,NA,NA,"",1715,1715,1715,"PGKCJFEA_02543","DNOEEKHJ_00800","CKPEMOEN_01699","ALLEBCBP_00903","NAPOKNNJ_02114","ICDMIJBP_00950","MNLBAKIA_02285","JJPGFOPI_00186","MGNDMLEC_01563","CBFLKJKM_00688","MAIOMPIG_02286","JLGLOGEO_00211","KMJDPIGG_02606","FHGKKJNF_00112","LBMEENEJ_00808"
"thrA","","Bifunctional aspartokinase/homoserine dehydrogenase 1",581,581,1,1,62,NA,NA,"",2462,2462,2462,"PGKCJFEA_03208","DNOEEKHJ_01542","CKPEMOEN_01560","ALLEBCBP_03355","NAPOKNNJ_04019","ICDMIJBP_03941","MNLBAKIA_01543","JJPGFOPI_02572","MGNDMLEC_01227","CBFLKJKM_01885","MAIOMPIG_01208","JLGLOGEO_01320","KMJDPIGG_02132","FHGKKJNF_01084","LBMEENEJ_01804"
"rplD","","50S ribosomal protein L4",581,581,1,1,1599,NA,NA,"",605,605,605,"PGKCJFEA_04362","DNOEEKHJ_00709","CKPEMOEN_04606","ALLEBCBP_00994","NAPOKNNJ_04487","ICDMIJBP_01041","MNLBAKIA_04545","JJPGFOPI_00277","MGNDMLEC_04580","CBFLKJKM_04668","MAIOMPIG_04633","JLGLOGEO_00302","KMJDPIGG_04614","FHGKKJNF_03719","LBMEENEJ_04359"
"yfiH","","Polyphenol oxidase",581,581,1,1,3008,NA,NA,"",731,731,731,"PGKCJFEA_02909","DNOEEKHJ_00667","CKPEMOEN_02973","ALLEBCBP_04167","NAPOKNNJ_04290","ICDMIJBP_00002","MNLBAKIA_00002","JJPGFOPI_04319","MGNDMLEC_02007","CBFLKJKM_01476","MAIOMPIG_00667","JLGLOGEO_02678","KMJDPIGG_01509","FHGKKJNF_03867","LBMEENEJ_04389"
"livH","","High-affinity branched-chain amino acid transport system permease protein LivH",581,581,1,1,1727,NA,NA,"",926,926,926,"PGKCJFEA_04088","DNOEEKHJ_00832","CKPEMOEN_01731","ALLEBCBP_00871","NAPOKNNJ_02082","ICDMIJBP_00918","MNLBAKIA_02253","JJPGFOPI_00154","MGNDMLEC_01531","CBFLKJKM_00657","MAIOMPIG_02255","JLGLOGEO_00179","KMJDPIGG_02638","FHGKKJNF_00080","LBMEENEJ_00776"
"gatA","","PTS system galactitol-specific EIIA component",581,581,1,1,2642,NA,NA,"",464,464,464,"PGKCJFEA_00844","DNOEEKHJ_00095","CKPEMOEN_00917","ALLEBCBP_02821","NAPOKNNJ_01252","ICDMIJBP_00573","MNLBAKIA_00574","JJPGFOPI_00664","MGNDMLEC_02441","CBFLKJKM_02727","MAIOMPIG_00096","JLGLOGEO_02993","KMJDPIGG_00938","FHGKKJNF_00828","LBMEENEJ_00309"
"btsR","","Transcriptional regulatory protein BtsR",581,581,1,1,5883,NA,NA,"",719,719,719,"PGKCJFEA_01035","DNOEEKHJ_03191","CKPEMOEN_03504","ALLEBCBP_02347","NAPOKNNJ_02894","ICDMIJBP_03082","MNLBAKIA_03473","JJPGFOPI_00875","MGNDMLEC_03081","CBFLKJKM_03200","MAIOMPIG_03476","JLGLOGEO_01676","KMJDPIGG_03395","FHGKKJNF_01155","LBMEENEJ_03233"
"mrcA","","Penicillin-binding protein 1A",581,581,1,1,1653,NA,NA,"",2552,2552,2552,"PGKCJFEA_02505","DNOEEKHJ_00762","CKPEMOEN_01661","ALLEBCBP_00941","NAPOKNNJ_02152","ICDMIJBP_00988","MNLBAKIA_02323","JJPGFOPI_00224","MGNDMLEC_01601","CBFLKJKM_00726","MAIOMPIG_02324","JLGLOGEO_00249","KMJDPIGG_02568","FHGKKJNF_00150","LBMEENEJ_00846"
"bioC","","Malonyl-[acyl-carrier protein] O-methyltransferase",581,581,1,1,4224,NA,NA,"",755,755,755,"PGKCJFEA_01549","DNOEEKHJ_02235","CKPEMOEN_04304","ALLEBCBP_04079","NAPOKNNJ_01804","ICDMIJBP_02142","MNLBAKIA_00698","JJPGFOPI_03486","MGNDMLEC_00029","CBFLKJKM_04320","MAIOMPIG_01125","JLGLOGEO_03616","KMJDPIGG_04406","FHGKKJNF_01873","LBMEENEJ_03080"
"yfgD","","putative protein YfgD",581,581,1,1,4166,NA,NA,"",359,359,359,"PGKCJFEA_00437","DNOEEKHJ_02862","CKPEMOEN_02230","ALLEBCBP_03428","NAPOKNNJ_03360","ICDMIJBP_01737","MNLBAKIA_02619","JJPGFOPI_01638","MGNDMLEC_01897","CBFLKJKM_00881","MAIOMPIG_02619","JLGLOGEO_00689","KMJDPIGG_02997","FHGKKJNF_00218","LBMEENEJ_02108"
"recG","","ATP-dependent DNA helicase RecG",581,581,1,1,1924,NA,NA,"",2081,2081,2081,"PGKCJFEA_01353","DNOEEKHJ_01017","CKPEMOEN_01915","ALLEBCBP_00687","NAPOKNNJ_01898","ICDMIJBP_00734","MNLBAKIA_02069","JJPGFOPI_02928","MGNDMLEC_01347","CBFLKJKM_00473","MAIOMPIG_02070","JLGLOGEO_03567","KMJDPIGG_02823","FHGKKJNF_03568","LBMEENEJ_03995"
"group_6562","","hypothetical protein",581,581,1,1,5908,NA,NA,"",719,719,719,"PGKCJFEA_01060","DNOEEKHJ_03166","CKPEMOEN_03529","ALLEBCBP_02322","NAPOKNNJ_02869","ICDMIJBP_03107","MNLBAKIA_03448","JJPGFOPI_00850","MGNDMLEC_03056","CBFLKJKM_03175","MAIOMPIG_03451","JLGLOGEO_01701","KMJDPIGG_03420","FHGKKJNF_01130","LBMEENEJ_04252"
"betB","","NAD/NADP-dependent betaine aldehyde dehydrogenase",581,581,1,1,4518,NA,NA,"",1466,1466,1466,"PGKCJFEA_01764","DNOEEKHJ_02504","CKPEMOEN_00634","ALLEBCBP_00049","NAPOKNNJ_01535","ICDMIJBP_01873","MNLBAKIA_00967","JJPGFOPI_01192","MGNDMLEC_00298","CBFLKJKM_03050","MAIOMPIG_00856","JLGLOGEO_02841","KMJDPIGG_03700","FHGKKJNF_01444","LBMEENEJ_00508"
"group_6564","","hypothetical protein",581,581,1,1,6173,NA,NA,"",440,440,440,"PGKCJFEA_03005","DNOEEKHJ_01617","CKPEMOEN_01485","ALLEBCBP_03280","NAPOKNNJ_04325","ICDMIJBP_03866","MNLBAKIA_01469","JJPGFOPI_02497","MGNDMLEC_01152","CBFLKJKM_01960","MAIOMPIG_01283","JLGLOGEO_01395","KMJDPIGG_02207","FHGKKJNF_03948","LBMEENEJ_03967"
"pyrD","","Dihydroorotate dehydrogenase (quinone)",581,581,1,1,4477,NA,NA,"",1010,1010,1010,"PGKCJFEA_01805","DNOEEKHJ_02463","CKPEMOEN_00593","ALLEBCBP_00008","NAPOKNNJ_01576","ICDMIJBP_01914","MNLBAKIA_00926","JJPGFOPI_01151","MGNDMLEC_00257","CBFLKJKM_03009","MAIOMPIG_00897","JLGLOGEO_02882","KMJDPIGG_03659","FHGKKJNF_01403","LBMEENEJ_00467"
"group_6566","","hypothetical protein",581,581,1,1,5390,NA,NA,"",593,593,593,"PGKCJFEA_01157","DNOEEKHJ_02635","CKPEMOEN_02475","ALLEBCBP_01573","NAPOKNNJ_00132","ICDMIJBP_02635","MNLBAKIA_03263","JJPGFOPI_04369","MGNDMLEC_02796","CBFLKJKM_02296","MAIOMPIG_03191","JLGLOGEO_01242","KMJDPIGG_00612","FHGKKJNF_04216","LBMEENEJ_04152"
"kdgK","","2-dehydro-3-deoxygluconokinase",581,581,1,1,1777,NA,NA,"",929,929,929,"PGKCJFEA_02941","DNOEEKHJ_00881","CKPEMOEN_01780","ALLEBCBP_00822","NAPOKNNJ_02033","ICDMIJBP_00869","MNLBAKIA_02204","JJPGFOPI_00105","MGNDMLEC_01482","CBFLKJKM_00608","MAIOMPIG_02206","JLGLOGEO_00130","KMJDPIGG_02687","FHGKKJNF_00031","LBMEENEJ_00727"
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase",581,581,1,1,2389,NA,NA,"",1280,1280,1280,"PGKCJFEA_02605","DNOEEKHJ_03604","CKPEMOEN_03284","ALLEBCBP_03152","NAPOKNNJ_03232","ICDMIJBP_03574","MNLBAKIA_03713","JJPGFOPI_03618","MGNDMLEC_04134","CBFLKJKM_03471","MAIOMPIG_04084","JLGLOGEO_03821","KMJDPIGG_03752","FHGKKJNF_01950","LBMEENEJ_03472"
"cpxR","","Transcriptional regulatory protein CpxR",581,581,1,1,2278,NA,NA,"",698,698,698,"PGKCJFEA_01998","DNOEEKHJ_03335","CKPEMOEN_03651","ALLEBCBP_03606","NAPOKNNJ_03903","ICDMIJBP_04064","MNLBAKIA_04132","JJPGFOPI_01316","MGNDMLEC_04203","CBFLKJKM_03686","MAIOMPIG_03956","JLGLOGEO_03195","KMJDPIGG_04150","FHGKKJNF_02790","LBMEENEJ_02393"
"dnaJ","","Chaperone protein DnaJ",581,581,1,1,51,NA,NA,"",1139,1139,1139,"PGKCJFEA_03219","DNOEEKHJ_01531","CKPEMOEN_01571","ALLEBCBP_03366","NAPOKNNJ_04030","ICDMIJBP_03952","MNLBAKIA_01554","JJPGFOPI_02583","MGNDMLEC_01238","CBFLKJKM_01874","MAIOMPIG_01197","JLGLOGEO_01309","KMJDPIGG_02121","FHGKKJNF_01095","LBMEENEJ_01815"
"lptG","","Lipopolysaccharide export system permease protein LptG",581,581,1,1,6110,NA,NA,"",1082,1082,1082,"PGKCJFEA_02227","DNOEEKHJ_01677","CKPEMOEN_01425","ALLEBCBP_04523","NAPOKNNJ_02560","ICDMIJBP_03415","MNLBAKIA_01409","JJPGFOPI_04384","MGNDMLEC_01092","CBFLKJKM_02020","MAIOMPIG_01343","JLGLOGEO_04382","KMJDPIGG_02267","FHGKKJNF_04130","LBMEENEJ_04403"
"mfd","","Transcription-repair-coupling factor",581,581,1,1,5440,NA,NA,"",3446,3446,3446,"PGKCJFEA_01205","DNOEEKHJ_02587","CKPEMOEN_02427","ALLEBCBP_01525","NAPOKNNJ_00084","ICDMIJBP_02587","MNLBAKIA_03311","JJPGFOPI_02727","MGNDMLEC_02748","CBFLKJKM_02248","MAIOMPIG_03143","JLGLOGEO_03163","KMJDPIGG_00660","FHGKKJNF_03549","LBMEENEJ_02549"
"proW","","Glycine betaine/proline betaine transport system permease protein ProW",581,581,1,1,3142,NA,NA,"",1064,1064,1064,"PGKCJFEA_03422","DNOEEKHJ_00549","CKPEMOEN_03091","ALLEBCBP_01387","NAPOKNNJ_00799","ICDMIJBP_00120","MNLBAKIA_00120","JJPGFOPI_02111","MGNDMLEC_02125","CBFLKJKM_01358","MAIOMPIG_00549","JLGLOGEO_01026","KMJDPIGG_01391","FHGKKJNF_00815","LBMEENEJ_01532"
