"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28262169","SRR14766389","SRR10257879","SRR1299304","NDSU1","SRR28323368","SRR3000888","SRR9016907","SRR14766457","SRR14766402","SRR14766350","SRR19512134","NDSU22","SRR3037436","SRR27779118"
"yccX","","Acylphosphatase",581,581,1,1,4501,NA,NA,"",281,281,281,"ANCOLAMI_01616","JNEDFIJH_02008","OBCHFKCE_03811","NEANDPFB_00985","GEPIEMCB_03646","FCMCIBEK_01576","HAJGLMEJ_01507","BONMBINM_03488","GIBMOCCN_00144","IEMKGCAE_03512","KNJLKBEO_00976","NHCEEELK_00949","DLEGJOHP_04359","PEJBPJLM_00875","KJDDDPDM_04455"
"group_6638","","hypothetical protein",581,581,1,1,5347,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",275,275,275,"ANCOLAMI_00174","JNEDFIJH_00681","OBCHFKCE_01360","NEANDPFB_00178","GEPIEMCB_00570","FCMCIBEK_00571","HAJGLMEJ_03154","BONMBINM_00897","GIBMOCCN_00517","IEMKGCAE_01884","KNJLKBEO_01759","NHCEEELK_03283","DLEGJOHP_00570","PEJBPJLM_02908","KJDDDPDM_00173"
"group_6639","","hypothetical protein",581,581,1,1,3651,NA,NA,"",266,266,266,"ANCOLAMI_04497","JNEDFIJH_03279","OBCHFKCE_03955","NEANDPFB_00745","GEPIEMCB_04607","FCMCIBEK_04500","HAJGLMEJ_04102","BONMBINM_03042","GIBMOCCN_03896","IEMKGCAE_04367","KNJLKBEO_04110","NHCEEELK_04501","DLEGJOHP_04410","PEJBPJLM_04556","KJDDDPDM_04506"
"yihD","","Protein YihD",581,581,1,1,2209,NA,NA,"",269,269,269,"ANCOLAMI_04229","JNEDFIJH_03021","OBCHFKCE_03889","NEANDPFB_04320","GEPIEMCB_04141","FCMCIBEK_04054","HAJGLMEJ_02154","BONMBINM_04264","GIBMOCCN_03804","IEMKGCAE_04330","KNJLKBEO_02268","NHCEEELK_04133","DLEGJOHP_03879","PEJBPJLM_04151","KJDDDPDM_03763"
"tusB","","Protein TusB",581,581,1,1,1609,NA,NA,"",287,287,287,"ANCOLAMI_02704","JNEDFIJH_03815","OBCHFKCE_00268","NEANDPFB_02742","GEPIEMCB_02783","FCMCIBEK_02305","HAJGLMEJ_00730","BONMBINM_00051","GIBMOCCN_01337","IEMKGCAE_01033","KNJLKBEO_00762","NHCEEELK_01960","DLEGJOHP_01861","PEJBPJLM_02009","KJDDDPDM_01793"
"ygbF","","CRISPR-associated endoribonuclease Cas2",581,581,1,1,2977,NA,NA,"",293,293,293,"ANCOLAMI_00988","JNEDFIJH_00222","OBCHFKCE_01132","NEANDPFB_01689","GEPIEMCB_00989","FCMCIBEK_01167","HAJGLMEJ_01569","BONMBINM_01690","GIBMOCCN_01773","IEMKGCAE_00248","KNJLKBEO_01375","NHCEEELK_00423","DLEGJOHP_00992","PEJBPJLM_00424","KJDDDPDM_01164"
"yfhL","","Ferredoxin YfhL",581,581,1,1,4079,NA,NA,"",257,260,259,"ANCOLAMI_03040","JNEDFIJH_01451","OBCHFKCE_00345","NEANDPFB_03125","GEPIEMCB_03120","FCMCIBEK_03000","HAJGLMEJ_00990","BONMBINM_01319","GIBMOCCN_03989","IEMKGCAE_01364","KNJLKBEO_03936","NHCEEELK_02749","DLEGJOHP_02556","PEJBPJLM_02705","KJDDDPDM_03596"
"group_6647","","hypothetical protein",581,581,1,1,5471,NA,NA,"",281,281,281,"ANCOLAMI_00054","JNEDFIJH_01337","OBCHFKCE_02997","NEANDPFB_00057","GEPIEMCB_00690","FCMCIBEK_00691","HAJGLMEJ_02530","BONMBINM_01017","GIBMOCCN_00637","IEMKGCAE_02004","KNJLKBEO_03479","NHCEEELK_03162","DLEGJOHP_00690","PEJBPJLM_02788","KJDDDPDM_00053"
"uppP","","Undecaprenyl-diphosphatase",581,581,1,1,2692,NA,NA,"",812,821,820,"ANCOLAMI_01267","JNEDFIJH_02960","OBCHFKCE_03849","NEANDPFB_01409","GEPIEMCB_01268","FCMCIBEK_00888","HAJGLMEJ_00271","BONMBINM_00556","GIBMOCCN_01679","IEMKGCAE_00527","KNJLKBEO_02839","NHCEEELK_00144","DLEGJOHP_01271","PEJBPJLM_00145","KJDDDPDM_00885"
"ydcV_1","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,4319,NA,NA,"",833,845,844,"ANCOLAMI_01781","JNEDFIJH_01178","OBCHFKCE_02155","NEANDPFB_01149","GEPIEMCB_03277","FCMCIBEK_01740","HAJGLMEJ_01343","BONMBINM_02360","GIBMOCCN_00308","IEMKGCAE_02936","KNJLKBEO_00811","NHCEEELK_00785","DLEGJOHP_03000","PEJBPJLM_01040","KJDDDPDM_03811"
"glgS","","Surface composition regulator",581,581,1,1,2700,NA,NA,"",203,203,203,"ANCOLAMI_01259","JNEDFIJH_02952","OBCHFKCE_03857","NEANDPFB_01417","GEPIEMCB_01260","FCMCIBEK_00896","HAJGLMEJ_00263","BONMBINM_00564","GIBMOCCN_01687","IEMKGCAE_00519","KNJLKBEO_02847","NHCEEELK_00152","DLEGJOHP_01263","PEJBPJLM_00153","KJDDDPDM_00893"
"minE","","Cell division topological specificity factor",581,581,1,1,4780,NA,NA,"",266,266,266,"ANCOLAMI_00687","JNEDFIJH_02986","OBCHFKCE_04106","NEANDPFB_00668","GEPIEMCB_00056","FCMCIBEK_00057","HAJGLMEJ_03870","BONMBINM_02461","GIBMOCCN_03702","IEMKGCAE_03656","KNJLKBEO_00351","NHCEEELK_02066","DLEGJOHP_00056","PEJBPJLM_01951","KJDDDPDM_00687"
"lpp1","","Major outer membrane lipoprotein Lpp 1",581,581,1,1,5265,NA,NA,"",236,236,236,"ANCOLAMI_00250","JNEDFIJH_00756","OBCHFKCE_01436","NEANDPFB_00254","GEPIEMCB_00494","FCMCIBEK_00495","HAJGLMEJ_03078","BONMBINM_00821","GIBMOCCN_00441","IEMKGCAE_01808","KNJLKBEO_01683","NHCEEELK_03359","DLEGJOHP_00494","PEJBPJLM_02984","KJDDDPDM_00249"
"ulaC_2","","Ascorbate-specific PTS system EIIA component",581,581,1,1,6032,NA,NA,"",464,464,464,"ANCOLAMI_02162","JNEDFIJH_01758","OBCHFKCE_02549","NEANDPFB_02199","GEPIEMCB_02241","FCMCIBEK_02036","HAJGLMEJ_03448","BONMBINM_01903","GIBMOCCN_01057","IEMKGCAE_02148","KNJLKBEO_03161","NHCEEELK_01418","DLEGJOHP_01679","PEJBPJLM_01336","KJDDDPDM_01611"
"fliQ","","Flagellar biosynthetic protein FliQ",581,581,1,1,4615,NA,NA,"",269,269,269,"ANCOLAMI_01514","JNEDFIJH_02517","OBCHFKCE_01627","NEANDPFB_00884","GEPIEMCB_03747","FCMCIBEK_01475","HAJGLMEJ_02967","BONMBINM_02903","GIBMOCCN_00043","IEMKGCAE_03828","KNJLKBEO_03421","NHCEEELK_01050","DLEGJOHP_03788","PEJBPJLM_00773","KJDDDPDM_03226"
"carA","","Carbamoyl-phosphate synthase small chain",581,581,1,1,2531,NA,NA,"",1148,1163,1148,"ANCOLAMI_03704","JNEDFIJH_02554","OBCHFKCE_04129","NEANDPFB_03795","GEPIEMCB_04497","FCMCIBEK_03667","HAJGLMEJ_03262","BONMBINM_02760","GIBMOCCN_01526","IEMKGCAE_04207","KNJLKBEO_03862","NHCEEELK_03931","DLEGJOHP_03126","PEJBPJLM_03805","KJDDDPDM_02741"
"grxC","","Glutaredoxin 3",581,581,1,1,1877,NA,NA,"",251,251,251,"ANCOLAMI_02449","JNEDFIJH_03774","OBCHFKCE_00014","NEANDPFB_02487","GEPIEMCB_02528","FCMCIBEK_02559","HAJGLMEJ_00476","BONMBINM_00305","GIBMOCCN_03010","IEMKGCAE_00779","KNJLKBEO_00508","NHCEEELK_01705","DLEGJOHP_02116","PEJBPJLM_02264","KJDDDPDM_02048"
"group_6657","","hypothetical protein",581,581,1,1,1388,NA,NA,"",698,710,703,"ANCOLAMI_04344","JNEDFIJH_02094","OBCHFKCE_03403","NEANDPFB_04435","GEPIEMCB_04356","FCMCIBEK_04322","HAJGLMEJ_03542","BONMBINM_04034","GIBMOCCN_03491","IEMKGCAE_04136","KNJLKBEO_03639","NHCEEELK_04386","DLEGJOHP_04132","PEJBPJLM_04281","KJDDDPDM_04012"
"lldR_1","","Putative L-lactate dehydrogenase operon regulatory protein",581,581,1,1,6151,NA,NA,"",713,725,724,"ANCOLAMI_02049","JNEDFIJH_03485","OBCHFKCE_04220","NEANDPFB_02086","GEPIEMCB_02128","FCMCIBEK_02150","HAJGLMEJ_04617","BONMBINM_02599","GIBMOCCN_02632","IEMKGCAE_03274","KNJLKBEO_02810","NHCEEELK_01305","DLEGJOHP_01566","PEJBPJLM_01449","KJDDDPDM_01498"
"group_6659","","hypothetical protein",581,581,1,1,4743,NA,NA,"",191,191,191,"ANCOLAMI_00721","JNEDFIJH_03719","OBCHFKCE_04504","NEANDPFB_00702","GEPIEMCB_00021","FCMCIBEK_00022","HAJGLMEJ_03835","BONMBINM_02426","GIBMOCCN_03736","IEMKGCAE_03621","KNJLKBEO_00385","NHCEEELK_02031","DLEGJOHP_00021","PEJBPJLM_01985","KJDDDPDM_00721"
"fadH","","2,4-dienoyl-CoA reductase",581,581,1,1,2679,NA,NA,"",1982,2018,2017,"ANCOLAMI_01281","JNEDFIJH_00848","OBCHFKCE_02618","NEANDPFB_01395","GEPIEMCB_01282","FCMCIBEK_00874","HAJGLMEJ_00285","BONMBINM_00542","GIBMOCCN_01665","IEMKGCAE_00541","KNJLKBEO_03094","NHCEEELK_00130","DLEGJOHP_01285","PEJBPJLM_00131","KJDDDPDM_00871"
"mglB_2","","D-galactose-binding periplasmic protein",581,581,1,1,5915,NA,NA,"",197,197,197,"ANCOLAMI_03648","JNEDFIJH_02746","OBCHFKCE_01912","NEANDPFB_03521","GEPIEMCB_03573","FCMCIBEK_03610","HAJGLMEJ_02047","BONMBINM_01542","GIBMOCCN_02433","IEMKGCAE_02811","KNJLKBEO_03753","NHCEEELK_03699","DLEGJOHP_03503","PEJBPJLM_03324","KJDDDPDM_02690"
"group_6662","","hypothetical protein",581,581,1,1,2290,NA,NA,"",170,170,170,"ANCOLAMI_04153","JNEDFIJH_01588","OBCHFKCE_02812","NEANDPFB_04241","GEPIEMCB_04065","FCMCIBEK_04130","HAJGLMEJ_02230","BONMBINM_04187","GIBMOCCN_04161","IEMKGCAE_03944","KNJLKBEO_02344","NHCEEELK_04209","DLEGJOHP_03955","PEJBPJLM_04075","KJDDDPDM_03687"
"rpmF","","50S ribosomal protein L32",581,581,1,1,5466,NA,NA,"",173,173,173,"ANCOLAMI_00059","JNEDFIJH_01342","OBCHFKCE_02992","NEANDPFB_00062","GEPIEMCB_00685","FCMCIBEK_00686","HAJGLMEJ_02525","BONMBINM_01012","GIBMOCCN_00632","IEMKGCAE_01999","KNJLKBEO_03484","NHCEEELK_03167","DLEGJOHP_00685","PEJBPJLM_02793","KJDDDPDM_00058"
"group_6664","","hypothetical protein",581,581,1,1,4104,NA,NA,"",986,1001,986,"ANCOLAMI_03016","JNEDFIJH_01427","OBCHFKCE_00369","NEANDPFB_03101","GEPIEMCB_03096","FCMCIBEK_02976","HAJGLMEJ_00966","BONMBINM_01295","GIBMOCCN_04013","IEMKGCAE_01340","KNJLKBEO_03960","NHCEEELK_02725","DLEGJOHP_02532","PEJBPJLM_02681","KJDDDPDM_03572"
"group_6665","","hypothetical protein",581,581,1,1,6165,NA,NA,"",164,164,164,"ANCOLAMI_02035","JNEDFIJH_03499","OBCHFKCE_04234","NEANDPFB_02072","GEPIEMCB_02114","FCMCIBEK_02164","HAJGLMEJ_04519","BONMBINM_02613","GIBMOCCN_02618","IEMKGCAE_03288","KNJLKBEO_02796","NHCEEELK_01291","DLEGJOHP_01552","PEJBPJLM_01463","KJDDDPDM_01484"
"recD","","RecBCD enzyme subunit RecD",581,581,1,1,2914,NA,NA,"",1835,1865,1835,"ANCOLAMI_01052","JNEDFIJH_01683","OBCHFKCE_01196","NEANDPFB_01624","GEPIEMCB_01053","FCMCIBEK_01103","HAJGLMEJ_00056","BONMBINM_01626","GIBMOCCN_02024","IEMKGCAE_00312","KNJLKBEO_02594","NHCEEELK_00359","DLEGJOHP_01056","PEJBPJLM_00360","KJDDDPDM_01100"
"ydgI","","Putative arginine/ornithine antiporter",581,581,1,1,5159,NA,NA,"",1193,1214,1213,"ANCOLAMI_00351","JNEDFIJH_02185","OBCHFKCE_01851","NEANDPFB_00355","GEPIEMCB_00393","FCMCIBEK_00394","HAJGLMEJ_01828","BONMBINM_03703","GIBMOCCN_02312","IEMKGCAE_02341","KNJLKBEO_00014","NHCEEELK_02404","DLEGJOHP_00393","PEJBPJLM_01614","KJDDDPDM_00350"
"group_6668","","hypothetical protein",581,581,1,1,4120,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",179,179,179,"ANCOLAMI_03000","JNEDFIJH_01411","OBCHFKCE_00385","NEANDPFB_03085","GEPIEMCB_03080","FCMCIBEK_02960","HAJGLMEJ_00950","BONMBINM_01279","GIBMOCCN_04029","IEMKGCAE_01324","KNJLKBEO_01950","NHCEEELK_02709","DLEGJOHP_02516","PEJBPJLM_02665","KJDDDPDM_03556"
"group_6669","","hypothetical protein",581,581,1,1,2350,NA,NA,"",200,200,200,"ANCOLAMI_03882","JNEDFIJH_02665","OBCHFKCE_03689","NEANDPFB_03970","GEPIEMCB_03861","FCMCIBEK_03845","HAJGLMEJ_03422","BONMBINM_04251","GIBMOCCN_01351","IEMKGCAE_04262","KNJLKBEO_02136","NHCEEELK_03756","DLEGJOHP_03301","PEJBPJLM_03629","KJDDDPDM_02916"
"ompN_1","","Outer membrane porin N",581,581,1,1,5162,NA,NA,"",509,1151,1149,"ANCOLAMI_00348","JNEDFIJH_02188","OBCHFKCE_01854","NEANDPFB_00352","GEPIEMCB_00396","FCMCIBEK_00397","HAJGLMEJ_01825","BONMBINM_03700","GIBMOCCN_02315","IEMKGCAE_02338","KNJLKBEO_00011","NHCEEELK_02407","DLEGJOHP_00396","PEJBPJLM_01611","KJDDDPDM_00347"
"group_701","","hypothetical protein",581,581,1,1,5244,NA,NA,"",554,1211,1208,"ANCOLAMI_00269","JNEDFIJH_00775","OBCHFKCE_01455","NEANDPFB_00273","GEPIEMCB_00475","FCMCIBEK_00476","HAJGLMEJ_03601","BONMBINM_00802","GIBMOCCN_00422","IEMKGCAE_01789","KNJLKBEO_01664","NHCEEELK_03378","DLEGJOHP_00475","PEJBPJLM_03003","KJDDDPDM_00268"
"fadK","","Medium-chain fatty-acid--CoA ligase",581,581,1,1,5292,NA,NA,"",665,1640,1637,"ANCOLAMI_00224","JNEDFIJH_00730","OBCHFKCE_01410","NEANDPFB_00228","GEPIEMCB_00520","FCMCIBEK_00521","HAJGLMEJ_03104","BONMBINM_00847","GIBMOCCN_00467","IEMKGCAE_01834","KNJLKBEO_01709","NHCEEELK_03333","DLEGJOHP_00520","PEJBPJLM_02958","KJDDDPDM_00223"
"selD","","Selenide, water dikinase",581,581,1,1,5351,NA,NA,"",725,1043,1042,"ANCOLAMI_00171","JNEDFIJH_00678","OBCHFKCE_01357","NEANDPFB_00175","GEPIEMCB_00573","FCMCIBEK_00574","HAJGLMEJ_03157","BONMBINM_00900","GIBMOCCN_00520","IEMKGCAE_01887","KNJLKBEO_01762","NHCEEELK_03280","DLEGJOHP_00573","PEJBPJLM_02905","KJDDDPDM_00170"
"group_717","","hypothetical protein",581,581,1,1,5395,NA,NA,"",806,1133,1132,"ANCOLAMI_00127","JNEDFIJH_03686","OBCHFKCE_04265","NEANDPFB_00130","GEPIEMCB_00617","FCMCIBEK_00618","HAJGLMEJ_02457","BONMBINM_00944","GIBMOCCN_00564","IEMKGCAE_01931","KNJLKBEO_04544","NHCEEELK_03236","DLEGJOHP_00617","PEJBPJLM_02861","KJDDDPDM_00126"
"roxA","","50S ribosomal protein L16 3-hydroxylase",581,581,1,1,5425,NA,NA,"",683,1121,1120,"ANCOLAMI_00097","JNEDFIJH_01380","OBCHFKCE_02954","NEANDPFB_00100","GEPIEMCB_00647","FCMCIBEK_00648","HAJGLMEJ_02487","BONMBINM_00974","GIBMOCCN_00594","IEMKGCAE_01961","KNJLKBEO_03522","NHCEEELK_03206","DLEGJOHP_00647","PEJBPJLM_02831","KJDDDPDM_00096"
"clsC","","Cardiolipin synthase C",581,581,1,1,5514,NA,NA,"",461,1484,1481,"ANCOLAMI_00015","JNEDFIJH_01298","OBCHFKCE_03036","NEANDPFB_00018","GEPIEMCB_00729","FCMCIBEK_00730","HAJGLMEJ_02569","BONMBINM_01056","GIBMOCCN_00676","IEMKGCAE_02043","KNJLKBEO_03440","NHCEEELK_03123","DLEGJOHP_00729","PEJBPJLM_02749","KJDDDPDM_00014"
"csgD","","putative csgAB operon transcriptional regulatory protein",581,581,1,1,5520,NA,NA,"",302,650,647,"ANCOLAMI_00009","JNEDFIJH_04509","OBCHFKCE_03042","NEANDPFB_00012","GEPIEMCB_00735","FCMCIBEK_00736","HAJGLMEJ_02575","BONMBINM_04651","GIBMOCCN_00682","IEMKGCAE_02049","KNJLKBEO_04626","NHCEEELK_03117","DLEGJOHP_00735","PEJBPJLM_02743","KJDDDPDM_00008"
"gpFI","","Putative prophage major tail sheath protein",581,581,1,1,3047,NA,NA,"",680,1172,1171,"ANCOLAMI_00780","JNEDFIJH_00430","OBCHFKCE_00924","NEANDPFB_01897","GEPIEMCB_00781","FCMCIBEK_04476","HAJGLMEJ_01777","BONMBINM_03373","GIBMOCCN_03959","IEMKGCAE_00038","KNJLKBEO_01583","NHCEEELK_00631","DLEGJOHP_00784","PEJBPJLM_00632","KJDDDPDM_04253"
"group_740","","hypothetical protein",581,581,1,1,3049,NA,NA,"",1502,1685,1684,"ANCOLAMI_00782","JNEDFIJH_00428","OBCHFKCE_00926","NEANDPFB_01895","GEPIEMCB_00783","FCMCIBEK_04478","HAJGLMEJ_01775","BONMBINM_03375","GIBMOCCN_03961","IEMKGCAE_00040","KNJLKBEO_01581","NHCEEELK_00629","DLEGJOHP_00786","PEJBPJLM_00630","KJDDDPDM_04255"
"group_746","","hypothetical protein",581,581,1,1,2974,NA,NA,"",455,746,744,"ANCOLAMI_00991","JNEDFIJH_00219","OBCHFKCE_01135","NEANDPFB_01686","GEPIEMCB_00992","FCMCIBEK_01164","HAJGLMEJ_01566","BONMBINM_01687","GIBMOCCN_01770","IEMKGCAE_00251","KNJLKBEO_01372","NHCEEELK_00420","DLEGJOHP_00995","PEJBPJLM_00421","KJDDDPDM_01161"
"ygcB","","CRISPR-associated endonuclease/helicase Cas3",581,581,1,1,2968,NA,NA,"",1850,2261,2259,"ANCOLAMI_00996","JNEDFIJH_00214","OBCHFKCE_01140","NEANDPFB_01681","GEPIEMCB_00997","FCMCIBEK_01159","HAJGLMEJ_01561","BONMBINM_01682","GIBMOCCN_01765","IEMKGCAE_00256","KNJLKBEO_01367","NHCEEELK_00415","DLEGJOHP_01000","PEJBPJLM_00416","KJDDDPDM_01156"
"rlmM","","Ribosomal RNA large subunit methyltransferase M",581,581,1,1,2926,NA,NA,"",887,1100,1066,"ANCOLAMI_01038","JNEDFIJH_01697","OBCHFKCE_01182","NEANDPFB_01638","GEPIEMCB_01039","FCMCIBEK_01117","HAJGLMEJ_00042","BONMBINM_01640","GIBMOCCN_02009","IEMKGCAE_00298","KNJLKBEO_02580","NHCEEELK_00373","DLEGJOHP_01042","PEJBPJLM_00374","KJDDDPDM_01114"
"kduD","","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",581,581,1,1,2890,NA,NA,"",395,761,760,"ANCOLAMI_01076","JNEDFIJH_01659","OBCHFKCE_01220","NEANDPFB_01600","GEPIEMCB_01077","FCMCIBEK_01079","HAJGLMEJ_00080","BONMBINM_01602","GIBMOCCN_02048","IEMKGCAE_00336","KNJLKBEO_02618","NHCEEELK_00335","DLEGJOHP_01080","PEJBPJLM_00336","KJDDDPDM_01076"
"rcnR","","Transcriptional repressor RcnR",581,581,1,1,2884,NA,NA,"",173,272,271,"ANCOLAMI_01082","JNEDFIJH_01653","OBCHFKCE_01226","NEANDPFB_01594","GEPIEMCB_01083","FCMCIBEK_01073","HAJGLMEJ_00086","BONMBINM_01596","GIBMOCCN_02054","IEMKGCAE_00342","KNJLKBEO_02624","NHCEEELK_00329","DLEGJOHP_01086","PEJBPJLM_00330","KJDDDPDM_01070"
"group_780","","hypothetical protein",581,581,1,1,2607,NA,NA,"",206,959,952,"ANCOLAMI_01348","JNEDFIJH_00915","OBCHFKCE_02685","NEANDPFB_01328","GEPIEMCB_01349","FCMCIBEK_00807","HAJGLMEJ_00352","BONMBINM_00475","GIBMOCCN_01598","IEMKGCAE_00608","KNJLKBEO_03027","NHCEEELK_00063","DLEGJOHP_01352","PEJBPJLM_00063","KJDDDPDM_00804"
"zapE","","Cell division protein ZapE",581,581,1,1,2550,NA,NA,"",800,1124,1122,"ANCOLAMI_01405","JNEDFIJH_00972","OBCHFKCE_02742","NEANDPFB_01271","GEPIEMCB_01406","FCMCIBEK_00750","HAJGLMEJ_00409","BONMBINM_00419","GIBMOCCN_01541","IEMKGCAE_00665","KNJLKBEO_02970","NHCEEELK_00006","DLEGJOHP_01409","PEJBPJLM_00006","KJDDDPDM_00747"
"leuC","","3-isopropylmalate dehydratase large subunit",581,581,1,1,797,NA,NA,"",1058,1421,1420,"ANCOLAMI_03146","JNEDFIJH_01261","OBCHFKCE_00850","NEANDPFB_03231","GEPIEMCB_01490","FCMCIBEK_03277","HAJGLMEJ_01266","BONMBINM_03292","GIBMOCCN_03416","IEMKGCAE_01640","KNJLKBEO_01313","NHCEEELK_03025","DLEGJOHP_02662","PEJBPJLM_03539","KJDDDPDM_02237"
"citF_2","","Citrate lyase alpha chain",581,581,1,1,379,NA,NA,"",1190,1529,1528,"ANCOLAMI_03956","JNEDFIJH_01965","OBCHFKCE_02417","NEANDPFB_04044","GEPIEMCB_01845","FCMCIBEK_03919","HAJGLMEJ_02377","BONMBINM_03195","GIBMOCCN_02931","IEMKGCAE_03185","KNJLKBEO_02068","NHCEEELK_03998","DLEGJOHP_03369","PEJBPJLM_03878","KJDDDPDM_02990"
"esiB_3","","Secretory immunoglobulin A-binding protein EsiB",581,581,1,1,343,NA,NA,"",650,995,993,"ANCOLAMI_03990","JNEDFIJH_01931","OBCHFKCE_02383","NEANDPFB_04078","GEPIEMCB_01879","FCMCIBEK_03953","HAJGLMEJ_02343","BONMBINM_03161","GIBMOCCN_02897","IEMKGCAE_03151","KNJLKBEO_02034","NHCEEELK_04032","DLEGJOHP_03403","PEJBPJLM_03912","KJDDDPDM_03024"
"iprA_2","","Inhibitor of hydrogen peroxide resistance",581,581,1,1,43,NA,NA,"",422,704,703,"ANCOLAMI_01933","JNEDFIJH_03159","OBCHFKCE_02855","NEANDPFB_01970","GEPIEMCB_02012","FCMCIBEK_02266","HAJGLMEJ_02622","BONMBINM_02715","GIBMOCCN_02516","IEMKGCAE_03390","KNJLKBEO_02694","NHCEEELK_01189","DLEGJOHP_01450","PEJBPJLM_01565","KJDDDPDM_01382"
"fimF_1","","Protein FimF",581,581,1,1,67,NA,NA,"",278,545,542,"ANCOLAMI_01957","JNEDFIJH_01834","OBCHFKCE_02879","NEANDPFB_01994","GEPIEMCB_02036","FCMCIBEK_02242","HAJGLMEJ_02646","BONMBINM_02691","GIBMOCCN_02540","IEMKGCAE_03366","KNJLKBEO_02718","NHCEEELK_01213","DLEGJOHP_01474","PEJBPJLM_01541","KJDDDPDM_01406"
"yjjV","","putative metal-dependent hydrolase YjjV",581,581,1,1,6216,NA,NA,"",569,773,772,"ANCOLAMI_01986","JNEDFIJH_01863","OBCHFKCE_02908","NEANDPFB_02023","GEPIEMCB_02065","FCMCIBEK_02213","HAJGLMEJ_02675","BONMBINM_02662","GIBMOCCN_02569","IEMKGCAE_03337","KNJLKBEO_02747","NHCEEELK_01242","DLEGJOHP_01503","PEJBPJLM_01512","KJDDDPDM_01435"
"group_849","","hypothetical protein",581,581,1,1,6167,NA,NA,"",218,3266,3257,"ANCOLAMI_02033","JNEDFIJH_03501","OBCHFKCE_04236","NEANDPFB_02070","GEPIEMCB_02112","FCMCIBEK_02166","HAJGLMEJ_04521","BONMBINM_02615","GIBMOCCN_02616","IEMKGCAE_03290","KNJLKBEO_02794","NHCEEELK_01289","DLEGJOHP_01550","PEJBPJLM_01465","KJDDDPDM_01482"
"group_850","","hypothetical protein",581,581,1,1,6158,NA,NA,"",500,671,670,"ANCOLAMI_02042","JNEDFIJH_03492","OBCHFKCE_04227","NEANDPFB_02079","GEPIEMCB_02121","FCMCIBEK_02157","HAJGLMEJ_04512","BONMBINM_02606","GIBMOCCN_02625","IEMKGCAE_03281","KNJLKBEO_02803","NHCEEELK_01298","DLEGJOHP_01559","PEJBPJLM_01456","KJDDDPDM_01491"
"yjgN_2","","Inner membrane protein YjgN",581,581,1,1,6105,NA,NA,"",323,848,846,"ANCOLAMI_02092","JNEDFIJH_04251","OBCHFKCE_04481","NEANDPFB_02129","GEPIEMCB_02171","FCMCIBEK_02107","HAJGLMEJ_04548","BONMBINM_01833","GIBMOCCN_01127","IEMKGCAE_02078","KNJLKBEO_04400","NHCEEELK_01348","DLEGJOHP_01609","PEJBPJLM_01406","KJDDDPDM_01541"
"treB","","PTS system trehalose-specific EIIBC component",581,581,1,1,6085,NA,NA,"",875,1418,1417,"ANCOLAMI_02112","JNEDFIJH_03447","OBCHFKCE_02499","NEANDPFB_02149","GEPIEMCB_02191","FCMCIBEK_02087","HAJGLMEJ_03498","BONMBINM_01853","GIBMOCCN_01107","IEMKGCAE_02098","KNJLKBEO_03111","NHCEEELK_01368","DLEGJOHP_01629","PEJBPJLM_01386","KJDDDPDM_01561"
"group_859","","hypothetical protein",581,581,1,1,6041,NA,NA,"",854,926,925,"ANCOLAMI_02153","JNEDFIJH_01749","OBCHFKCE_02540","NEANDPFB_02190","GEPIEMCB_02232","FCMCIBEK_02045","HAJGLMEJ_03457","BONMBINM_01894","GIBMOCCN_01066","IEMKGCAE_02139","KNJLKBEO_03152","NHCEEELK_01409","DLEGJOHP_01670","PEJBPJLM_01345","KJDDDPDM_01602"
"aceB","","Malate synthase A",581,581,1,1,2006,NA,NA,"",1298,1601,1599,"ANCOLAMI_02338","JNEDFIJH_04217","OBCHFKCE_03318","NEANDPFB_02376","GEPIEMCB_02417","FCMCIBEK_01859","HAJGLMEJ_03983","BONMBINM_04006","GIBMOCCN_04470","IEMKGCAE_02325","KNJLKBEO_03802","NHCEEELK_01594","DLEGJOHP_01855","PEJBPJLM_01159","KJDDDPDM_01787"
"aspT_2","","Aspartate/alanine antiporter",581,581,1,1,1442,NA,NA,"",1178,1661,1660,"ANCOLAMI_02345","JNEDFIJH_01482","OBCHFKCE_03224","NEANDPFB_02383","GEPIEMCB_02424","FCMCIBEK_02663","HAJGLMEJ_04039","BONMBINM_00409","GIBMOCCN_04092","IEMKGCAE_00675","KNJLKBEO_00404","NHCEEELK_01601","DLEGJOHP_02220","PEJBPJLM_02368","KJDDDPDM_02152"
