"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR13643357","SRR5905013","SRR5350414","SRR3000883","SRR16297813","SRR14766377","SRR14766364","SRR1556977","SRR28412144","NDSU12","SRR13641927","SRR19397116","SRR14766330","SRR14766433"
"yjhC","","putative oxidoreductase YjhC",579,579,1,1,4556,NA,NA,"",1103,1103,1103,"CDDPGOFG_04729","MCHABJHI_01569","PNLCLONJ_02509","ILNMAOIA_00551","PHBHKDKN_00600","GDLLMNMD_00331","JHIODDIP_01419","KBJJGPAO_03956","KLKGDDID_02599","GLCMENJN_01685","KMJDPIGG_04054","KCFKLOLI_00999","KKIADDGI_00961","POPOBFCK_00330","JOCLDNKJ_04070"
"group_2935","","hypothetical protein",579,579,1,1,4557,NA,NA,"",293,293,293,"CDDPGOFG_04728","MCHABJHI_01568","PNLCLONJ_02510","ILNMAOIA_00552","PHBHKDKN_00599","GDLLMNMD_00332","JHIODDIP_01420","KBJJGPAO_03957","KLKGDDID_02600","GLCMENJN_01686","KMJDPIGG_04053","KCFKLOLI_01000","KKIADDGI_00960","POPOBFCK_00331","JOCLDNKJ_04069"
"group_2936","","hypothetical protein",579,579,1,1,4558,NA,NA,"",218,218,218,"CDDPGOFG_04727","MCHABJHI_01567","PNLCLONJ_02511","ILNMAOIA_00553","PHBHKDKN_00598","GDLLMNMD_00333","JHIODDIP_01421","KBJJGPAO_03958","KLKGDDID_02601","GLCMENJN_01687","KMJDPIGG_04052","KCFKLOLI_01001","KKIADDGI_00959","POPOBFCK_00332","JOCLDNKJ_04068"
"group_2941","","hypothetical protein",579,579,1,1,4565,NA,NA,"",1358,1364,1363,"CDDPGOFG_01920","MCHABJHI_01560","PNLCLONJ_04585","ILNMAOIA_00560","PHBHKDKN_00591","GDLLMNMD_00340","JHIODDIP_01428","KBJJGPAO_03965","KLKGDDID_02608","GLCMENJN_01694","KMJDPIGG_04045","KCFKLOLI_01008","KKIADDGI_00952","POPOBFCK_00339","JOCLDNKJ_04061"
"motA","","Motility protein A",579,579,1,1,4666,NA,NA,"",887,887,887,"CDDPGOFG_02016","MCHABJHI_01464","PNLCLONJ_03375","ILNMAOIA_00655","PHBHKDKN_00496","GDLLMNMD_00435","JHIODDIP_03491","KBJJGPAO_01763","KLKGDDID_04313","GLCMENJN_01789","KMJDPIGG_03950","KCFKLOLI_01104","KKIADDGI_00857","POPOBFCK_00434","JOCLDNKJ_02859"
"motB","","Motility protein B",579,579,1,1,4667,NA,NA,"",929,929,929,"CDDPGOFG_02017","MCHABJHI_01463","PNLCLONJ_03376","ILNMAOIA_00656","PHBHKDKN_00495","GDLLMNMD_00436","JHIODDIP_03492","KBJJGPAO_01764","KLKGDDID_04312","GLCMENJN_01790","KMJDPIGG_03949","KCFKLOLI_01105","KKIADDGI_00856","POPOBFCK_00435","JOCLDNKJ_02858"
"lsrB","","Autoinducer 2-binding protein LsrB",579,579,1,1,2297,NA,NA,"",1013,1022,1021,"CDDPGOFG_02247","MCHABJHI_04145","PNLCLONJ_01779","ILNMAOIA_03497","PHBHKDKN_03779","GDLLMNMD_04140","JHIODDIP_02624","KBJJGPAO_01928","KLKGDDID_04050","GLCMENJN_04035","KMJDPIGG_04167","KCFKLOLI_04085","KKIADDGI_04151","POPOBFCK_03805","JOCLDNKJ_02165"
"group_3101","","hypothetical protein",579,579,1,1,3258,NA,NA,"",338,338,338,"CDDPGOFG_04109","MCHABJHI_04314","PNLCLONJ_04002","ILNMAOIA_04358","PHBHKDKN_04204","GDLLMNMD_04309","JHIODDIP_03478","KBJJGPAO_04029","KLKGDDID_04112","GLCMENJN_04096","KMJDPIGG_04228","KCFKLOLI_04255","KKIADDGI_04212","POPOBFCK_04203","JOCLDNKJ_03294"
"group_3107","","hypothetical protein",579,579,1,1,3265,NA,NA,"",362,362,362,"CDDPGOFG_04116","MCHABJHI_04307","PNLCLONJ_04009","ILNMAOIA_04351","PHBHKDKN_04197","GDLLMNMD_04302","JHIODDIP_03471","KBJJGPAO_04022","KLKGDDID_04119","GLCMENJN_04103","KMJDPIGG_04235","KCFKLOLI_04248","KKIADDGI_04219","POPOBFCK_04210","JOCLDNKJ_03287"
"group_3108","","hypothetical protein",579,579,1,1,3266,NA,NA,"",341,341,341,"CDDPGOFG_04117","MCHABJHI_04306","PNLCLONJ_04010","ILNMAOIA_04350","PHBHKDKN_04196","GDLLMNMD_04301","JHIODDIP_03470","KBJJGPAO_04021","KLKGDDID_04120","GLCMENJN_04104","KMJDPIGG_04236","KCFKLOLI_04247","KKIADDGI_04220","POPOBFCK_04211","JOCLDNKJ_03286"
"oxyR_4","","Hydrogen peroxide-inducible genes activator",579,579,1,1,3268,NA,NA,"",887,887,887,"CDDPGOFG_04118","MCHABJHI_04305","PNLCLONJ_04011","ILNMAOIA_04349","PHBHKDKN_04195","GDLLMNMD_04300","JHIODDIP_03469","KBJJGPAO_04020","KLKGDDID_04121","GLCMENJN_04105","KMJDPIGG_04237","KCFKLOLI_04246","KKIADDGI_04221","POPOBFCK_04212","JOCLDNKJ_03285"
"ilvC","","Ketol-acid reductoisomerase (NADP(+))",579,579,1,1,3269,NA,NA,"",1475,1475,1475,"CDDPGOFG_04119","MCHABJHI_04304","PNLCLONJ_04012","ILNMAOIA_04348","PHBHKDKN_04194","GDLLMNMD_04299","JHIODDIP_03468","KBJJGPAO_04019","KLKGDDID_04122","GLCMENJN_04106","KMJDPIGG_04238","KCFKLOLI_04245","KKIADDGI_04222","POPOBFCK_04213","JOCLDNKJ_03284"
"ppiC","","Peptidyl-prolyl cis-trans isomerase C",579,579,1,1,3270,NA,NA,"",281,281,281,"CDDPGOFG_04120","MCHABJHI_04303","PNLCLONJ_04013","ILNMAOIA_04347","PHBHKDKN_04193","GDLLMNMD_04298","JHIODDIP_03467","KBJJGPAO_04018","KLKGDDID_04123","GLCMENJN_04107","KMJDPIGG_04239","KCFKLOLI_04244","KKIADDGI_04223","POPOBFCK_04214","JOCLDNKJ_03283"
"rep_2","","ATP-dependent DNA helicase Rep",579,579,1,1,3271,NA,NA,"",2024,2024,2024,"CDDPGOFG_04121","MCHABJHI_04302","PNLCLONJ_04014","ILNMAOIA_04346","PHBHKDKN_04192","GDLLMNMD_04297","JHIODDIP_03466","KBJJGPAO_04017","KLKGDDID_04124","GLCMENJN_04108","KMJDPIGG_04240","KCFKLOLI_04243","KKIADDGI_04224","POPOBFCK_04215","JOCLDNKJ_03282"
"trxA","","Thioredoxin 1",579,579,1,1,3342,NA,NA,"",329,329,329,"CDDPGOFG_04124","MCHABJHI_04299","PNLCLONJ_04017","ILNMAOIA_04343","PHBHKDKN_04189","GDLLMNMD_04294","JHIODDIP_03463","KBJJGPAO_04014","KLKGDDID_04127","GLCMENJN_04111","KMJDPIGG_04243","KCFKLOLI_04240","KKIADDGI_04227","POPOBFCK_04218","JOCLDNKJ_03279"
"rho","","Transcription termination factor Rho",579,579,1,1,3341,NA,NA,"",1259,1259,1259,"CDDPGOFG_04125","MCHABJHI_04298","PNLCLONJ_04018","ILNMAOIA_04342","PHBHKDKN_04188","GDLLMNMD_04293","JHIODDIP_03462","KBJJGPAO_04013","KLKGDDID_04128","GLCMENJN_04112","KMJDPIGG_04244","KCFKLOLI_04239","KKIADDGI_04228","POPOBFCK_04219","JOCLDNKJ_03278"
"wecA","","Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase",579,579,1,1,3340,NA,NA,"",1103,1103,1103,"CDDPGOFG_04126","MCHABJHI_04297","PNLCLONJ_04019","ILNMAOIA_04341","PHBHKDKN_04187","GDLLMNMD_04292","JHIODDIP_03461","KBJJGPAO_04012","KLKGDDID_04129","GLCMENJN_04113","KMJDPIGG_04245","KCFKLOLI_04238","KKIADDGI_04229","POPOBFCK_04220","JOCLDNKJ_03277"
"wzzE","","ECA polysaccharide chain length modulation protein",579,579,1,1,3339,NA,NA,"",1046,1046,1046,"CDDPGOFG_04127","MCHABJHI_04296","PNLCLONJ_04020","ILNMAOIA_04340","PHBHKDKN_04186","GDLLMNMD_04291","JHIODDIP_03460","KBJJGPAO_04011","KLKGDDID_04130","GLCMENJN_04114","KMJDPIGG_04246","KCFKLOLI_04237","KKIADDGI_04230","POPOBFCK_04221","JOCLDNKJ_03276"
"wecB","","UDP-N-acetylglucosamine 2-epimerase",579,579,1,1,3338,NA,NA,"",1085,1085,1085,"CDDPGOFG_04128","MCHABJHI_04295","PNLCLONJ_04021","ILNMAOIA_04339","PHBHKDKN_04185","GDLLMNMD_04290","JHIODDIP_03459","KBJJGPAO_04010","KLKGDDID_04131","GLCMENJN_04115","KMJDPIGG_04247","KCFKLOLI_04236","KKIADDGI_04231","POPOBFCK_04222","JOCLDNKJ_03275"
"rffG","","dTDP-glucose 4,6-dehydratase 2",579,579,1,1,3336,NA,NA,"",1067,1067,1067,"CDDPGOFG_04130","MCHABJHI_04293","PNLCLONJ_04023","ILNMAOIA_04337","PHBHKDKN_04183","GDLLMNMD_04288","JHIODDIP_03457","KBJJGPAO_04008","KLKGDDID_04133","GLCMENJN_04117","KMJDPIGG_04249","KCFKLOLI_04234","KKIADDGI_04233","POPOBFCK_04224","JOCLDNKJ_03273"
"group_3119","","hypothetical protein",579,579,1,1,3335,NA,NA,"",224,224,224,"CDDPGOFG_04131","MCHABJHI_04292","PNLCLONJ_04024","ILNMAOIA_04336","PHBHKDKN_04182","GDLLMNMD_04287","JHIODDIP_03456","KBJJGPAO_04007","KLKGDDID_04134","GLCMENJN_04118","KMJDPIGG_04250","KCFKLOLI_04233","KKIADDGI_04234","POPOBFCK_04225","JOCLDNKJ_03272"
"wecD","","dTDP-fucosamine acetyltransferase",579,579,1,1,3334,NA,NA,"",677,677,677,"CDDPGOFG_04132","MCHABJHI_04291","PNLCLONJ_04025","ILNMAOIA_04335","PHBHKDKN_04181","GDLLMNMD_04286","JHIODDIP_03455","KBJJGPAO_04006","KLKGDDID_04135","GLCMENJN_04119","KMJDPIGG_04251","KCFKLOLI_04232","KKIADDGI_04235","POPOBFCK_04226","JOCLDNKJ_03271"
"wecE","","dTDP-4-amino-4,6-dideoxygalactose transaminase",579,579,1,1,3333,NA,NA,"",1130,1130,1130,"CDDPGOFG_04133","MCHABJHI_04290","PNLCLONJ_04026","ILNMAOIA_04334","PHBHKDKN_04180","GDLLMNMD_04285","JHIODDIP_03454","KBJJGPAO_04005","KLKGDDID_04136","GLCMENJN_04120","KMJDPIGG_04252","KCFKLOLI_04231","KKIADDGI_04236","POPOBFCK_04227","JOCLDNKJ_03270"
"wzxE","","Lipid III flippase",579,579,1,1,3332,NA,NA,"",1250,1250,1250,"CDDPGOFG_04134","MCHABJHI_04289","PNLCLONJ_04027","ILNMAOIA_04333","PHBHKDKN_04179","GDLLMNMD_04284","JHIODDIP_03453","KBJJGPAO_04004","KLKGDDID_04137","GLCMENJN_04121","KMJDPIGG_04253","KCFKLOLI_04230","KKIADDGI_04237","POPOBFCK_04228","JOCLDNKJ_03269"
"wecF","","TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase",579,579,1,1,3331,NA,NA,"",1079,1079,1079,"CDDPGOFG_04135","MCHABJHI_04288","PNLCLONJ_04028","ILNMAOIA_04332","PHBHKDKN_04178","GDLLMNMD_04283","JHIODDIP_03452","KBJJGPAO_04003","KLKGDDID_04138","GLCMENJN_04122","KMJDPIGG_04254","KCFKLOLI_04229","KKIADDGI_04238","POPOBFCK_04229","JOCLDNKJ_03268"
"wzyE","","putative ECA polymerase",579,579,1,1,3330,NA,NA,"",1358,1358,1358,"CDDPGOFG_04136","MCHABJHI_04287","PNLCLONJ_04029","ILNMAOIA_04331","PHBHKDKN_04177","GDLLMNMD_04282","JHIODDIP_03451","KBJJGPAO_04002","KLKGDDID_04139","GLCMENJN_04123","KMJDPIGG_04255","KCFKLOLI_04228","KKIADDGI_04239","POPOBFCK_04230","JOCLDNKJ_03267"
"wecG","","UDP-N-acetyl-D-mannosaminuronic acid transferase",579,579,1,1,3329,NA,NA,"",740,740,740,"CDDPGOFG_04137","MCHABJHI_04286","PNLCLONJ_04030","ILNMAOIA_04330","PHBHKDKN_04176","GDLLMNMD_04281","JHIODDIP_03450","KBJJGPAO_04001","KLKGDDID_04140","GLCMENJN_04124","KMJDPIGG_04256","KCFKLOLI_04227","KKIADDGI_04240","POPOBFCK_04231","JOCLDNKJ_03266"
"yifK","","putative transport protein YifK",579,579,1,1,3328,NA,NA,"",1385,1385,1385,"CDDPGOFG_04138","MCHABJHI_04285","PNLCLONJ_04031","ILNMAOIA_04329","PHBHKDKN_04175","GDLLMNMD_04280","JHIODDIP_03449","KBJJGPAO_04000","KLKGDDID_04141","GLCMENJN_04125","KMJDPIGG_04257","KCFKLOLI_04226","KKIADDGI_04241","POPOBFCK_04232","JOCLDNKJ_03265"
"hemX","","Protein HemX",579,579,1,1,3325,NA,NA,"",1169,1169,1169,"CDDPGOFG_03824","MCHABJHI_04279","PNLCLONJ_04037","ILNMAOIA_04323","PHBHKDKN_04169","GDLLMNMD_04274","JHIODDIP_03443","KBJJGPAO_03994","KLKGDDID_04147","GLCMENJN_04131","KMJDPIGG_04263","KCFKLOLI_04220","KKIADDGI_04247","POPOBFCK_04238","JOCLDNKJ_03259"
"hemD","","Uroporphyrinogen-III synthase",579,579,1,1,3324,NA,NA,"",740,740,740,"CDDPGOFG_03823","MCHABJHI_04278","PNLCLONJ_04038","ILNMAOIA_04322","PHBHKDKN_04168","GDLLMNMD_04273","JHIODDIP_03442","KBJJGPAO_03993","KLKGDDID_04148","GLCMENJN_04132","KMJDPIGG_04264","KCFKLOLI_04219","KKIADDGI_04248","POPOBFCK_04239","JOCLDNKJ_03258"
"hemC","","Porphobilinogen deaminase",579,579,1,1,3323,NA,NA,"",962,962,962,"CDDPGOFG_03822","MCHABJHI_04277","PNLCLONJ_04039","ILNMAOIA_04321","PHBHKDKN_04167","GDLLMNMD_04272","JHIODDIP_03441","KBJJGPAO_03992","KLKGDDID_04149","GLCMENJN_04133","KMJDPIGG_04265","KCFKLOLI_04218","KKIADDGI_04249","POPOBFCK_04240","JOCLDNKJ_03257"
"group_3131","","hypothetical protein",579,579,1,1,3319,NA,NA,"",380,380,380,"CDDPGOFG_03819","MCHABJHI_04274","PNLCLONJ_04042","ILNMAOIA_04318","PHBHKDKN_04164","GDLLMNMD_04269","JHIODDIP_03438","KBJJGPAO_03989","KLKGDDID_04152","GLCMENJN_04136","KMJDPIGG_04268","KCFKLOLI_04215","KKIADDGI_04252","POPOBFCK_04243","JOCLDNKJ_03254"
"group_3133","","hypothetical protein",579,579,1,1,3316,NA,NA,"",251,251,251,"CDDPGOFG_03817","MCHABJHI_04272","PNLCLONJ_04044","ILNMAOIA_04316","PHBHKDKN_04162","GDLLMNMD_04267","JHIODDIP_03436","KBJJGPAO_03987","KLKGDDID_04154","GLCMENJN_04138","KMJDPIGG_04270","KCFKLOLI_04213","KKIADDGI_04254","POPOBFCK_04245","JOCLDNKJ_03252"
"group_3134","","hypothetical protein",579,579,1,1,3315,NA,NA,"",203,203,203,"CDDPGOFG_03816","MCHABJHI_04271","PNLCLONJ_04045","ILNMAOIA_04315","PHBHKDKN_04161","GDLLMNMD_04266","JHIODDIP_03435","KBJJGPAO_03986","KLKGDDID_04155","GLCMENJN_04139","KMJDPIGG_04271","KCFKLOLI_04212","KKIADDGI_04255","POPOBFCK_04246","JOCLDNKJ_03251"
"dapF","","Diaminopimelate epimerase",579,579,1,1,3314,NA,NA,"",824,824,824,"CDDPGOFG_03815","MCHABJHI_04270","PNLCLONJ_04046","ILNMAOIA_04314","PHBHKDKN_04160","GDLLMNMD_04265","JHIODDIP_03434","KBJJGPAO_03985","KLKGDDID_04156","GLCMENJN_04140","KMJDPIGG_04272","KCFKLOLI_04211","KKIADDGI_04256","POPOBFCK_04247","JOCLDNKJ_03250"
"group_3136","","hypothetical protein",579,579,1,1,3313,NA,NA,"",707,707,707,"CDDPGOFG_03814","MCHABJHI_04269","PNLCLONJ_04047","ILNMAOIA_04313","PHBHKDKN_04159","GDLLMNMD_04264","JHIODDIP_03433","KBJJGPAO_03984","KLKGDDID_04157","GLCMENJN_04141","KMJDPIGG_04273","KCFKLOLI_04210","KKIADDGI_04257","POPOBFCK_04248","JOCLDNKJ_03249"
"xerC_2","","Tyrosine recombinase XerC",579,579,1,1,3312,NA,NA,"",902,902,902,"CDDPGOFG_03813","MCHABJHI_04268","PNLCLONJ_04048","ILNMAOIA_04312","PHBHKDKN_04158","GDLLMNMD_04263","JHIODDIP_03432","KBJJGPAO_03983","KLKGDDID_04158","GLCMENJN_04142","KMJDPIGG_04274","KCFKLOLI_04209","KKIADDGI_04258","POPOBFCK_04249","JOCLDNKJ_03248"
"yigB","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB",579,579,1,1,3311,NA,NA,"",716,716,716,"CDDPGOFG_03812","MCHABJHI_04267","PNLCLONJ_04049","ILNMAOIA_04311","PHBHKDKN_04157","GDLLMNMD_04262","JHIODDIP_03431","KBJJGPAO_03982","KLKGDDID_04159","GLCMENJN_04143","KMJDPIGG_04275","KCFKLOLI_04208","KKIADDGI_04259","POPOBFCK_04250","JOCLDNKJ_03247"
"uvrD","","DNA helicase II",579,579,1,1,3310,NA,NA,"",2162,2162,2162,"CDDPGOFG_03811","MCHABJHI_04266","PNLCLONJ_04050","ILNMAOIA_04310","PHBHKDKN_04156","GDLLMNMD_04261","JHIODDIP_03430","KBJJGPAO_03981","KLKGDDID_04160","GLCMENJN_04144","KMJDPIGG_04276","KCFKLOLI_04207","KKIADDGI_04260","POPOBFCK_04251","JOCLDNKJ_03246"
"yigZ","","IMPACT family member YigZ",579,579,1,1,3276,NA,NA,"",614,614,614,"CDDPGOFG_03778","MCHABJHI_04233","PNLCLONJ_04433","ILNMAOIA_04443","PHBHKDKN_04123","GDLLMNMD_04228","JHIODDIP_03397","KBJJGPAO_04268","KLKGDDID_04193","GLCMENJN_04177","KMJDPIGG_04309","KCFKLOLI_04174","KKIADDGI_04293","POPOBFCK_04284","JOCLDNKJ_03213"
"group_3168","","hypothetical protein",579,579,1,1,5672,NA,NA,"",326,326,326,"CDDPGOFG_04710","MCHABJHI_03472","PNLCLONJ_02932","ILNMAOIA_03948","PHBHKDKN_03216","GDLLMNMD_03462","JHIODDIP_01949","KBJJGPAO_00763","KLKGDDID_03510","GLCMENJN_03526","KMJDPIGG_00842","KCFKLOLI_03327","KKIADDGI_03355","POPOBFCK_02837","JOCLDNKJ_03193"
"amn","","AMP nucleosidase",579,579,1,1,5671,NA,NA,"",1454,1454,1454,"CDDPGOFG_04709","MCHABJHI_03471","PNLCLONJ_02933","ILNMAOIA_03947","PHBHKDKN_03217","GDLLMNMD_03461","JHIODDIP_01950","KBJJGPAO_00762","KLKGDDID_03511","GLCMENJN_03527","KMJDPIGG_00841","KCFKLOLI_03328","KKIADDGI_03356","POPOBFCK_02836","JOCLDNKJ_03194"
"group_3170","","hypothetical protein",579,579,1,1,5670,NA,NA,"",173,173,173,"CDDPGOFG_04708","MCHABJHI_03470","PNLCLONJ_02934","ILNMAOIA_03946","PHBHKDKN_03218","GDLLMNMD_03460","JHIODDIP_01951","KBJJGPAO_00761","KLKGDDID_03512","GLCMENJN_03528","KMJDPIGG_00840","KCFKLOLI_03329","KKIADDGI_03357","POPOBFCK_02835","JOCLDNKJ_03195"
"group_3171","","hypothetical protein",579,579,1,1,5669,NA,NA,"",1730,1730,1730,"CDDPGOFG_04707","MCHABJHI_03469","PNLCLONJ_02935","ILNMAOIA_03945","PHBHKDKN_03219","GDLLMNMD_03459","JHIODDIP_01952","KBJJGPAO_00760","KLKGDDID_03513","GLCMENJN_03529","KMJDPIGG_00839","KCFKLOLI_03330","KKIADDGI_03358","POPOBFCK_02834","JOCLDNKJ_03196"
"group_3173","","hypothetical protein",579,579,1,1,5663,NA,NA,"",524,524,524,"CDDPGOFG_03353","MCHABJHI_03465","PNLCLONJ_02939","ILNMAOIA_03941","PHBHKDKN_03223","GDLLMNMD_03455","JHIODDIP_01956","KBJJGPAO_00756","KLKGDDID_03517","GLCMENJN_03533","KMJDPIGG_00835","KCFKLOLI_03334","KKIADDGI_03362","POPOBFCK_02830","JOCLDNKJ_03200"
"group_3174","","hypothetical protein",579,579,1,1,5662,NA,NA,"",875,875,875,"CDDPGOFG_03352","MCHABJHI_03464","PNLCLONJ_02940","ILNMAOIA_03940","PHBHKDKN_03224","GDLLMNMD_03454","JHIODDIP_01957","KBJJGPAO_00755","KLKGDDID_03518","GLCMENJN_03534","KMJDPIGG_00834","KCFKLOLI_03335","KKIADDGI_03363","POPOBFCK_02829","JOCLDNKJ_03201"
"group_3175","","hypothetical protein",579,579,1,1,5661,NA,NA,"",218,218,218,"CDDPGOFG_03351","MCHABJHI_03463","PNLCLONJ_02941","ILNMAOIA_03939","PHBHKDKN_03225","GDLLMNMD_03453","JHIODDIP_01958","KBJJGPAO_00754","KLKGDDID_03519","GLCMENJN_03535","KMJDPIGG_00833","KCFKLOLI_03336","KKIADDGI_03364","POPOBFCK_02828","JOCLDNKJ_03202"
"group_3280","","hypothetical protein",579,579,1,1,3678,NA,NA,"",266,266,266,"CDDPGOFG_04543","MCHABJHI_04562","PNLCLONJ_04207","ILNMAOIA_00715","PHBHKDKN_04533","GDLLMNMD_04444","JHIODDIP_03551","KBJJGPAO_01823","KLKGDDID_04384","GLCMENJN_04406","KMJDPIGG_04540","KCFKLOLI_04537","KKIADDGI_00796","POPOBFCK_04507","JOCLDNKJ_04185"
"rpmC","","50S ribosomal protein L29",579,579,1,1,1592,NA,NA,"",191,191,191,"CDDPGOFG_04296","MCHABJHI_04608","PNLCLONJ_00329","ILNMAOIA_00034","PHBHKDKN_04622","GDLLMNMD_04576","JHIODDIP_00901","KBJJGPAO_04353","KLKGDDID_02236","GLCMENJN_04539","KMJDPIGG_04607","KCFKLOLI_04647","KKIADDGI_04570","POPOBFCK_03515","JOCLDNKJ_04429"
"rpsQ","","30S ribosomal protein S17",579,579,1,1,1591,NA,NA,"",254,254,254,"CDDPGOFG_04297","MCHABJHI_04609","PNLCLONJ_00330","ILNMAOIA_00033","PHBHKDKN_04623","GDLLMNMD_04577","JHIODDIP_00900","KBJJGPAO_04354","KLKGDDID_02237","GLCMENJN_04540","KMJDPIGG_04606","KCFKLOLI_04646","KKIADDGI_04571","POPOBFCK_03516","JOCLDNKJ_04428"
"rplN","","50S ribosomal protein L14",579,579,1,1,1590,NA,NA,"",371,371,371,"CDDPGOFG_04298","MCHABJHI_04610","PNLCLONJ_00331","ILNMAOIA_00032","PHBHKDKN_04624","GDLLMNMD_04578","JHIODDIP_00899","KBJJGPAO_04355","KLKGDDID_02238","GLCMENJN_04541","KMJDPIGG_04605","KCFKLOLI_04645","KKIADDGI_04572","POPOBFCK_03517","JOCLDNKJ_04427"
"rplX","","50S ribosomal protein L24",579,579,1,1,1589,NA,NA,"",314,314,314,"CDDPGOFG_04299","MCHABJHI_04611","PNLCLONJ_00332","ILNMAOIA_00031","PHBHKDKN_04625","GDLLMNMD_04579","JHIODDIP_00898","KBJJGPAO_04356","KLKGDDID_02239","GLCMENJN_04542","KMJDPIGG_04604","KCFKLOLI_04644","KKIADDGI_04573","POPOBFCK_03518","JOCLDNKJ_04426"
"rplE","","50S ribosomal protein L5",579,579,1,1,1588,NA,NA,"",539,539,539,"CDDPGOFG_04300","MCHABJHI_04612","PNLCLONJ_00333","ILNMAOIA_00030","PHBHKDKN_04626","GDLLMNMD_04580","JHIODDIP_00897","KBJJGPAO_04357","KLKGDDID_02240","GLCMENJN_04543","KMJDPIGG_04603","KCFKLOLI_04643","KKIADDGI_04574","POPOBFCK_03519","JOCLDNKJ_04425"
"rpsN","","30S ribosomal protein S14",579,579,1,1,1587,NA,NA,"",305,305,305,"CDDPGOFG_04301","MCHABJHI_04613","PNLCLONJ_00334","ILNMAOIA_00029","PHBHKDKN_04627","GDLLMNMD_04581","JHIODDIP_00896","KBJJGPAO_04358","KLKGDDID_02241","GLCMENJN_04544","KMJDPIGG_04602","KCFKLOLI_04642","KKIADDGI_04575","POPOBFCK_03520","JOCLDNKJ_04424"
"rpsH","","30S ribosomal protein S8",579,579,1,1,1586,NA,NA,"",392,392,392,"CDDPGOFG_04302","MCHABJHI_04614","PNLCLONJ_00335","ILNMAOIA_00028","PHBHKDKN_04628","GDLLMNMD_04582","JHIODDIP_00895","KBJJGPAO_04359","KLKGDDID_02242","GLCMENJN_04545","KMJDPIGG_04601","KCFKLOLI_04641","KKIADDGI_04576","POPOBFCK_03521","JOCLDNKJ_04423"
"rplF","","50S ribosomal protein L6",579,579,1,1,1585,NA,NA,"",533,533,533,"CDDPGOFG_04303","MCHABJHI_04615","PNLCLONJ_00336","ILNMAOIA_00027","PHBHKDKN_04629","GDLLMNMD_04583","JHIODDIP_00894","KBJJGPAO_04360","KLKGDDID_02243","GLCMENJN_04546","KMJDPIGG_04600","KCFKLOLI_04640","KKIADDGI_04577","POPOBFCK_03522","JOCLDNKJ_04422"
"rplR","","50S ribosomal protein L18",579,579,1,1,1584,NA,NA,"",353,353,353,"CDDPGOFG_04304","MCHABJHI_04616","PNLCLONJ_00337","ILNMAOIA_00026","PHBHKDKN_04630","GDLLMNMD_04584","JHIODDIP_00893","KBJJGPAO_04361","KLKGDDID_02244","GLCMENJN_04547","KMJDPIGG_04599","KCFKLOLI_04639","KKIADDGI_04578","POPOBFCK_03523","JOCLDNKJ_04421"
"rpsE","","30S ribosomal protein S5",579,579,1,1,1583,NA,NA,"",503,503,503,"CDDPGOFG_04305","MCHABJHI_04617","PNLCLONJ_00338","ILNMAOIA_00025","PHBHKDKN_04631","GDLLMNMD_04585","JHIODDIP_00892","KBJJGPAO_04362","KLKGDDID_02245","GLCMENJN_04548","KMJDPIGG_04598","KCFKLOLI_04638","KKIADDGI_04579","POPOBFCK_03524","JOCLDNKJ_04420"
"rpmD","","50S ribosomal protein L30",579,579,1,1,1582,NA,NA,"",179,179,179,"CDDPGOFG_04306","MCHABJHI_04618","PNLCLONJ_00339","ILNMAOIA_00024","PHBHKDKN_04632","GDLLMNMD_04586","JHIODDIP_00891","KBJJGPAO_04363","KLKGDDID_02246","GLCMENJN_04549","KMJDPIGG_04597","KCFKLOLI_04637","KKIADDGI_04580","POPOBFCK_03525","JOCLDNKJ_04419"
"rpsD","","30S ribosomal protein S4",579,579,1,1,1576,NA,NA,"",620,620,620,"CDDPGOFG_04312","MCHABJHI_04624","PNLCLONJ_00345","ILNMAOIA_00018","PHBHKDKN_04638","GDLLMNMD_04592","JHIODDIP_00885","KBJJGPAO_04369","KLKGDDID_02252","GLCMENJN_04555","KMJDPIGG_04591","KCFKLOLI_04631","KKIADDGI_04586","POPOBFCK_03531","JOCLDNKJ_04413"
"rpoA","","DNA-directed RNA polymerase subunit alpha",579,579,1,1,1574,NA,NA,"",989,989,989,"CDDPGOFG_04313","MCHABJHI_04625","PNLCLONJ_00346","ILNMAOIA_00017","PHBHKDKN_04639","GDLLMNMD_04593","JHIODDIP_00884","KBJJGPAO_04370","KLKGDDID_02253","GLCMENJN_04556","KMJDPIGG_04590","KCFKLOLI_04630","KKIADDGI_04587","POPOBFCK_03532","JOCLDNKJ_04412"
