"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766369","SRR25097973","SRR27714941","SRR14766372","SRR14766387","SRR15146546","SRR14766349","SRR8297625","SRR14095467","SRR14766450","SRR23043674","SRR1515953","SRR9016861","SRR5905515","NDSU26"
"group_2318","","hypothetical protein",580,580,1,1,163,NA,NA,"",2189,2189,2189,"MDPCJDML_02881","NGHFEAKD_01279","JBHNMEAO_04190","OFPOAPDN_03100","AFLICIDC_04453","NAPOKNNJ_02495","FMNDBGIB_04302","MJBBHCGK_00887","EIKGHHBD_02985","MKNLEGFG_04397","HLOGJBDP_03415","JICBPFCI_04148","DPFOFGOO_02563","AAOLMGCP_02331","CLIIGENJ_01192"
"group_2319","","hypothetical protein",580,580,1,1,164,NA,NA,"",446,446,446,"MDPCJDML_02882","NGHFEAKD_01280","JBHNMEAO_04191","OFPOAPDN_03101","AFLICIDC_04454","NAPOKNNJ_02494","FMNDBGIB_04303","MJBBHCGK_00888","EIKGHHBD_02986","MKNLEGFG_04396","HLOGJBDP_03414","JICBPFCI_04147","DPFOFGOO_02564","AAOLMGCP_02332","CLIIGENJ_01191"
"group_2330","","hypothetical protein",580,580,1,1,185,NA,NA,"",611,611,611,"MDPCJDML_02900","NGHFEAKD_01298","JBHNMEAO_04209","OFPOAPDN_03120","AFLICIDC_01154","NAPOKNNJ_02475","FMNDBGIB_00829","MJBBHCGK_00906","EIKGHHBD_03004","MKNLEGFG_01351","HLOGJBDP_03396","JICBPFCI_01605","DPFOFGOO_02582","AAOLMGCP_02350","CLIIGENJ_01173"
"dmlR_5","","HTH-type transcriptional regulator DmlR",580,580,1,1,186,NA,NA,"",947,947,947,"MDPCJDML_02901","NGHFEAKD_01299","JBHNMEAO_04210","OFPOAPDN_03121","AFLICIDC_01153","NAPOKNNJ_02474","FMNDBGIB_00830","MJBBHCGK_00907","EIKGHHBD_03005","MKNLEGFG_01350","HLOGJBDP_03395","JICBPFCI_01604","DPFOFGOO_02583","AAOLMGCP_02351","CLIIGENJ_01172"
"group_2334","","hypothetical protein",580,580,1,1,810,NA,NA,"",1244,1244,1244,"MDPCJDML_02914","NGHFEAKD_01312","JBHNMEAO_01873","OFPOAPDN_03134","AFLICIDC_01140","NAPOKNNJ_02461","FMNDBGIB_00843","MJBBHCGK_00920","EIKGHHBD_03018","MKNLEGFG_01337","HLOGJBDP_03382","JICBPFCI_01591","DPFOFGOO_02596","AAOLMGCP_02364","CLIIGENJ_01159"
"group_2344","","hypothetical protein",580,580,1,1,746,NA,NA,"",1094,1094,1094,"MDPCJDML_02975","NGHFEAKD_01374","JBHNMEAO_01934","OFPOAPDN_03196","AFLICIDC_01079","NAPOKNNJ_02400","FMNDBGIB_00904","MJBBHCGK_00981","EIKGHHBD_03079","MKNLEGFG_01276","HLOGJBDP_03321","JICBPFCI_01530","DPFOFGOO_02657","AAOLMGCP_02426","CLIIGENJ_01098"
"yaiY","","Inner membrane protein YaiY",580,580,1,1,745,NA,NA,"",308,308,308,"MDPCJDML_02976","NGHFEAKD_01375","JBHNMEAO_01935","OFPOAPDN_03197","AFLICIDC_01078","NAPOKNNJ_02399","FMNDBGIB_00905","MJBBHCGK_00982","EIKGHHBD_03080","MKNLEGFG_01275","HLOGJBDP_03320","JICBPFCI_01529","DPFOFGOO_02658","AAOLMGCP_02427","CLIIGENJ_01097"
"group_2346","","hypothetical protein",580,580,1,1,744,NA,NA,"",215,215,215,"MDPCJDML_02977","NGHFEAKD_01376","JBHNMEAO_01936","OFPOAPDN_03198","AFLICIDC_01077","NAPOKNNJ_02398","FMNDBGIB_00906","MJBBHCGK_00983","EIKGHHBD_03081","MKNLEGFG_01274","HLOGJBDP_03319","JICBPFCI_01528","DPFOFGOO_02659","AAOLMGCP_02428","CLIIGENJ_01096"
"group_2348","","hypothetical protein",580,580,1,1,742,NA,NA,"",683,683,683,"MDPCJDML_02979","NGHFEAKD_01378","JBHNMEAO_01938","OFPOAPDN_03200","AFLICIDC_01075","NAPOKNNJ_02396","FMNDBGIB_00908","MJBBHCGK_00985","EIKGHHBD_03083","MKNLEGFG_01272","HLOGJBDP_03317","JICBPFCI_01526","DPFOFGOO_02661","AAOLMGCP_02430","CLIIGENJ_01094"
"sbnD_1","","Staphyloferrin B transporter",580,580,1,1,740,NA,NA,"",899,899,899,"MDPCJDML_02980","NGHFEAKD_01379","JBHNMEAO_01939","OFPOAPDN_03201","AFLICIDC_01074","NAPOKNNJ_02395","FMNDBGIB_00909","MJBBHCGK_00986","EIKGHHBD_03084","MKNLEGFG_01271","HLOGJBDP_03316","JICBPFCI_01525","DPFOFGOO_02662","AAOLMGCP_02431","CLIIGENJ_01093"
"mdtG","","Multidrug resistance protein MdtG",580,580,1,1,739,NA,NA,"",293,293,293,"MDPCJDML_02981","NGHFEAKD_01380","JBHNMEAO_01940","OFPOAPDN_03202","AFLICIDC_01073","NAPOKNNJ_02394","FMNDBGIB_00910","MJBBHCGK_00987","EIKGHHBD_03085","MKNLEGFG_01270","HLOGJBDP_03315","JICBPFCI_01524","DPFOFGOO_02663","AAOLMGCP_02432","CLIIGENJ_01092"
"iraP","","Anti-adapter protein IraP",580,580,1,1,738,NA,NA,"",260,260,260,"MDPCJDML_02982","NGHFEAKD_01381","JBHNMEAO_01941","OFPOAPDN_03203","AFLICIDC_01072","NAPOKNNJ_02393","FMNDBGIB_00911","MJBBHCGK_00988","EIKGHHBD_03086","MKNLEGFG_01269","HLOGJBDP_03314","JICBPFCI_01523","DPFOFGOO_02664","AAOLMGCP_02433","CLIIGENJ_01091"
"psiF","","Phosphate starvation-inducible protein PsiF",580,580,1,1,737,NA,NA,"",320,320,320,"MDPCJDML_02983","NGHFEAKD_01382","JBHNMEAO_01942","OFPOAPDN_03204","AFLICIDC_01071","NAPOKNNJ_02392","FMNDBGIB_00912","MJBBHCGK_00989","EIKGHHBD_03087","MKNLEGFG_01268","HLOGJBDP_03313","JICBPFCI_01522","DPFOFGOO_02665","AAOLMGCP_02434","CLIIGENJ_01090"
"dgcC","","putative diguanylate cyclase DgcC",580,580,1,1,736,NA,NA,"",1112,1112,1112,"MDPCJDML_02984","NGHFEAKD_01383","JBHNMEAO_01943","OFPOAPDN_03205","AFLICIDC_01070","NAPOKNNJ_02391","FMNDBGIB_00913","MJBBHCGK_00990","EIKGHHBD_03088","MKNLEGFG_01267","HLOGJBDP_03312","JICBPFCI_01521","DPFOFGOO_02666","AAOLMGCP_02435","CLIIGENJ_01089"
"proC","","Pyrroline-5-carboxylate reductase",580,580,1,1,735,NA,NA,"",809,809,809,"MDPCJDML_02985","NGHFEAKD_01384","JBHNMEAO_01944","OFPOAPDN_03206","AFLICIDC_01069","NAPOKNNJ_02390","FMNDBGIB_00914","MJBBHCGK_00991","EIKGHHBD_03089","MKNLEGFG_01266","HLOGJBDP_03311","JICBPFCI_01520","DPFOFGOO_02667","AAOLMGCP_02436","CLIIGENJ_01088"
"aroL","","Shikimate kinase 2",580,580,1,1,733,NA,NA,"",545,545,545,"MDPCJDML_02987","NGHFEAKD_01386","JBHNMEAO_01946","OFPOAPDN_03208","AFLICIDC_01067","NAPOKNNJ_02388","FMNDBGIB_00916","MJBBHCGK_00993","EIKGHHBD_03091","MKNLEGFG_01264","HLOGJBDP_03309","JICBPFCI_01518","DPFOFGOO_02669","AAOLMGCP_02438","CLIIGENJ_01086"
"yaiA","","putative protein YaiA",580,580,1,1,732,NA,NA,"",191,191,191,"MDPCJDML_02988","NGHFEAKD_01387","JBHNMEAO_01947","OFPOAPDN_03209","AFLICIDC_01066","NAPOKNNJ_02387","FMNDBGIB_00917","MJBBHCGK_00994","EIKGHHBD_03092","MKNLEGFG_01263","HLOGJBDP_03308","JICBPFCI_01517","DPFOFGOO_02670","AAOLMGCP_02439","CLIIGENJ_01085"
"group_2358","","hypothetical protein",580,580,1,1,731,NA,NA,"",677,677,677,"MDPCJDML_02989","NGHFEAKD_01388","JBHNMEAO_01948","OFPOAPDN_03210","AFLICIDC_01065","NAPOKNNJ_02386","FMNDBGIB_00918","MJBBHCGK_00995","EIKGHHBD_03093","MKNLEGFG_01262","HLOGJBDP_03307","JICBPFCI_01516","DPFOFGOO_02671","AAOLMGCP_02440","CLIIGENJ_01084"
"ppnP","","Pyrimidine/purine nucleoside phosphorylase",580,580,1,1,730,NA,NA,"",284,284,284,"MDPCJDML_02990","NGHFEAKD_01389","JBHNMEAO_01949","OFPOAPDN_03211","AFLICIDC_01064","NAPOKNNJ_02385","FMNDBGIB_00919","MJBBHCGK_00996","EIKGHHBD_03094","MKNLEGFG_01261","HLOGJBDP_03306","JICBPFCI_01515","DPFOFGOO_02672","AAOLMGCP_02441","CLIIGENJ_01083"
"rdgC","","Recombination-associated protein RdgC",580,580,1,1,729,NA,NA,"",911,911,911,"MDPCJDML_02991","NGHFEAKD_01390","JBHNMEAO_01950","OFPOAPDN_03212","AFLICIDC_01063","NAPOKNNJ_02384","FMNDBGIB_00920","MJBBHCGK_00997","EIKGHHBD_03095","MKNLEGFG_01260","HLOGJBDP_03305","JICBPFCI_01514","DPFOFGOO_02673","AAOLMGCP_02442","CLIIGENJ_01082"
"araJ","","Putative transporter AraJ",580,580,1,1,727,NA,NA,"",1172,1172,1172,"MDPCJDML_02993","NGHFEAKD_01392","JBHNMEAO_01952","OFPOAPDN_03214","AFLICIDC_01061","NAPOKNNJ_02382","FMNDBGIB_00922","MJBBHCGK_00999","EIKGHHBD_03097","MKNLEGFG_01258","HLOGJBDP_03303","JICBPFCI_01512","DPFOFGOO_02675","AAOLMGCP_02444","CLIIGENJ_01080"
"sbcD","","Nuclease SbcCD subunit D",580,580,1,1,725,NA,NA,"",1202,1202,1202,"MDPCJDML_02995","NGHFEAKD_01394","JBHNMEAO_01954","OFPOAPDN_03216","AFLICIDC_01059","NAPOKNNJ_02380","FMNDBGIB_00924","MJBBHCGK_01001","EIKGHHBD_03099","MKNLEGFG_01256","HLOGJBDP_03301","JICBPFCI_01510","DPFOFGOO_02677","AAOLMGCP_02446","CLIIGENJ_01078"
"phoB","","Phosphate regulon transcriptional regulatory protein PhoB",580,580,1,1,723,NA,NA,"",689,689,689,"MDPCJDML_02996","NGHFEAKD_01395","JBHNMEAO_01955","OFPOAPDN_03217","AFLICIDC_01058","NAPOKNNJ_02379","FMNDBGIB_00925","MJBBHCGK_01002","EIKGHHBD_03100","MKNLEGFG_01255","HLOGJBDP_03300","JICBPFCI_01509","DPFOFGOO_02678","AAOLMGCP_02447","CLIIGENJ_01077"
"phoR","","Phosphate regulon sensor protein PhoR",580,580,1,1,722,NA,NA,"",1295,1295,1295,"MDPCJDML_02997","NGHFEAKD_01396","JBHNMEAO_01956","OFPOAPDN_03218","AFLICIDC_01057","NAPOKNNJ_02378","FMNDBGIB_00926","MJBBHCGK_01003","EIKGHHBD_03101","MKNLEGFG_01254","HLOGJBDP_03299","JICBPFCI_01508","DPFOFGOO_02679","AAOLMGCP_02448","CLIIGENJ_01076"
"brnQ","","Branched-chain amino acid transport system 2 carrier protein",580,580,1,1,721,NA,NA,"",1319,1319,1319,"MDPCJDML_02998","NGHFEAKD_01397","JBHNMEAO_01957","OFPOAPDN_03219","AFLICIDC_01056","NAPOKNNJ_02377","FMNDBGIB_00927","MJBBHCGK_01004","EIKGHHBD_03102","MKNLEGFG_01253","HLOGJBDP_03298","JICBPFCI_01507","DPFOFGOO_02680","AAOLMGCP_02449","CLIIGENJ_01075"
"proY","","Proline-specific permease ProY",580,580,1,1,720,NA,NA,"",1370,1370,1370,"MDPCJDML_02999","NGHFEAKD_01398","JBHNMEAO_01958","OFPOAPDN_03220","AFLICIDC_01055","NAPOKNNJ_02376","FMNDBGIB_00928","MJBBHCGK_01005","EIKGHHBD_03103","MKNLEGFG_01252","HLOGJBDP_03297","JICBPFCI_01506","DPFOFGOO_02681","AAOLMGCP_02450","CLIIGENJ_01074"
"ahpC_1","","Alkyl hydroperoxide reductase C",580,580,1,1,718,NA,NA,"",602,602,602,"MDPCJDML_03001","NGHFEAKD_01400","JBHNMEAO_01960","OFPOAPDN_03222","AFLICIDC_01053","NAPOKNNJ_02374","FMNDBGIB_00930","MJBBHCGK_01007","EIKGHHBD_03105","MKNLEGFG_01250","HLOGJBDP_03295","JICBPFCI_01504","DPFOFGOO_02683","AAOLMGCP_02452","CLIIGENJ_01072"
"acpH","","Acyl carrier protein phosphodiesterase",580,580,1,1,717,NA,NA,"",581,581,581,"MDPCJDML_03002","NGHFEAKD_01401","JBHNMEAO_01961","OFPOAPDN_03223","AFLICIDC_01052","NAPOKNNJ_02373","FMNDBGIB_00931","MJBBHCGK_01008","EIKGHHBD_03106","MKNLEGFG_01249","HLOGJBDP_03294","JICBPFCI_01503","DPFOFGOO_02684","AAOLMGCP_02453","CLIIGENJ_01071"
"queA","","S-adenosylmethionine:tRNA ribosyltransferase-isomerase",580,580,1,1,716,NA,NA,"",1064,1064,1064,"MDPCJDML_03003","NGHFEAKD_01402","JBHNMEAO_01962","OFPOAPDN_03224","AFLICIDC_01051","NAPOKNNJ_02372","FMNDBGIB_00932","MJBBHCGK_01009","EIKGHHBD_03107","MKNLEGFG_01248","HLOGJBDP_03293","JICBPFCI_01502","DPFOFGOO_02685","AAOLMGCP_02454","CLIIGENJ_01070"
"yajC","","Sec translocon accessory complex subunit YajC",580,580,1,1,712,NA,NA,"",332,332,332,"MDPCJDML_03005","NGHFEAKD_01404","JBHNMEAO_01964","OFPOAPDN_03226","AFLICIDC_01049","NAPOKNNJ_02370","FMNDBGIB_00934","MJBBHCGK_01011","EIKGHHBD_03109","MKNLEGFG_01246","HLOGJBDP_03291","JICBPFCI_01500","DPFOFGOO_02687","AAOLMGCP_02456","CLIIGENJ_01068"
"secD","","Protein translocase subunit SecD",580,580,1,1,711,NA,NA,"",1814,1814,1814,"MDPCJDML_03006","NGHFEAKD_01405","JBHNMEAO_01965","OFPOAPDN_03227","AFLICIDC_01048","NAPOKNNJ_02369","FMNDBGIB_00935","MJBBHCGK_01012","EIKGHHBD_03110","MKNLEGFG_01245","HLOGJBDP_03290","JICBPFCI_01499","DPFOFGOO_02688","AAOLMGCP_02457","CLIIGENJ_01067"
"secF","","Protein translocase subunit SecF",580,580,1,1,710,NA,NA,"",971,971,971,"MDPCJDML_03007","NGHFEAKD_01406","JBHNMEAO_01966","OFPOAPDN_03228","AFLICIDC_01047","NAPOKNNJ_02368","FMNDBGIB_00936","MJBBHCGK_01013","EIKGHHBD_03111","MKNLEGFG_01244","HLOGJBDP_03289","JICBPFCI_01498","DPFOFGOO_02689","AAOLMGCP_02458","CLIIGENJ_01066"
"group_2374","","hypothetical protein",580,580,1,1,709,NA,NA,"",365,365,365,"MDPCJDML_03008","NGHFEAKD_01407","JBHNMEAO_01967","OFPOAPDN_03229","AFLICIDC_01046","NAPOKNNJ_02367","FMNDBGIB_00937","MJBBHCGK_01014","EIKGHHBD_03112","MKNLEGFG_01243","HLOGJBDP_03288","JICBPFCI_01497","DPFOFGOO_02690","AAOLMGCP_02459","CLIIGENJ_01065"
"group_2375","","hypothetical protein",580,580,1,1,708,NA,NA,"",692,692,692,"MDPCJDML_03009","NGHFEAKD_01408","JBHNMEAO_01968","OFPOAPDN_03230","AFLICIDC_01045","NAPOKNNJ_02366","FMNDBGIB_00938","MJBBHCGK_01015","EIKGHHBD_03113","MKNLEGFG_01242","HLOGJBDP_03287","JICBPFCI_01496","DPFOFGOO_02691","AAOLMGCP_02460","CLIIGENJ_01064"
"group_2376","","hypothetical protein",580,580,1,1,707,NA,NA,"",347,347,347,"MDPCJDML_03010","NGHFEAKD_01409","JBHNMEAO_01969","OFPOAPDN_03231","AFLICIDC_01044","NAPOKNNJ_02365","FMNDBGIB_00939","MJBBHCGK_01016","EIKGHHBD_03114","MKNLEGFG_01241","HLOGJBDP_03286","JICBPFCI_01495","DPFOFGOO_02692","AAOLMGCP_02461","CLIIGENJ_01063"
"tsx","","Nucleoside-specific channel-forming protein Tsx",580,580,1,1,705,NA,NA,"",863,863,863,"MDPCJDML_03012","NGHFEAKD_01411","JBHNMEAO_01971","OFPOAPDN_03233","AFLICIDC_01042","NAPOKNNJ_02363","FMNDBGIB_00941","MJBBHCGK_01018","EIKGHHBD_03116","MKNLEGFG_01239","HLOGJBDP_03284","JICBPFCI_01493","DPFOFGOO_02694","AAOLMGCP_02463","CLIIGENJ_01061"
"yajI","","putative lipoprotein YajI",580,580,1,1,704,NA,NA,"",539,539,539,"MDPCJDML_03013","NGHFEAKD_01412","JBHNMEAO_01972","OFPOAPDN_03234","AFLICIDC_01041","NAPOKNNJ_02362","FMNDBGIB_00942","MJBBHCGK_01019","EIKGHHBD_03117","MKNLEGFG_01238","HLOGJBDP_03283","JICBPFCI_01492","DPFOFGOO_02695","AAOLMGCP_02464","CLIIGENJ_01060"
"nrdR","","Transcriptional repressor NrdR",580,580,1,1,703,NA,NA,"",449,449,449,"MDPCJDML_03014","NGHFEAKD_01413","JBHNMEAO_01973","OFPOAPDN_03235","AFLICIDC_01040","NAPOKNNJ_02361","FMNDBGIB_00943","MJBBHCGK_01020","EIKGHHBD_03118","MKNLEGFG_01237","HLOGJBDP_03282","JICBPFCI_01491","DPFOFGOO_02696","AAOLMGCP_02465","CLIIGENJ_01059"
"ribD","","Riboflavin biosynthesis protein RibD",580,580,1,1,702,NA,NA,"",1103,1103,1103,"MDPCJDML_03015","NGHFEAKD_01414","JBHNMEAO_01974","OFPOAPDN_03236","AFLICIDC_01039","NAPOKNNJ_02360","FMNDBGIB_00944","MJBBHCGK_01021","EIKGHHBD_03119","MKNLEGFG_01236","HLOGJBDP_03281","JICBPFCI_01490","DPFOFGOO_02697","AAOLMGCP_02466","CLIIGENJ_01058"
"ribH","","6,7-dimethyl-8-ribityllumazine synthase",580,580,1,1,701,NA,NA,"",470,470,470,"MDPCJDML_03016","NGHFEAKD_01415","JBHNMEAO_01975","OFPOAPDN_03237","AFLICIDC_01038","NAPOKNNJ_02359","FMNDBGIB_00945","MJBBHCGK_01022","EIKGHHBD_03120","MKNLEGFG_01235","HLOGJBDP_03280","JICBPFCI_01489","DPFOFGOO_02698","AAOLMGCP_02467","CLIIGENJ_01057"
"nusB","","Transcription antitermination protein NusB",580,580,1,1,700,NA,NA,"",419,419,419,"MDPCJDML_03017","NGHFEAKD_01416","JBHNMEAO_01976","OFPOAPDN_03238","AFLICIDC_01037","NAPOKNNJ_02358","FMNDBGIB_00946","MJBBHCGK_01023","EIKGHHBD_03121","MKNLEGFG_01234","HLOGJBDP_03279","JICBPFCI_01488","DPFOFGOO_02699","AAOLMGCP_02468","CLIIGENJ_01056"
"thiL","","Thiamine-monophosphate kinase",580,580,1,1,699,NA,NA,"",980,980,980,"MDPCJDML_03018","NGHFEAKD_01417","JBHNMEAO_01977","OFPOAPDN_03239","AFLICIDC_01036","NAPOKNNJ_02357","FMNDBGIB_00947","MJBBHCGK_01024","EIKGHHBD_03122","MKNLEGFG_01233","HLOGJBDP_03278","JICBPFCI_01487","DPFOFGOO_02700","AAOLMGCP_02469","CLIIGENJ_01055"
"pgpA","","Phosphatidylglycerophosphatase A",580,580,1,1,698,NA,NA,"",515,515,515,"MDPCJDML_03019","NGHFEAKD_01418","JBHNMEAO_01978","OFPOAPDN_03240","AFLICIDC_01035","NAPOKNNJ_02356","FMNDBGIB_00948","MJBBHCGK_01025","EIKGHHBD_03123","MKNLEGFG_01232","HLOGJBDP_03277","JICBPFCI_01486","DPFOFGOO_02701","AAOLMGCP_02470","CLIIGENJ_01054"
"yajO","","1-deoxyxylulose-5-phosphate synthase YajO",580,580,1,1,697,NA,NA,"",974,974,974,"MDPCJDML_03020","NGHFEAKD_01419","JBHNMEAO_01979","OFPOAPDN_03241","AFLICIDC_01034","NAPOKNNJ_02355","FMNDBGIB_00949","MJBBHCGK_01026","EIKGHHBD_03124","MKNLEGFG_01231","HLOGJBDP_03276","JICBPFCI_01485","DPFOFGOO_02702","AAOLMGCP_02471","CLIIGENJ_01053"
"dxs","","1-deoxy-D-xylulose-5-phosphate synthase",580,580,1,1,696,NA,NA,"",1862,1862,1862,"MDPCJDML_03021","NGHFEAKD_01420","JBHNMEAO_01980","OFPOAPDN_03242","AFLICIDC_01033","NAPOKNNJ_02354","FMNDBGIB_00950","MJBBHCGK_01027","EIKGHHBD_03125","MKNLEGFG_01230","HLOGJBDP_03275","JICBPFCI_01484","DPFOFGOO_02703","AAOLMGCP_02472","CLIIGENJ_01052"
"ispA","","Farnesyl diphosphate synthase",580,580,1,1,695,NA,NA,"",899,899,899,"MDPCJDML_03022","NGHFEAKD_01421","JBHNMEAO_01981","OFPOAPDN_03243","AFLICIDC_01032","NAPOKNNJ_02353","FMNDBGIB_00951","MJBBHCGK_01028","EIKGHHBD_03126","MKNLEGFG_01229","HLOGJBDP_03274","JICBPFCI_01483","DPFOFGOO_02704","AAOLMGCP_02473","CLIIGENJ_01051"
"xseB","","Exodeoxyribonuclease 7 small subunit",580,580,1,1,694,NA,NA,"",242,242,242,"MDPCJDML_03023","NGHFEAKD_01422","JBHNMEAO_01982","OFPOAPDN_03244","AFLICIDC_01031","NAPOKNNJ_02352","FMNDBGIB_00952","MJBBHCGK_01029","EIKGHHBD_03127","MKNLEGFG_01228","HLOGJBDP_03273","JICBPFCI_01482","DPFOFGOO_02705","AAOLMGCP_02474","CLIIGENJ_01050"
"thiI","","tRNA sulfurtransferase",580,580,1,1,693,NA,NA,"",1448,1448,1448,"MDPCJDML_03024","NGHFEAKD_01423","JBHNMEAO_01983","OFPOAPDN_03245","AFLICIDC_01030","NAPOKNNJ_02351","FMNDBGIB_00953","MJBBHCGK_01030","EIKGHHBD_03128","MKNLEGFG_01227","HLOGJBDP_03272","JICBPFCI_01481","DPFOFGOO_02706","AAOLMGCP_02475","CLIIGENJ_01049"
"phnV","","Putative 2-aminoethylphosphonate transport system permease protein PhnV",580,580,1,1,692,NA,NA,"",794,797,796,"MDPCJDML_03025","NGHFEAKD_01424","JBHNMEAO_01984","OFPOAPDN_03246","AFLICIDC_01029","NAPOKNNJ_02350","FMNDBGIB_00954","MJBBHCGK_01031","EIKGHHBD_03129","MKNLEGFG_01226","HLOGJBDP_03271","JICBPFCI_01480","DPFOFGOO_02707","AAOLMGCP_02476","CLIIGENJ_01048"
"phnU","","Putative 2-aminoethylphosphonate transport system permease protein PhnU",580,580,1,1,691,NA,NA,"",869,869,869,"MDPCJDML_03026","NGHFEAKD_01425","JBHNMEAO_01985","OFPOAPDN_03247","AFLICIDC_01028","NAPOKNNJ_02349","FMNDBGIB_00955","MJBBHCGK_01032","EIKGHHBD_03130","MKNLEGFG_01225","HLOGJBDP_03270","JICBPFCI_01479","DPFOFGOO_02708","AAOLMGCP_02477","CLIIGENJ_01047"
"phnT","","Putative 2-aminoethylphosphonate import ATP-binding protein PhnT",580,580,1,1,690,NA,NA,"",1109,1109,1109,"MDPCJDML_03027","NGHFEAKD_01426","JBHNMEAO_01986","OFPOAPDN_03248","AFLICIDC_01027","NAPOKNNJ_02348","FMNDBGIB_00956","MJBBHCGK_01033","EIKGHHBD_03131","MKNLEGFG_01224","HLOGJBDP_03269","JICBPFCI_01478","DPFOFGOO_02709","AAOLMGCP_02478","CLIIGENJ_01046"
"phnS","","Putative 2-aminoethylphosphonate-binding periplasmic protein",580,580,1,1,689,NA,NA,"",1013,1013,1013,"MDPCJDML_03028","NGHFEAKD_01427","JBHNMEAO_01987","OFPOAPDN_03249","AFLICIDC_01026","NAPOKNNJ_02347","FMNDBGIB_00957","MJBBHCGK_01034","EIKGHHBD_03132","MKNLEGFG_01223","HLOGJBDP_03268","JICBPFCI_01477","DPFOFGOO_02710","AAOLMGCP_02479","CLIIGENJ_01045"
"phnR","","Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons",580,580,1,1,688,NA,NA,"",719,719,719,"MDPCJDML_03029","NGHFEAKD_01428","JBHNMEAO_01988","OFPOAPDN_03250","AFLICIDC_01025","NAPOKNNJ_02346","FMNDBGIB_00958","MJBBHCGK_01035","EIKGHHBD_03133","MKNLEGFG_01222","HLOGJBDP_03267","JICBPFCI_01476","DPFOFGOO_02711","AAOLMGCP_02480","CLIIGENJ_01044"
"phnW","","2-aminoethylphosphonate--pyruvate transaminase",580,580,1,1,687,NA,NA,"",1103,1103,1103,"MDPCJDML_03030","NGHFEAKD_01429","JBHNMEAO_01989","OFPOAPDN_03251","AFLICIDC_01024","NAPOKNNJ_02345","FMNDBGIB_00959","MJBBHCGK_01036","EIKGHHBD_03134","MKNLEGFG_01221","HLOGJBDP_03266","JICBPFCI_01475","DPFOFGOO_02712","AAOLMGCP_02481","CLIIGENJ_01043"
"phnX","","Phosphonoacetaldehyde hydrolase",580,580,1,1,686,NA,NA,"",809,809,809,"MDPCJDML_03031","NGHFEAKD_01430","JBHNMEAO_01990","OFPOAPDN_03252","AFLICIDC_01023","NAPOKNNJ_02344","FMNDBGIB_00960","MJBBHCGK_01037","EIKGHHBD_03135","MKNLEGFG_01220","HLOGJBDP_03265","JICBPFCI_01474","DPFOFGOO_02713","AAOLMGCP_02482","CLIIGENJ_01042"
"group_2398","","hypothetical protein",580,580,1,1,670,NA,NA,"",491,491,491,"MDPCJDML_03036","NGHFEAKD_01435","JBHNMEAO_01995","OFPOAPDN_03257","AFLICIDC_01018","NAPOKNNJ_02339","FMNDBGIB_00965","MJBBHCGK_01042","EIKGHHBD_03140","MKNLEGFG_01215","HLOGJBDP_03260","JICBPFCI_01469","DPFOFGOO_02718","AAOLMGCP_02487","CLIIGENJ_01037"
"yajR","","Inner membrane transport protein YajR",580,580,1,1,669,NA,NA,"",1364,1364,1364,"MDPCJDML_03037","NGHFEAKD_01436","JBHNMEAO_01996","OFPOAPDN_03258","AFLICIDC_01017","NAPOKNNJ_02338","FMNDBGIB_00966","MJBBHCGK_01043","EIKGHHBD_03141","MKNLEGFG_01214","HLOGJBDP_03259","JICBPFCI_01468","DPFOFGOO_02719","AAOLMGCP_02488","CLIIGENJ_01036"
"group_2400","","hypothetical protein",580,580,1,1,666,NA,NA,"",1493,1493,1493,"MDPCJDML_03039","NGHFEAKD_01438","JBHNMEAO_01998","OFPOAPDN_03260","AFLICIDC_01015","NAPOKNNJ_02336","FMNDBGIB_00968","MJBBHCGK_01045","EIKGHHBD_03143","MKNLEGFG_01212","HLOGJBDP_03257","JICBPFCI_01466","DPFOFGOO_02721","AAOLMGCP_02490","CLIIGENJ_01034"
"cyoE","","Protoheme IX farnesyltransferase",580,580,1,1,665,NA,NA,"",890,890,890,"MDPCJDML_03040","NGHFEAKD_01439","JBHNMEAO_01999","OFPOAPDN_03261","AFLICIDC_01014","NAPOKNNJ_02335","FMNDBGIB_00969","MJBBHCGK_01046","EIKGHHBD_03144","MKNLEGFG_01211","HLOGJBDP_03256","JICBPFCI_01465","DPFOFGOO_02722","AAOLMGCP_02491","CLIIGENJ_01033"
"cyoD","","Cytochrome bo(3) ubiquinol oxidase subunit 4",580,580,1,1,664,NA,NA,"",329,329,329,"MDPCJDML_03041","NGHFEAKD_01440","JBHNMEAO_02000","OFPOAPDN_03262","AFLICIDC_01013","NAPOKNNJ_02334","FMNDBGIB_00970","MJBBHCGK_01047","EIKGHHBD_03145","MKNLEGFG_01210","HLOGJBDP_03255","JICBPFCI_01464","DPFOFGOO_02723","AAOLMGCP_02492","CLIIGENJ_01032"
